state,County,premature_death_raw_value,poor_or_fair_health_raw_value,poor_physical_health_days_raw_value,poor_mental_health_days_raw_value,low_birthweight_raw_value,adult_smoking_raw_value,adult_obesity_raw_value,excessive_drinking_raw_value,motor_vehicle_crash_deaths_raw_value,chlamydia_rate_raw_value,teen_births_raw_value,uninsured_adults_raw_value,preventable_hospital_stays_raw_value,diabetes_monitoring_raw_value,hospice_use_raw_value,high_school_graduation_raw_value,college_degrees_raw_value,unemployment_raw_value,children_in_poverty_raw_value,income_inequality_raw_value,inadequate_social_support_raw_value,single-parent_households_raw_value,violent_crime_raw_value,homicides_raw_value,air_pollution-particulate_matter_days_raw_value,air_pollution-ozone_days_raw_value,access_to_healthy_foods_raw_value,liquor_store_density_raw_value,smoking_during_pregnancy_raw_value,motor_vehicle_crash_occupancy_rate_raw_value,on-road_motor_vehicle_crash-related_er_visits_raw_value,off-road_motor_vehicle_crash-related_er_visits_raw_value,no_recent_dental_visit_raw_value,did_not_get_needed_health_care_raw_value,lead_poisoned_children_(wi)_raw_value,municipal_water_(wi)_raw_value,contaminants_in_municipal_water_(wi)_raw_value
MA,Franklin County,5943.2,0.1233,3.61,3.6,0.0678,0.1903,0.222,0.1652,9.2,163.5,21.2,0.103,75.35055239,0.8631,0.265039179,0.687581699,0.319520887,0.049,0.14,39.6,0.1911,0.105864177,386.5793766,,1,3,0.3,2.370791845,,,,,,,,,
MA,Hampden County,7380,0.154,3.79,3.93,0.0847,0.2068,0.259,0.1723,10.5,482.9,44.9,0.115,72.41251477,0.8528,0.210517545,0.639993611,0.237664597,0.064,0.248,45.8,0.2212,0.12090309,848.1100166,,3,15,0.418181818,2.355275927,,,,,,,,,
MA,Hampshire County,4572.5,0.1095,3.45,3.32,0.0639,0.161,0.217,0.1623,7.7,151.8,6.9,0.122,70.95089357,0.8691,0.225987039,0.868286445,0.417471037,0.043,0.109,44.1,0.1928,0.075712052,256.907522,,2,12,0.482758621,3.006889699,,,,,,,,,
MA,Middlesex County,4628.9,0.1017,2.78,2.8,0.0724,0.1412,0.215,0.1627,6,148.7,12.9,0.122,78.42603703,0.857,0.240508823,0.85308883,0.475713346,0.043,0.077,45.4,0.182,0.063940957,240.2130001,,3,8,0.605263158,1.649913005,,,,,,,,,
MA,Nantucket County,4016.3,0.0656,2.57,1.4,0.0723,0.1854,0.199,,0,273.4,20.3,0.199,48.75603838,0.7647,,0.834951456,0.424553091,0.032,0.052,43.9,,0.06830764,,,0,0,0.333333333,6.748939452,,,,,,,,,
MA,Norfolk County,4833.1,0.093,2.93,2.79,0.0692,0.1421,0.191,0.1744,6.5,121.9,8.1,0.095,83.68079959,0.8506,0.244833935,0.889153587,0.468012492,0.046,0.063,46.9,0.1827,0.062606326,188.9425954,,4,15,0.666666667,1.900298684,,,,,,,,,
MA,Plymouth County,6100.1,0.1121,3.22,3.61,0.0774,0.2067,0.217,0.1863,10.5,194.7,19.6,0.1,89.16490288,0.8452,0.232819381,0.755095923,0.311642515,0.056,0.079,42,0.188,0.086411777,427.5779967,,2,2,0.508196721,2.333942069,,,,,,,,,
MA,Suffolk County,6767.2,0.1736,3.43,3.45,0.0885,0.1861,0.214,0.2021,5.5,648.5,30.4,0.154,91.18548328,0.8446,0.220860134,0.634019783,0.371001997,0.052,0.283,51.7,0.2513,0.112633551,1184.824335,,7,9,0.517241379,2.16858953,,,,,,,,,
MA,Worcester County,6025.6,0.13,3.56,3.51,0.0714,0.2071,0.24,0.1844,9.9,206.4,25.1,0.095,86.13913235,0.8225,0.18094048,0.789152024,0.312486486,0.058,0.119,43.1,0.1994,0.091039352,426.6180586,,2,8,0.378640777,2.001110873,,,,,,,,,
MI,Michigan,7389.7,0.1435,3.56,3.69,0.0814,0.2277,0.282,0.1752,13.4,370,35.6,0.116,76.27296319,0.8246,0.380193346,0.722,0.24466431,0.084,0.193,44.6,0.1947,0.096917248,550.1888929,,2.7,4.1,0.509401709,1.123575672,,,,,,,,,
MI,Alcona County,9357.4,0.137,3.33,3.93,0.0965,,0.284,,24.7,42.5,30.5,0.18,52.55716012,0.877,0.381852454,0.659340659,0.127294539,0.118,0.257,44,,0.058584304,161.7702285,,3,0,0.222222222,2.595604776,,,,,,,,,
MI,Alger County,4578.5,,5.35,3.53,0.0467,,0.295,,14.8,134.5,30,0.138,65.93834783,0.8647,0.243002579,0.829268293,0.169199018,0.099,0.17,41,0.1644,0.074118535,,,0,0,0.5,1.046243984,,,,,,,,,
MI,Allegan County,6228.2,0.1155,3.36,2.91,0.0629,0.2385,0.281,0.1831,16.9,190.3,38.1,0.118,67.41197227,0.8573,0.41259397,0.812706817,0.194852492,0.077,0.124,39.4,0.1547,0.091617841,242.2944723,,8,23,0.647058824,0.71193379,,,,,,,,,
MI,Alpena County,7325.1,0.1578,4.64,2.76,0.0779,0.2833,0.287,0.2537,18.2,49.9,28.5,0.099,62.68387369,0.8713,0.438661408,0.747412008,0.158592192,0.093,0.228,42.9,0.2248,0.085026162,267.5376504,,3,0,0.6,1.341651573,,,,,,,,,
MI,Antrim County,6774.5,0.1511,5.22,4.51,0.063,0.2007,0.298,0.1834,25.1,118.5,44.1,0.169,45.32898346,0.8657,0.246644849,0.965625,0.212675482,0.097,0.172,43.6,0.2196,0.085138692,127.6858653,,0,1,0.555555556,1.235228723,,,,,,,,,
MI,Arenac County,9346.6,,3.86,3.83,0.0733,0.2079,0.297,0.1344,20.9,70.5,34.8,0.136,105.8387546,0.8736,0.31307336,0.766129032,0.105317867,0.108,0.281,43.7,,0.089379096,244.1590408,,3,1,0.428571429,1.191398106,,,,,,,,,
MI,Baraga County,5985.4,,,,0.0626,,0.306,,18.2,103,54.5,0.134,96.29745761,0.6412,0.207872793,0.766666667,0.125922013,0.141,0.213,41.3,,0.093621482,120.5662726,,0,0,0.4,0,,,,,,,,,
MI,Barry County,6598.8,0.1546,3.33,3.75,0.0736,0.2323,0.301,0.1797,25.8,135.2,31.6,0.114,95.1759308,0.8459,0.384530319,0.846950518,0.170764237,0.066,0.114,39.4,0.1638,0.087680355,221.3126323,,4,4,0.444444444,0.509225468,,,,,,,,,
MI,Bay County,7021.3,0.1347,3.53,4.68,0.0706,0.2057,0.31,0.2327,14.9,194.7,35.3,0.103,94.27343428,0.8052,0.349107626,0.719463087,0.168793543,0.079,0.179,40.7,0.2139,0.081952921,269.6049701,,9,2,0.545454546,0.555283056,,,,,,,,,
MI,Benzie County,8089.4,0.0637,3.51,3.1,0.0767,0.1703,0.288,0.1434,23.6,85,35.5,0.181,38.39433553,0.7846,0.293411696,0.793103448,0.225549737,0.092,0.151,39.9,,0.075066835,150.2272425,,0,14,0.714285714,0.568278684,,,,,,,,,
MI,Berrien County,7689,0.1684,3.37,3.64,0.0796,0.2491,0.291,0.1323,14,531.2,53.6,0.121,59.68685139,0.827,0.303466109,0.709351306,0.230369142,0.081,0.215,46.1,0.2504,0.105772871,472.0306705,,4,20,0.576923077,1.190871655,,,,,,,,,
MI,Branch County,7362.5,0.1637,4.95,3.42,0.0608,0.2433,0.298,0.1576,17.3,128.6,52.8,0.123,91.99875656,0.7757,0.171315254,0.785185185,0.139074307,0.087,0.202,41.5,0.1649,0.08577633,250.6608659,,6,4,0.333333333,1.080310265,,,,,,,,,
MI,Calhoun County,8821,0.1769,4.17,4.93,0.0789,0.2869,0.303,0.1246,14.7,445,54.5,0.092,82.1048276,0.8499,0.320391145,0.676634567,0.184438136,0.077,0.254,43.8,0.242,0.126361576,814.5893708,,5,3,0.3125,0.581665891,,,,,,,,,
MI,Cass County,7384.5,0.1872,3.12,3.33,0.0884,0.2457,0.301,0.1994,20.2,196.8,42.5,0.112,79.37479273,0.7382,0.279286363,0.725203252,0.149577908,0.069,0.182,41.2,0.1603,0.078193042,184.6436903,,6,15,0.714285714,0.394835551,,,,,,,,,
MI,Charlevoix County,6748.5,0.1578,3.3,3.11,0.0606,0.2052,0.284,0.1514,16.3,140,33.3,0.133,53.67545115,0.9094,0.345343698,0.828080229,0.235377875,0.102,0.143,48.9,0.0825,0.084137695,171.4808323,,0,1,0.857142857,1.528701368,,,,,,,,,
MI,Cheboygan County,7487.9,0.1672,4.78,4.21,0.0691,0.2817,0.308,0.2604,16.4,77,36.4,0.132,55.29357682,0.8728,0.545003738,0.798136646,0.172295897,0.117,0.239,42.2,0.1585,0.10022139,211.4374034,,0,0,0.333333333,1.482030382,,,,,,,,,
MI,Chippewa County,6028.6,0.1908,2.64,5.04,0.0501,0.3313,0.309,,14.5,116.4,33.8,0.118,61.09640434,0.8253,0.193414581,0.746938776,0.193294109,0.098,0.203,44.2,0.1758,0.110686763,208.3118135,,1,0,0.210526316,0.776236804,,,,,,,,,
MI,Clare County,10738.4,0.1975,4.58,5.4,0.0802,0.3162,0.285,0.1579,22.4,73.5,46.6,0.103,106.8042835,0.8478,0.457306616,0.693277311,0.093752888,0.119,0.325,41.9,0.2552,0.0900047,277.5088738,,1,2,0.8,0.644288384,,,,,,,,,
MI,Clinton County,4925,0.1057,3.5,3.22,0.0677,0.1742,0.284,0.169,11.9,131.6,21.4,0.145,58.68541489,0.8588,0.336103574,0.917061611,0.263394423,0.061,0.077,39.3,0.1491,0.06509265,111.4982578,,4,5,0.6,0.43223306,,,,,,,,,
MI,Crawford County,8418.1,0.1117,3.18,2.95,0.0704,,0.301,0.1242,18.7,113.9,45.6,0.107,74.32801051,0.8296,0.294221446,0.776470588,0.149189675,0.097,0.258,41.9,,0.099261217,222.6564275,,0,0,0.333333333,0,,,,,,,,,
MI,Delta County,6393.3,0.1617,4.84,4.04,0.0724,0.2158,0.296,0.2199,11.2,128.4,26.7,0.111,66.56051417,0.8703,0.195227441,0.875,0.17612726,0.086,0.166,40.8,0.2011,0.079838272,65.51513488,,1,0,0.3,0,,,,,,,,,
MI,Dickinson County,7056.7,0.148,4.09,2.32,0.0558,0.2746,0.286,0.1688,11,102,37.1,0.114,44.40499141,0.8431,0.08882173,0.858560794,0.175945489,0.071,0.143,43.4,0.1065,0.072536137,108.3703804,,0,0,0.363636364,0.369972992,,,,,,,,,
MI,Eaton County,5399,0.1193,2.95,3.49,0.07,0.2523,0.305,0.1658,14.4,263,29.2,0.118,73.81627857,0.845,0.371667625,0.76981352,0.228346787,0.064,0.113,39.2,0.1926,0.084486061,240.6892097,,4,3,0.666666667,0.465835616,,,,,,,,,
MI,Emmet County,4889.3,0.1201,2.61,3.31,0.0715,0.2692,0.3,0.1209,17.9,160.7,23.3,0.136,55.26365639,0.8531,0.317896692,0.852459016,0.287316352,0.102,0.133,45.1,0.1877,0.086947063,142.7687147,,0,0,0.181818182,0.896887799,,,,,,,,,
MI,Genesee County,9251.2,0.1647,4.02,4.18,0.0973,0.2593,0.336,0.1603,15.9,709.3,49.8,0.122,73.73483293,0.8137,0.405059692,0.683053243,0.188385898,0.106,0.246,43.3,0.23,0.123388741,887.3539113,,8,12,0.540540541,1.324222077,,,,,,,,,
MI,Gladwin County,8981.1,0.2686,5.36,4.08,0.0726,0.3638,0.288,0.1739,18.8,118.5,40.9,0.133,111.4064461,0.8242,0.345356926,0.731343284,0.098928665,0.111,0.272,41.3,0.263,0.089884719,224.4880043,,1,0,1,0.749203971,,,,,,,,,
MI,Gogebic County,7127.2,0.1051,3.77,2.88,0.0694,,0.296,,15.9,133.1,27.1,0.117,62.65442121,0.8222,0.08885775,0.873786408,0.178992775,0.089,0.237,45.9,,0.076208686,,,0,0,0.666666667,0.608902149,,,,,,,,,
MI,Grand Traverse County,5496.5,0.0928,2.72,2.93,0.0678,0.2241,0.269,0.15,13.3,166,26.9,0.129,48.05316646,0.8786,0.298710806,0.921223355,0.296492491,0.076,0.109,42.4,0.111,0.076862677,220.1374478,,0,3,0.363636364,1.893961813,,,,,,,,,
MI,Gratiot County,6807,0.1456,3.28,3.75,0.0689,0.2486,0.315,0.1741,20.6,140.1,33,0.112,81.44753505,0.8648,0.236812143,0.892857143,0.129738036,0.095,0.217,41.7,0.1856,0.111685409,166.9528339,,4,2,0.3125,0.94773255,,,,,,,,,
MI,Hillsdale County,6777.5,0.1819,3.55,2.8,0.0692,0.2428,0.293,0.1871,26.6,118.6,39,0.109,83.37864998,0.8144,0.321742583,0.747731398,0.146164745,0.106,0.21,40.2,0.1859,0.083818521,218.4431479,,5,4,0.1875,0.426448325,,,,,,,,,
MI,Houghton County,7032.7,0.1206,3.41,2.54,0.0385,0.1876,0.288,0.2825,15.2,79.2,19.7,0.155,68.96825228,0.8512,0.220702429,0.828571429,0.231457128,0.081,0.191,44.7,0.1533,0.078446685,137.5917671,,0,0,0.235294118,0.56557887,,,,,,,,,
MI,Huron County,7039.6,0.1402,3.19,3.81,0.0698,0.2039,0.294,0.1728,22.9,76.2,23.1,0.123,80.43503332,0.7981,0.371262686,0.867671692,0.123142691,0.093,0.18,43.2,0.1222,0.062076749,110.8033241,,4,4,0.642857143,0.890683451,,,,,,,,,
MI,Ingham County,6628.2,0.1226,3.36,3.5,0.0815,0.205,0.287,0.1933,9.1,660.9,27.9,0.147,68.06143948,0.8282,0.429539603,0.717563739,0.346797713,0.072,0.184,46.3,0.1887,0.10127028,610.9780886,,8,6,0.405405405,0.571438776,,,,,,,,,
MI,Ionia County,6115,0.1444,2.75,3.98,0.0672,0.2239,0.293,0.1569,17,138.8,45.2,0.098,84.05156872,0.8616,0.359615632,0.788674033,0.120503381,0.086,0.166,38.3,0.2225,0.099601776,232.2142619,,6,3,0.461538462,0.15595758,,,,,,,,,
MI,Iosco County,7911.3,0.1845,4.57,2.91,0.0659,0.3327,0.308,0.1592,15.4,48.5,37.3,0.112,76.09350658,0.8558,0.349212834,0.701754386,0.137249859,0.111,0.277,38.8,0.1157,0.090209561,242.1551811,,4,0,0.5,2.265689903,,,,,,,,,
MI,Iron County,7177.4,,3.16,2.83,0.0472,,0.285,0.19,22.7,105,28.9,0.125,87.42868185,0.7887,,0.757575758,0.153887909,0.086,0.209,43.7,0.1109,0.078626376,,,0,0,0.142857143,0.820075447,,,,,,,,,
MI,Isabella County,7438.8,0.1227,3.79,2.69,0.0764,0.2205,0.29,0.2044,14.9,319.1,14.1,0.167,79.36511267,0.8403,0.345512632,0.796296296,0.275658532,0.06,0.172,45.7,0.1475,0.086385913,216.0411832,,4,2,0.5,1.201129061,,,,,,,,,
MI,Jackson County,7817,0.1644,3.82,3.78,0.0797,0.2204,0.303,0.1824,12.9,418.7,53.7,0.122,63.75831848,0.843,0.310905516,0.757719715,0.174545588,0.087,0.201,42.5,0.1903,0.105263158,378.2725485,,4,3,0.52631579,0.49051768,,,,,,,,,
MI,Kalamazoo County,6441.3,0.1476,3.51,3.65,0.0825,0.2046,0.279,0.2211,13.5,540.9,30,0.142,64.03473056,0.8361,0.374444928,0.763386397,0.339777045,0.064,0.167,45.5,0.1905,0.096485656,461.4599062,,5,11,0.541666667,0.818960575,,,,,,,,,
MI,Kalkaska County,7307.5,,5.91,4.47,0.074,,0.288,,16.8,144.3,52.9,0.116,50.47635504,0.8798,0.231450808,0.709401709,0.115847816,0.09,0.234,39,,0.093021348,294.6992904,,0,1,0.75,0,,,,,,,,,
MI,Kent County,6224.2,0.1075,3.2,3.5,0.0741,0.2134,0.281,0.1712,12.9,559.9,42.8,0.118,56.44484874,0.8553,0.4666955,0.704053021,0.29095163,0.069,0.177,43.5,0.1825,0.101495214,483.3022379,,15,17,0.448979592,0.932374542,,,,,,,,,
MI,Keweenaw County,11595.4,,,,,,0.288,,19.3,412.3,,0.24,95.0637543,0.9091,,,0.215081212,0.115,0.183,43.3,,0.059748001,124.2814976,,0,0,0,0,,,,,,,,,
MI,Lake County,11989.9,,4.68,3.38,0.0667,,0.32,0.0919,30.9,245.9,66.4,0.132,66.17575718,0.8538,0.397962973,0.666666667,0.093340094,0.118,0.354,44.7,,0.080842968,333.6845803,,1,4,0.2,0,,,,,,,,,
MI,Lapeer County,5773.8,0.1154,3.51,2.82,0.0619,0.2401,0.301,0.2015,18.6,97.1,26.3,0.124,91.71648486,0.8241,0.393733401,0.825370676,0.158240037,0.101,0.112,40.8,0.1437,0.077615264,187.9325611,,7,4,0.416666667,0.541271989,,,,,,,,,
MI,Leelanau County,4259.3,0.0921,3.73,4.49,0.0631,0.1094,0.295,0.1083,15.2,113.1,15.4,0.22,31.49634322,0.9104,0.251342473,0.886075949,0.396322453,0.062,0.111,45.2,,0.046971441,,,0,13,0.555555556,0,,,,,,,,,
MI,Lenawee County,6047.2,0.1244,3.22,2.99,0.0692,0.1849,0.302,0.1674,16.8,144.8,37.5,0.107,57.673768,0.8561,0.323394781,0.823415265,0.185278582,0.102,0.143,39,0.1523,0.092350103,218.9732951,,6,9,0.421052632,0.493232845,,,,,,,,,
MI,Livingston County,4963.8,0.0719,2.53,2.99,0.0576,0.1815,0.257,0.2029,11.9,77.5,14.3,0.108,69.531424,0.8582,0.420615564,0.883302583,0.317727736,0.067,0.061,38,0.1486,0.05999218,113.3676616,,6,3,0.307692308,0.383948748,,,,,,,,,
MI,Luce County,7438.6,,,,0.0737,,0.305,,29,29.9,36.7,0.103,114.68314,0.7547,0.323041566,0.738636364,0.134719137,0.097,0.246,43.6,,0.087220628,258.0645161,,0,0,0.5,0,,,,,,,,,
MI,Mackinac County,8614.1,0.1176,3.86,2.55,0.0435,,0.304,,22.5,108.6,25,0.147,67.02189612,0.7824,0.237881111,0.819444444,0.169361516,0.121,0.196,42.1,0.166,0.075411981,287.3215582,,1,0,0.3,0.909008272,,,,,,,,,
MI,Macomb County,6625.2,0.1457,3.62,3.73,0.0755,0.2251,0.294,0.1855,9.5,195.8,21.1,0.106,87.61100881,0.828,0.405522089,0.806117415,0.210772044,0.088,0.109,39.8,0.2023,0.075317311,354.5757074,,9,24,0.853658537,1.36220238,,,,,,,,,
MI,Manistee County,7006.2,,5.43,3.91,0.0828,,0.285,0.1548,18.4,107.7,37,0.124,66.06780101,0.8533,0.23369271,0.800653595,0.156891008,0.091,0.216,41,,0.085028439,180.6020067,,0,6,0.5,0.400544741,,,,,,,,,
MI,Marquette County,5973,0.1161,2.95,3.05,0.0578,0.1848,0.29,0.2073,13,176.3,15.6,0.114,51.7320432,0.8591,0.369356108,0.877984085,0.297184302,0.071,0.158,43.8,0.1158,0.067379932,151.8715484,,0,0,0.307692308,0.613289994,,,,,,,,,
MI,Mason County,7251.5,0.1871,2.94,3.76,0.0687,0.2169,0.291,0.2717,20,137.7,40.9,0.12,59.81078703,0.8622,0.289934934,0.947743468,0.193502055,0.087,0.226,44,0.1956,0.085658663,300.1576117,,0,9,0.285714286,0.346740638,,,,,,,,,
MI,Mecosta County,6752.7,0.1574,4.79,3.68,0.0657,0.2781,0.292,0.248,21.6,196.4,27.1,0.124,61.42273168,0.9022,0.401416539,0.746086957,0.195740285,0.089,0.27,43.2,0.1561,0.082396088,205.0392335,,1,3,0.444444444,0.236016049,,,,,,,,,
MI,Menominee County,5630.2,0.1254,2.82,4.42,0.0657,0.2347,0.288,0.2294,20.7,125.5,43.5,0.121,59.48853662,0.8211,0.069111146,0.826086957,0.124325579,0.065,0.186,39.3,0.1431,0.077534605,173.4001447,,0,1,0.230769231,0,,,,,,,,,
MI,Midland County,6385.6,0.1165,3.05,3.08,0.0737,0.2127,0.294,0.1727,11,136.1,25.7,0.124,67.39949177,0.8237,0.414092604,0.858458962,0.318702813,0.063,0.137,46.4,0.1289,0.078862432,155.7907586,,4,1,0.454545455,0.602671038,,,,,,,,,
MI,Missaukee County,6445.3,0.1341,3.46,3.48,0.0595,,0.301,0.0801,19.2,85.5,35.4,0.161,58.73908087,0.8962,0.44055006,0.730769231,0.116680076,0.107,0.208,40.7,0.1391,0.079616597,137.5943187,,1,3,0.5,0.666178136,,,,,,,,,
MI,Monroe County,7051.9,0.1438,3.44,4.17,0.0762,0.2332,0.302,0.2046,15.7,149,30.6,0.089,97.0719822,0.8237,0.383323874,0.795404331,0.162695798,0.089,0.104,38,0.2107,0.082680427,209.6691669,,9,4,0.388888889,1.043569006,,,,,,,,,
MI,Montcalm County,7257.8,0.1861,3.52,3.32,0.0708,0.2563,0.312,0.1707,25.6,148.5,49.8,0.11,80.46367539,0.8617,0.430087266,0.761690648,0.127542999,0.118,0.257,39.8,0.1645,0.112559814,275.4078256,,4,3,0.588235294,0.158320536,,,,,,,,,
MI,Montmorency County,9520.7,,3.38,4.13,0.0784,,0.287,,15.1,28.6,37.6,0.151,58.52749356,0.8279,0.417185663,0.632183908,0.098996178,0.144,0.288,42.4,,0.06452186,135.1090523,,1,0,1,0,,,,,,,,,
MI,Muskegon County,7313.3,0.148,3.88,4.73,0.0842,0.3072,0.305,0.2054,15.9,632.3,55.1,0.086,47.97528407,0.8617,0.404729797,0.707564923,0.173063552,0.088,0.2,41.6,0.231,0.107310869,536.2448322,,9,20,0.533333333,0.40174472,,,,,,,,,
MI,Newaygo County,7509.1,0.1302,3.7,4,0.062,0.2552,0.289,0.1844,24.6,150.5,48.2,0.123,64.0939528,0.89,0.314077231,0.751465416,0.136374938,0.092,0.221,40.8,0.2197,0.10828496,303.9451951,,1,6,0.571428571,0.813884876,,,,,,,,,
MI,Oakland County,5835.6,0.1103,3.35,3.43,0.0756,0.1838,0.256,0.1601,8.9,274.7,19.8,0.108,72.48071705,0.8214,0.433748428,0.789224245,0.416620929,0.071,0.112,45.8,0.1727,0.072176257,345.3121597,,10,6,0.666666667,1.316336313,,,,,,,,,
MI,Oceana County,7298.6,0.1942,6.29,4.42,0.0587,0.2327,0.294,0.1895,24.9,125.7,53.4,0.173,67.33330622,0.8846,0.291168901,0.698591549,0.133113855,0.108,0.286,39.6,0.1578,0.098996526,215.1745903,,0,8,0.625,0.357564272,,,,,,,,,
MI,Ogemaw County,9739.7,0.1617,3.26,3.78,0.0658,0.2415,0.297,0.1625,18.5,41.5,38.2,0.125,87.10518717,0.8441,0.391548278,0.801843318,0.107267117,0.096,0.278,41.9,,0.081259583,232.7674498,,3,0,0.6,0.466135273,,,,,,,,,
MI,Ontonagon County,10741.3,,,,0.0836,,0.297,,34.3,69.4,17.6,0.158,98.21885343,0.7721,,0.944444444,0.148513414,0.095,0.198,41.8,,0.068603913,126.6535322,,0,0,0.333333333,0,,,,,,,,,
MI,Osceola County,7563.3,0.1471,2.89,5.02,0.0613,,0.293,0.1075,20.1,186.6,40.4,0.108,70.26700654,0.8564,0.380325605,0.742553192,0.116631498,0.098,0.248,40,0.1574,0.09474899,274.9731472,,1,2,0.714285714,0.429645542,,,,,,,,,
MI,Oscoda County,8369.3,0.1197,6.62,7.91,0.0468,,0.295,,30.8,54.7,46.2,0.15,69.39915193,0.7622,0.304767389,0.818897638,0.096832481,0.132,0.296,44.4,,0.076957216,181.5756318,,1,0,0.5,0,,,,,,,,,
MI,Otsego County,7434.4,0.13,4.26,3.51,0.0595,0.3334,0.295,,17.8,145.7,35.9,0.112,57.67682351,0.8161,0.454922545,0.811083123,0.196119781,0.105,0.182,42.3,,0.080353387,189.3991381,,0,0,0.5,0,,,,,,,,,
MI,Ottawa County,4587.8,0.0934,3.08,2.61,0.0614,0.1658,0.261,0.1605,12.7,185.9,23.1,0.12,50.20459918,0.8692,0.511456044,0.836603311,0.278596107,0.07,0.078,38.9,0.1464,0.060179654,191.7167469,,8,13,0.52631579,0.661036194,,,,,,,,,
MI,Presque Isle County,6377.1,,5.39,2.77,0.0603,0.1598,0.285,0.0989,19.2,28.3,22.9,0.152,45.32882486,0.9133,0.539556907,0.794871795,0.132142076,0.142,0.219,43.1,0.0949,0.06127415,,,0,0,0.5,0.719269223,,,,,,,,,
MI,Roscommon County,9356.2,0.1899,4.04,4.62,0.0562,0.2549,0.305,0.2083,16.6,49.9,37.2,0.119,71.07271657,0.8653,0.377572214,0.690410959,0.12358783,0.114,0.337,43.1,0.1289,0.070159339,267.5498409,,1,0,0.5,0.778028476,,,,,,,,,
MI,Saginaw County,8555.2,0.1531,3.6,3.86,0.0915,0.2243,0.337,0.159,15.8,519.1,44,0.096,80.55906755,0.7859,0.336834054,0.65786802,0.179482967,0.086,0.258,45,0.2118,0.122871813,1045.883666,,9,2,0.5,1.073568738,,,,,,,,,
MI,St. Clair County,6928,0.1489,3.91,4.09,0.0749,0.2899,0.302,0.1879,13.4,192.2,34.8,0.104,85.6775171,0.8551,0.308245002,0.765573166,0.148702394,0.104,0.16,40.4,0.1939,0.081668456,318.7104185,,14,13,0.391304348,0.997640873,,,,,,,,,
MI,St. Joseph County,8712.9,0.1991,3.59,3.83,0.0707,0.2604,0.291,0.138,27.7,235.8,58.4,0.122,84.37351137,0.7822,0.290412634,0.76386037,0.12751958,0.089,0.211,41.3,0.1604,0.10306883,364.1197858,,6,5,0.7,0.320574469,,,,,,,,,
MI,Sanilac County,7640.7,0.2083,3.89,4.3,0.0634,0.3238,0.309,0.2087,21,94.5,33.9,0.129,95.20148417,0.8164,0.287365893,0.831306991,0.101854358,0.115,0.197,40,0.1758,0.087754033,179.2087478,,6,3,0.411764706,0.68189567,,,,,,,,,
MI,Schoolcraft County,8517.4,0.1817,3.15,2.66,0.07,,0.304,,22.9,45.7,36,0.114,70.08978961,0.8857,0.162509016,0.808080808,0.130593248,0.117,0.218,44.7,,0.083433726,,,2,7,0.2,2.306007149,,,,,,,,,
MI,Shiawassee County,7216.2,0.2011,4.09,4.29,0.074,0.2587,0.288,0.1907,20.8,160.5,36.3,0.106,65.40569105,0.8764,0.266297459,0.817398794,0.153637923,0.101,0.176,39.9,0.1015,0.101674898,256.6011217,,6,3,0.416666667,0.415374391,,,,,,,,,
MI,Tuscola County,7518.4,0.1402,3.54,3.39,0.0649,0.1915,0.292,0.1841,25.7,122.7,35.4,0.114,97.42731358,0.8262,0.35660001,0.718426501,0.119393639,0.105,0.19,38.6,0.1334,0.087907534,160.4172014,,6,8,0.5,0.175211129,,,,,,,,,
MI,Van Buren County,7828.3,0.1444,3.45,2.74,0.0687,0.2245,0.285,0.2013,23.1,221.5,48.8,0.125,72.2527344,0.858,0.35907469,0.726662189,0.187700055,0.084,0.233,44.8,0.1758,0.102422122,345.2445554,,4,16,0.666666667,0.384098329,,,,,,,,,
MI,Washtenaw County,5150.4,0.0986,2.55,3.09,0.0729,0.1337,0.27,0.1614,8.3,300.2,13.7,0.153,72.4308901,0.8366,0.459469147,0.830156951,0.513755052,0.059,0.104,46.9,0.1382,0.074521492,324.8294118,,10,4,0.578947368,0.833831716,,,,,,,,,
MI,Wayne County,10254.3,0.1775,3.89,4.12,0.1048,0.2495,0.332,0.1579,11.6,629,50,0.113,93.33597367,0.7802,0.378422104,0.602502342,0.194154305,0.099,0.311,46,0.2584,0.137881439,1232.307254,,23,14,0.70212766,1.982730861,,,,,,,,,
MI,Wexford County,8716.5,0.1809,3.83,4.53,0.0646,0.2466,0.299,0.1704,19.3,175,53.2,0.099,62.95831504,0.8446,0.5210848,0.793040293,0.161610976,0.113,0.234,42,0.1843,0.08697678,283.9534737,,1,2,0.333333333,1.261750047,,,,,,,,,
MN,Minnesota,5301.3,0.1089,3.07,2.77,0.0636,0.1938,0.26,0.187,13.2,259.6,27.7,0.095,61.87313347,0.8637,0.264909952,0.862,0.30561807,0.054,0.119,43.1,0.1362,0.084448627,,2.6,0.8,0.3,0.400581959,1.827679388,,,,,,,,,
MN,Aitkin County,6075.4,,2.4,1.98,0.0515,0.2005,0.268,0.0929,21,61.9,32.9,0.141,78.76613587,0.8049,0.176491925,0.921348315,0.134061532,0.081,0.219,43.6,0.0811,0.072430287,,3.7,0,0,0.333333333,2.510827946,,,,,,,,,
MN,Anoka County,4858.7,0.1066,3.27,3.18,0.063,0.2176,0.277,0.1857,11.2,209.5,23.2,0.084,65.3981788,0.8588,0.349753215,0.859357448,0.254972996,0.055,0.08,35.6,0.1437,0.094861894,,1.8,2,5,0.833333333,1.111268884,,,,,,,,,
