state,County,premature_death_raw_value,poor_or_fair_health_raw_value,poor_physical_health_days_raw_value,poor_mental_health_days_raw_value,low_birthweight_raw_value,adult_smoking_raw_value,adult_obesity_raw_value,food_environment_index_raw_value,physical_inactivity_raw_value,access_to_exercise_opportunities_raw_value,excessive_drinking_raw_value,alcohol-impaired_driving_deaths_raw_value,sexually_transmitted_infections_raw_value,teen_births_raw_value,uninsured_raw_value,primary_care_physicians_raw_value,dentists_raw_value,mental_health_providers_raw_value,preventable_hospital_stays_raw_value,diabetes_monitoring_raw_value,mammography_screening_raw_value,high_school_graduation_raw_value,some_college_raw_value,unemployment_raw_value,children_in_poverty_raw_value,income_inequality_raw_value,children_in_single-parent_households_raw_value,social_associations_raw_value,violent_crime_raw_value,injury_deaths_raw_value,air_pollution_-_particulate_matter_raw_value,drinking_water_violations_raw_value,severe_housing_problems_raw_value,driving_alone_to_work_raw_value,long_commute_-_driving_alone_raw_value,premature_age-adjusted_mortality_raw_value,child_mortality_raw_value,infant_mortality_raw_value,frequent_physical_distress_raw_value,frequent_mental_distress_raw_value,diabetes_prevalence_raw_value,hiv_prevalence_raw_value,food_insecurity_raw_value,limited_access_to_healthy_foods_raw_value,drug_overdose_deaths_raw_value,drug_overdose_deaths_-_modeled_raw_value,motor_vehicle_crash_deaths_raw_value,insufficient_sleep_raw_value,uninsured_adults_raw_value,uninsured_children_raw_value,health_care_costs_raw_value,other_primary_care_providers_raw_value,median_household_income_raw_value,children_eligible_for_free_lunch_raw_value,residential_segregation_-_black/white_raw_value,residential_segregation_-_non-white/white_raw_value,homicides_raw_value,population_raw_value,%_below_18_years_of_age_raw_value,%_65_and_older_raw_value,%_non-hispanic_african_american_raw_value,%_american_indian_and_alaskan_native_raw_value,%_asian_raw_value,%_native_hawaiian/other_pacific_islander_raw_value,%_hispanic_raw_value,%_non-hispanic_white_raw_value,%_not_proficient_in_english_raw_value,%_females_raw_value,%_rural_raw_value,communicable_disease_raw_value,coronary_heart_disease_hospitalizations_raw_value,cerebrovascular_disease_hospitalizations_raw_value,self-inflicted_injury_hospitalizations_raw_value,smoking_during_pregnancy_raw_value,drug_arrests_raw_value,alcohol-related_hospitalizations_raw_value,motor_vehicle_crash_occupancy_rate_raw_value,on-road_motor_vehicle_crash-related_er_visits_raw_value,off-road_motor_vehicle_crash-related_er_visits_raw_value,no_recent_dental_visit_raw_value,did_not_get_needed_health_care_raw_value,childhood_immunizations_raw_value,local_health_department_staffing_raw_value,reading_proficiency_raw_value,w-2_enrollment_raw_value,poverty_raw_value,older_adults_living_alone_raw_value,hate_crimes_raw_value,child_abuse_raw_value,injury_hospitalizations_raw_value,fall_fatalities_65+_raw_value,year_structure_built_raw_value,male_population_0-17_raw_value,male_population_18-44_raw_value,male_population_45-64_raw_value,male_population_65+_raw_value,total_male_population_raw_value,female_population_0-17_raw_value,female_population_18-44_raw_value,female_population_45-64_raw_value,female_population_65+_raw_value,total_female_population_raw_value,population_growth_raw_value
IL,Cook County,6639.6,0.166,3.7,3.4,0.090196535,0.156,0.249,7.7,0.2,0.992084972,0.205,0.379282219,661.1867565,39.43846482,0.184199016,0.000953499,0.000827035,0.001862781,55.42,0.841192238,0.63,0.78364376,0.675740594,0.073665776,0.253,5.344852037,0.378647408,7.090655828,630.6090075,46.2257938,13.05,1,0.24250777,0.622624019,0.498,333.6,61.65447094,7.323976817,0.109,0.104,0.103,607.5509876,0.146,0.017621377,11.86499456,8,6.214679948,0.344,0.232627373,0.050518793,10412.95,0.000472891,55058,0.607397742,79.47039171,53.62337778,10.6,5246456,0.226056218,0.129494081,0.235571975,0.007587217,0.071628734,0.000753652,0.249845038,0.429631736,0.078595814,0.515363133,0.000452964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,Crawford County,8621,0.134,3.5,3.4,0.097475456,0.162,0.339,7.6,0.263,0.556996518,0.208,0.1875,163.2653061,37.49395259,0.115102041,0.00046142,0.000360955,0.00195947,76.73,0.80369515,0.62,0.85224359,0.606564275,0.066348788,0.21,4.388840091,0.257940574,17.94411689,229.5214767,81.11615834,14.03,0,0.120801034,0.834020869,0.148,390.7,119.0550786,14.89361702,0.099,0.098,0.095,308.8619625,0.138,0.052187746,,7,18.07128762,0.316,0.142883447,0.03883255,9007.46,0.00030939,45889,0.387316741,,10.69286535,,19393,0.197700201,0.182849482,0.047388233,0.00402207,0.0061878,0.000464085,0.021966689,0.913216109,0.005911118,0.483937503,0.601655145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,Cumberland County,6354.4,0.136,3.5,3.5,0.078740158,0.162,0.296,8.1,0.261,0.00923244,0.204,0.214285714,255.2881109,36.00323625,0.115358969,0.000091416,9.23105E-05,0.000369242,74.63,0.831325301,0.66,0.893421053,0.593762495,0.060853306,0.162,4.031435294,0.237756714,11.88408447,152.9458705,70.78682276,13.65,0,0.097944377,0.79508366,0.361,308.5,,,0.102,0.103,0.097,,0.135,0.001465186,,4,23.29433689,0.308,0.142615645,0.046564886,9454.01,0.000461553,49567,0.391102258,,34.88570216,,10833,0.228007016,0.176405428,0.004338595,0.001476969,0.007200222,0.000184621,0.01043109,0.967322071,0.008653379,0.498569187,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,DeKalb County,5300.8,0.149,3.6,3.6,0.066598127,0.168,0.274,6.7,0.221,0.806095474,0.23,0.358974359,476.5816015,14.42266663,0.129841357,0.000372347,0.000521515,0.001365421,63.23,0.890551181,0.62,0.894256908,0.737530883,0.065660074,0.157,5.064428267,0.291310855,9.547359678,257.7010668,36.98803037,12.57,1,0.219178082,0.781546135,0.382,278.3,43.39336082,6.843935824,0.107,0.106,0.077,85.28833142,0.146,0.114478419,7.938851788,4,10.9164198,0.324,0.160407917,0.045696782,9233.18,0.000303427,56536,0.327782751,61.80204269,32.83981174,,105462,0.217092412,0.111386092,0.07255694,0.004134191,0.028066982,0.000730121,0.108721625,0.776213233,0.024864931,0.505281523,0.203052491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,De Witt County,6495.9,0.124,3.3,3.4,0.097372488,0.151,0.32,8.2,0.263,0.767465733,0.208,0.2,194.718267,36.11738149,0.104025092,0.000365408,0.00030705,0.00036846,66.08,0.855769231,0.59,0.825,0.586367157,0.065563495,0.173,4.268707483,0.250622407,19.48842875,,61.79496189,12.68,1,0.08493353,0.851481388,0.371,331.6,,,0.094,0.096,0.093,,0.129,0.011881308,,8,17.24048756,0.303,0.128690694,0.038430745,9487.34,0.00036846,55193,0.39238477,,21.26287709,,16284,0.216101695,0.18091378,0.007123557,0.002272169,0.005219848,0.00036846,0.02296733,0.951363301,0.003996648,0.50073692,0.487530946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,Douglas County,6169.3,0.135,3.4,3.4,0.065852363,0.156,0.308,8.4,0.27,0.711461462,0.206,0.391304348,261.9251499,27.96420582,0.162219271,0.000351989,0.00055307,0.000050279,49.9,0.915540541,0.61,0.918778802,0.5,0.059169796,0.15,4.035274886,0.253222288,17.09659577,195.2810437,48.23878197,13.44,0,0.126066973,0.746081168,0.348,322.2,48.8949736,,0.1,0.1,0.093,,0.109,0.028053307,,4,11.46657493,0.314,0.204787926,0.066464109,9120.71,0.000351953,52526,0.259686199,,45.3148082,,19889,0.255367289,0.163004676,0.004374277,0.002614511,0.007139625,0.000402232,0.073306853,0.904117854,0.020461048,0.503544673,0.616366366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,DuPage County,4095.8,0.118,2.9,3,0.072459974,0.116,0.239,8.7,0.183,0.988883484,0.208,0.264285714,202.9123253,13.33375562,0.107560676,0.001344239,0.000970293,0.002188252,50.29,0.881705276,0.68,0.933210988,0.768600166,0.056486159,0.105,4.169606551,0.189289091,8.721996812,97.3459022,33.12384525,12.95,0,0.161684499,0.782406781,0.416,216.4,34.89486945,5.481496732,0.086,0.086,0.082,84.1710449,0.093,0.039604484,10.56279654,6,3.918998043,0.301,0.134543762,0.039159247,9755.28,0.000467456,80037,0.23959927,46.23247207,30.99996478,1.6,932708,0.234481746,0.134586602,0.04876553,0.004078447,0.113766581,0.00058432,0.141201748,0.681164952,0.040796992,0.509612869,0.000475503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,Edgar County,8743.6,0.144,3.8,3.7,0.082489146,0.169,0.326,6.5,0.24,0.472222222,0.194,0.363636364,225.38618,41.54228856,0.118827808,0.000278396,0.000224203,0.001008912,75.61,0.836956522,0.54,0.755240175,0.606140561,0.071834061,0.232,5.035094002,0.34166452,18.93095768,332.6739795,75.17322526,13.8,0,0.115482234,0.831346052,0.275,426.6,,,0.11,0.108,0.106,51.89076993,0.147,0.131462367,,6,17.76267521,0.313,0.146604792,0.042110604,9846.11,0.000448405,45485,0.402649007,,14.87085247,,17841,0.210806569,0.203519982,0.004596155,0.002129926,0.002410179,0.000224203,0.010201222,0.97320778,0.003200838,0.515273808,0.518034022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,Edwards County,9691.9,0.136,3.5,3.6,0.082692308,0.16,0.318,7.9,0.265,,0.198,0.2,149.6110114,44.90377762,0.114738978,,0.000151126,0.000453378,77.45,0.810606061,0.63,0.825,0.619594595,0.068110374,0.167,4.201297297,0.327795527,22.48201439,212.15755,110.8780342,14,0,0.096715329,0.850670533,0.268,427.6,,,0.102,0.103,0.101,,0.13,0.039283444,,10,29.90941719,0.308,0.143407864,0.043098064,9263.39,0.000302252,46894,0.282131661,,,,6617,0.230315853,0.191627626,0.006045036,0.002115762,0.003778147,0,0.011787819,0.968565815,0.001277343,0.510654375,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,Effingham County,6678.8,0.122,3.2,3.3,0.077663671,0.151,0.293,8.2,0.246,0.445009053,0.216,0.177777778,189.2120048,33.58913071,0.100546525,0.000787011,0.000670163,0.001019814,66.65,0.876254181,0.67,0.921643678,0.675114921,0.055643273,0.172,3.914632582,0.292184615,16.90617075,124.4131684,74.6542865,13.38,0,0.088310737,0.835070365,0.164,339,57.07248205,6.319115324,0.092,0.095,0.087,35.18772652,0.113,0.041305768,,5,18.34701715,0.311,0.125795088,0.039178886,8888.68,0.001048951,52578,0.303080612,,33.98648571,,34320,0.236509324,0.168298368,0.004224942,0.002447552,0.004691142,0.000262238,0.018618881,0.964131702,0.003427966,0.502331002,0.596986157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,Fayette County,6774.1,0.144,3.6,3.6,0.083573487,0.172,0.371,6.6,0.244,0.367163505,0.206,0.176470588,168.0748615,45.63617245,0.139598758,0.000135993,0.000365798,0.000457247,87.72,0.829787234,0.64,0.826152074,0.485120115,0.076552078,0.249,4.111422986,0.26296065,19.49229374,165.0087219,78.77865913,12.99,0,0.090964591,0.803923754,0.288,359.7,51.36106831,,0.105,0.104,0.096,381.7204301,0.146,0.126558113,,7,16.84679781,0.315,0.175316035,0.050742078,10038.6,0.000274348,41268,0.467680608,,21.17152293,,21870,0.216963878,0.170553269,0.04604481,0.002469136,0.003657979,0.000228624,0.017283951,0.921582076,0.00379534,0.468861454,0.669873532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,Ford County,7356.6,0.128,3.4,3.4,0.084120983,0.151,0.296,7.9,0.257,0.632341453,0.201,0.166666667,178.469446,34.47143795,0.108346199,0.000578369,0.000365284,0.003141438,63.05,0.891696751,0.55,0.885251046,0.605834684,0.06107219,0.193,4.228414368,0.220734745,18.79699248,366.0716819,68.59004587,13.15,1,0.090586146,0.822204082,0.35,379.2,,,0.097,0.098,0.097,,0.123,0.047079299,,7,19.33074912,0.309,0.136866184,0.03897281,9124.16,0.000584454,50877,0.347547974,,19.70435631,,13688,0.228375219,0.197764465,0.008474576,0.002995324,0.004237288,0.000292227,0.029441847,0.945864991,0.002128468,0.505187025,0.417797032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,Franklin County,9696.7,0.16,3.9,3.8,0.084848485,0.183,0.305,7,0.284,0.573797427,0.196,0.365853659,291.8263253,51.00011697,0.132727908,0.000408142,0.000355231,0.001294055,80.82,0.865087539,0.59,0.791507431,0.601274711,0.093553078,0.297,4.360734142,0.377248253,16.32569767,354.4089822,94.28271636,13.16,0,0.113495025,0.848771013,0.335,473.5,81.25980722,8.849557522,0.114,0.112,0.107,60.34092623,0.166,0.048072418,23.72479241,10,19.90604348,0.323,0.167867593,0.041068669,10425.59,0.000608967,37758,0.489269724,,42.72616352,,39411,0.221486387,0.194666464,0.005049352,0.003577681,0.004415011,0.000101495,0.015554033,0.961152978,0.003602786,0.508817335,0.485806729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,Fulton County,7683.8,0.141,3.7,3.5,0.071713147,0.161,0.324,7.6,0.292,0.689093313,0.198,0.3,242.8310278,40.59350504,0.127370475,0.000385187,0.000194407,0.000361041,78.63,0.908668731,0.58,0.852463054,0.588267246,0.08634691,0.221,4.25161555,0.336852077,16.78313982,179.0398468,70.06376346,11.45,0,0.118308899,0.835523669,0.437,397.8,52.76870816,8.390541571,0.105,0.102,0.099,225.9491455,0.144,0.039670834,10.09137279,6,14.69371341,0.319,0.160322256,0.04008822,8969.5,0.000305496,44435,0.394429808,,29.14008246,,36007,0.202016275,0.189129891,0.037048352,0.006498736,0.003665954,0.00011109,0.027383564,0.921765212,0.008383027,0.478157025,0.600258977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,Gallatin County,10295,0.151,3.8,3.8,0.067164179,0.171,0.31,4.6,0.294,0.36536053,0.185,0,165.7458564,39.07637655,0.133507233,0.000184672,,,81.41,0.854961832,0.58,,0.624579125,0.074688797,0.279,4.523428233,0.334801762,24.00738689,107.3537305,90.60268909,13.94,0,0.086680761,0.861911294,0.337,528.6,,,0.112,0.111,0.112,128.7830006,0.146,0.326287158,,11,28.00977796,0.311,0.163498099,0.045576408,8731.86,0.000378,41045,0.430025445,,12.95331487,,5291,0.198639199,0.227745228,0.006993007,0.003213003,0.001134001,0,0.018900019,0.954450955,0.000390092,0.515025515,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,Greene County,7258.9,0.143,3.6,3.6,0.084745763,0.171,0.297,8.1,0.284,0.562797062,0.199,0.636363636,279.905716,44.8657188,0.128431999,0.000293492,0.000297752,,87.29,0.854368932,0.58,0.844753086,0.506246096,0.0692592,0.218,4.051977738,0.313705234,15.40832049,243.7373054,74.11174889,11.67,0,0.120378332,0.765617107,0.428,353.5,,,0.106,0.106,0.101,52.15123859,0.136,0.005149376,,7,24.80056215,0.313,0.16016016,0.045295056,9659.89,0.000446628,39738,0.464907914,,29.6471867,,13434,0.219517642,0.183489653,0.010942385,0.00223314,0.001414322,0.000148876,0.010495757,0.968587167,0.001469906,0.497096918,0.708483365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,Grundy County,6057.1,0.126,3.3,3.3,0.069827034,0.15,0.314,8.1,0.247,0.617781595,0.222,0.428571429,157.1170025,22.2653285,0.097776863,0.000358366,0.00027764,0.000872583,67.27,0.843209877,0.64,0.893596257,0.655471289,0.085129647,0.105,4.115947778,0.266124125,10.95006769,92.36144111,63.09803358,12.84,0,0.165415624,0.865544042,0.425,319.3,42.83612389,6.063140289,0.093,0.094,0.082,39.3081761,0.12,0.033345704,17.88861357,9,14.09078491,0.308,0.124670335,0.036481942,10688.65,0.000535449,70092,0.225088518,49.38485024,25.88529529,,50425,0.258978681,0.128507685,0.013525037,0.003807635,0.008349033,0.00041646,0.092553297,0.87405057,0.011564277,0.501417947,0.243752871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,Hamilton County,8935.3,0.145,3.7,3.7,0.076802508,0.165,0.293,7.5,0.268,0.267707225,0.192,0.857142857,143.3691756,42.46885617,0.130688623,0.000239006,0.00012054,,128.39,0.829931973,0.55,0.825,0.676251331,0.059189314,0.205,5.072859411,0.266596417,37.0458891,53.66726297,57.05048968,13.56,0,0.105714286,0.780064687,0.396,459.7,,,0.107,0.107,0.106,,0.138,0.05790196,,5,,0.31,0.164654455,0.045338767,10825.46,0.00048216,49790,,,,,8296,0.223119576,0.202266152,0.006268081,0.003495661,0.00229026,0.00012054,0.015549663,0.965766635,0.004434871,0.510245902,0.680974341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,Hancock County,5904.3,0.132,3.5,3.5,0.063753582,0.153,0.291,6.3,0.289,0.520205193,0.192,0.2,222.3280927,34.13555992,0.133255527,0.00037598,0.000269339,0.001077354,59.35,0.87948718,0.64,0.845366379,0.590428212,0.067036576,0.182,3.919055263,0.263811455,18.26189709,53.21170658,59.11912504,10.64,0,0.098075729,0.793598879,0.342,289.9,,,0.1,0.101,0.107,,0.136,0.178066487,,5,20.25886325,0.306,0.166479716,0.043521023,8787.62,0.000430942,48767,0.393364929,,41.95587457,,18564,0.205505279,0.231361776,0.003878475,0.00280112,0.003232062,0.000754148,0.014652015,0.966979099,0.002134832,0.505709976,0.70974665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,Hardin County,11561.3,0.166,4,3.9,0.083892617,0.178,0.327,6.5,0.285,0.938425926,0.175,0.444444444,305.3076562,34.48275862,0.132466729,0.000478355,0.000242189,0.000242189,198.26,0.870689655,0.63,,0.615819209,0.087837838,0.325,5.323379029,0.396267838,14.35063382,337.0917122,121.5862327,13.97,1,0.107611549,0.842446043,0.32,467.5,,,0.119,0.116,0.125,,0.171,0.088090502,,11,,0.316,0.162625418,0.046590909,12914.79,0.000726568,37331,0.48635634,,5.700095904,,4129,0.199564059,0.232501816,0.006781303,0.007265682,0.007265682,0.001210947,0.016226689,0.9520465,0,0.493581981,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,Henderson County,5049.4,0.119,3.2,3.3,0.073752712,0.145,0.324,8.5,0.28,0.124676033,0.196,0.333333333,170.3819395,40.66543438,0.12950576,0.000143062,0.00130133,,56.29,0.926829268,0.61,0.825,0.612200436,0.0632,0.191,4.083213209,0.369501466,18.59799714,391.3702852,61.28133705,10.85,1,0.085403727,0.836309524,0.325,315.8,,,0.092,0.095,0.103,,0.118,0.004391092,,4,19.63556393,0.307,0.155709343,0.052259887,9107.77,0.000144592,50999,0.408590308,,,,6916,0.182764604,0.236119144,0.003759399,0.00318103,0.003036437,0.000578369,0.01474841,0.964574899,0.001182907,0.510410642,0.996589824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,Henry County,6369.9,0.13,3.3,3.4,0.072962484,0.149,0.307,8.1,0.286,0.686962722,0.202,0.323529412,303.0605124,31.79805137,0.108057014,0.000361011,0.000362647,0.000201471,54.42,0.900798176,0.64,0.861842924,0.601579325,0.067177139,0.148,4.074841825,0.256692497,15.04211793,155.0771381,59.67417898,11.66,1,0.098244759,0.823617789,0.324,318.8,46.71706447,,0.095,0.096,0.096,78.43323668,0.114,0.052700889,,4,15.04036778,0.316,0.13592233,0.037902609,8418.01,0.000282059,51025,0.316284404,60.07509385,47.71279116,,49635,0.226312078,0.185232195,0.017467513,0.003223532,0.005238239,0.000241765,0.053712098,0.909861993,0.0070934,0.501541251,0.502753239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,Iroquois County,7793.1,0.142,3.6,3.5,0.066420664,0.159,0.326,8,0.278,0.507301972,0.194,0.387755102,184.6785226,32.1958457,0.129148723,0.000552067,0.000311645,0.002216143,49.2,0.854271357,0.58,0.846949602,0.571474104,0.065198297,0.223,4.136731354,0.291181364,16.562004,67.6644303,80.79957631,13.4,0,0.123167155,0.79909434,0.303,402.9,51.66242297,,0.103,0.103,0.105,40.51863857,0.126,0.035023872,18.36947911,8,20.21290931,0.313,0.160383618,0.050857481,9299.15,0.000554036,46895,0.39943893,44.3748456,39.94589345,,28879,0.222445376,0.204196821,0.010838325,0.00301257,0.006025139,0.000242391,0.065306971,0.90560615,0.011570308,0.511167284,0.717410324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,Jackson County,8193.4,0.204,4.5,4.2,0.077511149,0.213,0.312,5.8,0.245,0.740210568,0.206,0.363636364,1153.634865,24.61827838,0.140669603,0.001170295,0.000687032,0.001910284,61.36,0.850182704,0.66,0.826507092,0.743843373,0.065560793,0.329,7.214549239,0.394919838,16.55130906,586.2199382,53.30987699,12.71,0,0.219621196,0.769279644,0.2,382.7,77.54488204,9.052631579,0.135,0.127,0.094,127.7212246,0.193,0.105161086,13.36585692,6,13.35702615,0.345,0.16671837,0.047275055,9689.64,0.001206495,34395,0.506379585,49.44753904,44.36875883,,59677,0.17976775,0.129932805,0.144393988,0.005395714,0.03946244,0.000653518,0.042177053,0.745060911,0.009691213,0.497813228,0.371666279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,Jasper County,7123,0.115,3.2,3.2,0.08375,0.145,0.31,8.2,0.24,0.423695607,0.212,0.454545455,156.0224672,27.23558784,0.124632869,,0.000103918,0.002805778,73.48,0.857142857,0.67,0.925,0.661818182,0.064400338,0.175,3.498915821,0.210004719,19.80817348,250.4545922,55.87517073,13.78,1,0.079646018,0.788150043,0.401,355.6,,,0.091,0.093,0.091,,0.11,0.04604157,,5,16.2041129,0.302,0.154550255,0.047366091,9115.52,0.000311753,52919,0.332857143,,41.66319097,,9623,0.22924244,0.181648135,0.002909696,0.001766601,0.003117531,0.000207835,0.014028889,0.97111088,0.007583251,0.500051959,0.698597649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,Jefferson County,8706.5,0.156,3.7,3.6,0.091851852,0.171,0.333,7,0.265,0.481082752,0.2,0.204081633,444.214876,53.04494925,0.125831338,0.000724563,0.000544973,0.001505164,75.04,0.869257951,0.66,0.844610526,0.569415449,0.074640441,0.282,4.742404378,0.343224884,19.66670117,669.5164032,72.21184893,13.14,0,0.130764163,0.834561328,0.189,439.8,70.39361765,6.764705882,0.106,0.105,0.103,147.2166846,0.149,0.085207778,,6,19.44504573,0.337,0.15887593,0.040842009,9460.31,0.000544973,43073,0.515923567,64.6465811,52.4591016,4.3,38534,0.21780765,0.175740904,0.086131728,0.003321742,0.011314683,0.00023356,0.022811024,0.861343229,0.003775353,0.485726891,0.587709584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,Jersey County,7268.6,0.115,3.1,3.2,0.065603924,0.148,0.317,8.2,0.281,0.563367414,0.215,0.592592593,171.4888752,23.20067739,0.103281216,0.000309174,0.000443046,0.00057596,81.72,0.880090498,0.61,0.83,0.710648148,0.071621865,0.165,4.349624716,0.30340932,11.04191511,265.3635335,63.84244036,11.79,0,0.082999428,0.850476471,0.466,381.3,,,0.089,0.093,0.087,72.50880464,0.113,0.040989382,14.71583718,8,18.0949172,0.304,0.128293672,0.036738703,9507.35,0.000221523,52493,0.341883474,,27.25110222,,22571,0.215630677,0.176199548,0.006246954,0.003145629,0.005095034,0.000265828,0.012759736,0.96322715,0.001712646,0.512560365,0.605699369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,Jo Daviess County,4775.9,0.116,3.1,3.2,0.063844552,0.135,0.291,8.1,0.281,0.560146397,0.2,0.36,190.695818,21.81987001,0.133532548,0.00040166,0.000449357,0.000404422,47.06,0.93030303,0.73,,0.653245872,0.062041591,0.156,4.078550858,0.294011299,14.7275405,168.5357863,60.16048695,11.85,0,0.118705036,0.797708883,0.246,248.8,,,0.09,0.092,0.105,46.44442151,0.114,0.054219154,,6,20.18876495,0.293,0.16229249,0.05465892,7774.91,0.000224679,51282,0.265468474,,30.10013898,,22254,0.193313562,0.245753572,0.00485306,0.002291723,0.005302418,0.000404422,0.031095533,0.948413768,0.002104476,0.497663341,0.725901755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,Johnson County,6212,0.148,3.7,3.5,0.079283888,0.169,0.306,6.5,0.261,0.692338261,0.204,0,266.4576803,33.92779469,0.130518889,0.000078883,0.000238076,0.002539481,68.15,0.87012987,0.69,0.904464286,0.496058217,0.097749819,0.197,4.951297142,0.216131907,15.7766033,282.6422681,56.89270983,13.3,0,0.099299065,0.852984707,0.393,310.1,,,0.106,0.102,0.103,793.2215612,0.148,0.136112987,,6,13.52265044,0.327,0.160339506,0.049051937,9327.75,0.000476153,45773,0.38778626,,21.98763452,,12601,0.184588525,0.192524403,0.082295056,0.003094993,0.002936275,0.000317435,0.0325371,0.871676851,0.000993295,0.44274264,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,Kane County,4646.6,0.157,3.5,3.3,0.072442064,0.142,0.257,8.9,0.189,0.947835014,0.212,0.333333333,298.1892372,32.66876913,0.158068676,0.000425863,0.000597376,0.001543696,57.68,0.872008547,0.65,0.838191927,0.593096574,0.069593809,0.156,4.240252257,0.261273292,7.543307177,183.4340031,34.20823366,12.75,1,0.194508144,0.803770236,0.437,239.8,44.20671807,5.732944953,0.102,0.097,0.093,129.3226516,0.085,0.0343142,9.088389995,5,6.206284656,0.327,0.210234218,0.045104893,9911.55,0.000487383,72131,0.407661485,47.52072508,42.76296242,1.9,527306,0.270546893,0.117394833,0.053815052,0.01023694,0.040340903,0.000760469,0.313497286,0.580573709,0.082516527,0.502463465,0.035583356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,Kankakee County,7580.6,0.159,3.6,3.6,0.082882706,0.173,0.338,7.1,0.248,0.826203845,0.199,0.328571429,552.0169851,37.80921097,0.122916464,0.000428113,0.000421998,0.000969697,55.31,0.854032657,0.63,0.814872881,0.60033366,0.080986869,0.21,4.384601482,0.383738297,11.41633964,369.0132709,57.30314425,13.23,0,0.168492817,0.823113305,0.293,368.9,63.95395315,8.032896624,0.106,0.105,0.1,125.703726,0.159,0.056832391,14.85729568,8,12.79175654,0.346,0.156975945,0.042055744,10468.13,0.000529742,56326,0.491582843,59.20610181,52.34823417,4.7,111375,0.241409652,0.14949495,0.150760943,0.004112233,0.010909091,0.000421998,0.09857688,0.723079686,0.016638714,0.508704826,0.244568044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,Kendall County,4577.2,0.119,3,3.1,0.068876314,0.137,0.354,9,0.215,0.925803584,0.221,0.425,188.8150375,17.32645297,0.091721478,0.000335154,0.000354347,0.000667491,52.81,0.895454546,0.66,0.904904145,0.754956531,0.063428323,0.074,3.089047652,0.184384735,5.446258002,134.1983596,31.65264661,12.8,1,0.131297104,0.843801314,0.499,239.4,35.41396143,5.814892586,0.086,0.087,0.075,35.95711297,0.081,0.031675454,9.197247515,5,7.334474814,0.307,0.118593186,0.039088826,9815.42,0.0002637,90640,0.222301389,27.88637804,14.65639827,2,121350,0.298343634,0.090185414,0.062315616,0.004754841,0.033498146,0.000494438,0.169303667,0.719274825,0.02173294,0.506378245,0.104195719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
