state,County,premature_death_raw_value,poor_or_fair_health_raw_value,poor_physical_health_days_raw_value,poor_mental_health_days_raw_value,low_birthweight_raw_value,adult_smoking_raw_value,adult_obesity_raw_value,food_environment_index_raw_value,physical_inactivity_raw_value,access_to_exercise_opportunities_raw_value,excessive_drinking_raw_value,alcohol-impaired_driving_deaths_raw_value,sexually_transmitted_infections_raw_value,teen_births_raw_value,uninsured_raw_value,primary_care_physicians_raw_value,dentists_raw_value,mental_health_providers_raw_value,preventable_hospital_stays_raw_value,diabetes_monitoring_raw_value,mammography_screening_raw_value,high_school_graduation_raw_value,some_college_raw_value,unemployment_raw_value,children_in_poverty_raw_value,income_inequality_raw_value,children_in_single-parent_households_raw_value,social_associations_raw_value,violent_crime_raw_value,injury_deaths_raw_value,air_pollution_-_particulate_matter_raw_value,drinking_water_violations_raw_value,severe_housing_problems_raw_value,driving_alone_to_work_raw_value,long_commute_-_driving_alone_raw_value,premature_age-adjusted_mortality_raw_value,child_mortality_raw_value,infant_mortality_raw_value,frequent_physical_distress_raw_value,frequent_mental_distress_raw_value,diabetes_prevalence_raw_value,hiv_prevalence_raw_value,food_insecurity_raw_value,limited_access_to_healthy_foods_raw_value,drug_overdose_deaths_raw_value,drug_overdose_deaths_-_modeled_raw_value,motor_vehicle_crash_deaths_raw_value,insufficient_sleep_raw_value,uninsured_adults_raw_value,uninsured_children_raw_value,health_care_costs_raw_value,other_primary_care_providers_raw_value,disconnected_youth_raw_value,median_household_income_raw_value,children_eligible_for_free_or_reduced_price_lunch_raw_value,residential_segregation_-_black/white_raw_value,residential_segregation_-_non-white/white_raw_value,homicides_raw_value,firearm_fatalities_raw_value,population_raw_value,%_below_18_years_of_age_raw_value,%_65_and_older_raw_value,%_non-hispanic_african_american_raw_value,%_american_indian_and_alaskan_native_raw_value,%_asian_raw_value,%_native_hawaiian/other_pacific_islander_raw_value,%_hispanic_raw_value,%_non-hispanic_white_raw_value,%_not_proficient_in_english_raw_value,%_females_raw_value,%_rural_raw_value,communicable_disease_raw_value,self-inflicted_injury_hospitalizations_raw_value,cancer_incidence_raw_value,smoking_during_pregnancy_raw_value,drug_arrests_raw_value,motor_vehicle_crash_occupancy_rate_raw_value,on-road_motor_vehicle_crash-related_er_visits_raw_value,off-road_motor_vehicle_crash-related_er_visits_raw_value,no_recent_dental_visit_raw_value,did_not_get_needed_health_care_raw_value,childhood_immunizations_raw_value,reading_proficiency_raw_value,w-2_enrollment_raw_value,poverty_raw_value,older_adults_living_alone_raw_value,hate_crimes_raw_value,child_abuse_raw_value,injury_hospitalizations_raw_value,fall_fatalities_65+_raw_value,year_structure_built_raw_value,male_population_0-17_raw_value,male_population_18-44_raw_value,male_population_45-64_raw_value,male_population_65+_raw_value,total_male_population_raw_value,female_population_0-17_raw_value,female_population_18-44_raw_value,female_population_45-64_raw_value,female_population_65+_raw_value,total_female_population_raw_value,population_growth_raw_value
MI,Ottawa County,4482.715219,0.129412377,3.75262459,3.639154771,0.059006079,0.147647674,0.293,8.3,0.203,0.891118684,0.209432648,0.247619048,299,13.67734282,0.057781496,0.000621529,0.000542073,0.001573074,38.88,0.874277457,0.667592593,0.884718123,0.690421101,0.03223907,0.089,3.678079389,0.227433004,11.8947688,203.3960871,47.01886623,10.2,1,0.12963643,0.830317737,0.235,226.2,45.01675422,5.75006389,0.109437458,0.110351192,0.077,48.5,0.087,0.093084067,12.04536212,5,7.171280539,0.322359252,0.070731007,0.028316961,8806.94,0.000474756,0.0735,65004,0.347433028,62.92470823,41.76050189,0.889866928,4.709131441,282250,0.244177148,0.140067316,0.015344553,0.005810452,0.029328609,0.000485385,0.094834367,0.842207263,0.019434622,0.506844996,0.203156925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MI,Presque Isle County,6850.168213,0.152767767,4.147483874,4.11962676,0.074738416,0.165940616,0.338,7.6,0.249,0.720619019,0.179310297,0.333333333,76.9,22.27074236,0.090361446,7.78756E-05,0.000313431,0.000156715,47.25,0.891008174,0.669456067,,0.588758782,0.091913141,0.262,3.660488091,0.257712387,21.02639981,103.8919524,89.50893546,7.5,0,0.114942529,0.78453164,0.327,308.7,,,0.120407106,0.123854052,0.137,,0.134,0.080529892,,11,13.13930953,0.321478364,0.101931949,0.052631579,9275.76,0.000940292,0.149,43484,0.585143658,,15.70245917,,15.43257508,12762,0.161024918,0.303792509,0.006111895,0.009011127,0.004074597,0.000391788,0.012302147,0.960272685,0.004965561,0.501802225,0.80861244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MI,Roscommon County,8900.39294,0.169830387,4.416786583,4.354315687,0.070058382,0.200102732,0.338,7,0.248,0.99357847,0.16323009,0.409090909,158.6,31.53393907,0.094034747,0.000251067,0.000464135,0.000675106,48.23,0.906949352,0.684100418,0.671137339,0.588844622,0.081357215,0.329,3.997866734,0.42578125,15.06402209,259.7689714,79.3829853,8,0,0.18694362,0.795327103,0.246,470,,,0.132405889,0.134512648,0.141,79.9,0.15,0.11419563,19.56591617,13,11.86690084,0.350525375,0.108372093,0.043524416,9982.82,0.000886076,0.1723,37817,0.675198893,,41.38095155,,14.20537632,23700,0.152742616,0.30793249,0.005527426,0.008481013,0.00835443,0.000253165,0.017004219,0.949198312,0.001647732,0.499957806,0.660517813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MI,Saginaw County,8069.378461,0.18011962,4.241680882,4.067508188,0.093990658,0.184950585,0.398,7.1,0.218,0.647283046,0.192703054,0.336956522,617.9,31.1612432,0.069305186,0.000838045,0.000701933,0.002183792,65.88,0.86721144,0.688718252,0.781280648,0.648018334,0.051123317,0.246,4.674476355,0.41192367,12.10509707,745.0054792,72.57518913,9.9,1,0.153628045,0.844142547,0.243,402.5,69.29559268,8.068614994,0.128340297,0.125111229,0.12,141.6,0.147,0.103909763,19.80556106,8,10.25605962,0.382124139,0.083423908,0.031688673,10652.36,0.001060699,0.1515,45739,0.515840983,65.67231958,58.69952902,9.67415553,15.58111405,192326,0.21669977,0.182481828,0.185336356,0.005657061,0.013664299,0.000545948,0.083665235,0.695516987,0.007211996,0.514033464,0.311182051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MI,St. Clair County,7502.826762,0.1586288,4.256487419,3.823115927,0.076493881,0.197202511,0.347,7.2,0.273,0.780127576,0.2257594,0.333333333,249.9,24.92151252,0.068803016,0.000500391,0.000551423,0.002331017,59.22,0.871641791,0.579591837,0.798531763,0.625550538,0.061587088,0.198,4.396890907,0.311488627,9.257232213,265.5921252,78.43597663,10.3,0,0.155733874,0.821961158,0.417,398.7,37.22528456,5.569091542,0.124318586,0.118116979,0.118,,0.131,0.131998508,33.5738416,11,11.19666588,0.320767478,0.08016147,0.03718663,9940.61,0.000576488,0.1627,52178,0.380331322,64.58510684,38.87012105,2.310423118,8.86776169,159587,0.213895869,0.17661213,0.024601001,0.005157062,0.006573217,0.000313309,0.033248322,0.912342484,0.003293894,0.503411932,0.386457311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MI,St. Joseph County,7779.45336,0.168392332,4.137540568,4.147087978,0.075376006,0.195674694,0.313,8.2,0.311,0.572950485,0.201365603,0.30952381,342.9,38.26011056,0.087200874,0.000327772,0.000361527,0.001692604,63.96,0.830527497,0.595576619,0.812734082,0.487861353,0.039917108,0.216,3.81418745,0.319952147,14.25808778,307.0684145,68.61975789,10.9,1,0.146795012,0.783490334,0.287,408.3,62.3144914,6.482130343,0.122783552,0.125096417,0.104,,0.117,0.048364584,13.12788198,6,14.05125899,0.363338986,0.106704732,0.042389577,8677.66,0.000410826,0.2137,48271,0.554253025,64.45234029,42.65338884,,10.17805021,60853,0.248484052,0.170903653,0.025668414,0.00550507,0.007148374,0.000230063,0.076873778,0.866399356,0.011778376,0.501569356,0.544269516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MI,Sanilac County,7694.819794,0.159453882,4.145999276,4.29377397,0.068851374,0.181601828,0.301,8.3,0.245,0.482998562,0.210538292,0.296296296,216.4,23.69618111,0.0904976,0.00026522,0.000289792,0.001304064,72.04,0.882882883,0.599164927,0.83896648,0.553716138,0.060045356,0.231,4.125563326,0.281836023,11.57323689,240.9982534,68.56474334,9.5,0,0.128902628,0.792625646,0.351,378.3,57.1677465,,0.122008258,0.127586704,0.106,48.3,0.123,0.023754678,12.85439982,7,13.93226202,0.350278349,0.10406938,0.054418161,10799.44,0.000507136,0.1775,43579,0.532601978,56.92294443,28.36283186,,13.90473816,41409,0.217827042,0.205728223,0.004854017,0.006061484,0.003936342,0.000241493,0.036706996,0.940689222,0.004731662,0.502113067,0.901980795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MI,Schoolcraft County,4936.501175,0.173827501,4.669464995,4.611696398,0.079569893,0.201641872,0.303,6.8,0.256,0.81378904,0.176319162,0.25,73.4,32.16019418,0.098061761,0.000856479,0.000499938,0.001749781,57.41,0.901098901,0.712121212,0.925,0.48714479,0.091320072,0.251,4.805622388,0.388127854,11.01186835,,56.18663735,7.1,0,0.148783977,0.774419462,0.188,293.8,,,0.140480142,0.141957382,0.133,,0.164,0.102646856,,15,,0.348834766,0.1122296,0.053085601,8942.63,0.000874891,0.2452,42883,0.562881563,,15.98103922,,,8001,0.170103737,0.259217598,0.002999625,0.092363455,0.00199975,0,0.008998875,0.860017498,0.0039561,0.505186852,0.589628757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MI,Shiawassee County,7111.418895,0.145677016,3.97533232,3.845302333,0.073098257,0.197943631,0.331,7.9,0.246,0.663472427,0.228606031,0.307692308,287.2,21.86345764,0.069318867,0.000437197,0.000437611,0.001239899,49.7,0.924063116,0.695652174,0.868323171,0.660271023,0.050526066,0.183,4.073796989,0.295154476,11.5128463,231.1620036,66.81423899,9.9,1,0.135046474,0.813264539,0.431,353.5,47.64643063,4.78182905,0.115644154,0.119447493,0.123,61.8,0.12,0.079399215,12.12968084,9,12.37810149,0.377122654,0.081280254,0.037392687,9929.05,0.000612656,0.1897,52716,0.455838515,53.01579319,23.75529476,,10.16738419,68554,0.216179946,0.173191936,0.005893165,0.005586837,0.004988768,0.000598069,0.028269685,0.943139715,0.000950221,0.505732707,0.549753709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MI,Tuscola County,7135.763419,0.158758057,4.063994627,4.044207499,0.06400209,0.189712431,0.317,8.4,0.285,0.449227512,0.215534185,0.302325581,227.8,23.5042735,0.06750203,0.000353311,0.000356219,0.002474784,77.82,0.849609375,0.604026846,0.799001479,0.561377246,0.060792406,0.212,3.84137606,0.261116112,13.01671718,232.2016177,64.80521404,9.6,0,0.137898687,0.805833811,0.405,361.5,50.19970753,5.25210084,0.122964507,0.12382562,0.122,28.2,0.123,0.013405159,11.17214412,6,16.00247645,0.360633443,0.079641891,0.033189283,11084.41,0.000506206,0.1904,46950,0.549787871,46.0446021,20.87385578,,9.628203229,53338,0.20846301,0.194532978,0.011830215,0.005905733,0.003130976,0.000356219,0.033053358,0.935936856,0.002768085,0.499137576,0.841608498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MI,Van Buren County,6991.235907,0.173644418,4.37557828,4.274976878,0.071518193,0.197314194,0.324,8.4,0.25,0.592200163,0.200490395,0.285714286,317.8,33.51475222,0.090922255,0.000492827,0.00038552,0.001063505,53.17,0.866607774,0.630193906,0.795971993,0.571547174,0.055007449,0.248,4.385485437,0.320690235,11.32170971,300.6763012,67.47996855,10.4,1,0.152945351,0.824343406,0.347,371.3,48.31117921,5.804185123,0.129810589,0.128967905,0.116,70.4,0.121,0.014843054,14.19075029,9,16.83065524,0.349419757,0.110517454,0.042711535,8865.68,0.000598221,0.1616,48518,0.497825651,54.01598767,27.73087003,2.080193345,7.970075025,75223,0.23818513,0.169841671,0.03597304,0.012323359,0.006008801,0.000412108,0.115071188,0.814351993,0.016825901,0.502479295,0.708594508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MI,Washtenaw County,5044.120488,0.114678049,3.12659857,3.790135751,0.077650496,0.128403235,0.239,7.7,0.158,0.93864689,0.246488061,0.237410072,445.3,8.51526154,0.05505877,0.001774967,0.001680792,0.004696895,43.32,0.885186527,0.676865046,0.865739069,0.843779172,0.034327114,0.122,5.135268954,0.267073576,10.33771734,298.8910886,50.06583041,10.5,0,0.174910237,0.722985756,0.32,254.3,44.69873056,5.178365938,0.094855383,0.112711462,0.084,161.4,0.139,0.060348957,18.32547713,6,6.617167029,0.305217327,0.062996558,0.031489022,9338.19,0.002454011,0.0595,66040,0.285708034,58.38229667,40.5879471,2.17882329,6.048221123,364709,0.189581283,0.129105671,0.12306798,0.003901741,0.091379703,0.00051548,0.046253314,0.705836708,0.016311551,0.504807943,0.16446485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MI,Wayne County,10048.02884,0.18836051,4.310955276,4.64013513,0.105559067,0.204585065,0.331,6.6,0.259,0.933815743,0.199672769,0.247203579,844.2,35.10260083,0.084106349,0.000680371,0.000671672,0.002575219,68.47,0.818185847,0.586647727,0.790178429,0.602344948,0.063767809,0.338,5.892854821,0.476995378,7.144745032,1034.062142,85.9730467,11.5,0,0.220079244,0.808856154,0.353,486.9,72.81001941,9.446943473,0.133917251,0.139869397,0.117,452.6,0.21,0.043309352,32.38832617,11,8.905774737,0.415071831,0.105608079,0.028800432,11535.52,0.000667671,0.2102,43570,0.606129144,79.66138612,70.5257021,19.56061154,22.39529436,1749366,0.23975486,0.144119069,0.38693218,0.004837753,0.03248434,0.000219508,0.058265109,0.496838855,0.023950769,0.518755938,0.00695601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MI,Wexford County,8654.587626,0.163604916,4.283827427,4.293647095,0.067017544,0.217104765,0.324,8,0.214,0.793859783,0.19869155,0.256410256,291.9,39.41692697,0.073498733,0.001030209,0.00066339,0.001960016,52.74,0.885454546,0.698245614,0.772637795,0.566496507,0.05628556,0.27,3.803705246,0.357479696,12.12011029,318.7652043,80.33839506,8.1,1,0.156793049,0.814378005,0.245,392.3,64.84033069,7.350367518,0.128147359,0.134632679,0.117,65.7,0.135,0.040243871,18.17227315,8,21.32678732,0.3509987,0.089754226,0.032987867,9191.96,0.001025239,0.1944,40485,0.556027001,,35.51094583,,,33163,0.23526219,0.182824232,0.00545789,0.00693544,0.006452975,0.00066339,0.018122607,0.946838344,0.003022916,0.501552936,0.642889873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,5116.673314,0.120167495,2.961702036,3.222957618,0.064881057,0.152037811,0.273,8.9,0.198,0.881053182,0.22899425,0.297019527,389.3,17.02473721,0.051773312,0.000900249,0.000694028,0.002137156,36.6,0.880544183,0.645376703,0.827122122,0.744071455,0.039000435,0.125,4.377125364,0.280835493,12.96999377,231.4677549,61.67700876,9.3,0.16091954,0.141923147,0.780100108,0.3,263.1,43.78944678,4.963590676,0.088175567,0.096119055,0.08,171.3,0.099,0.056209124,10.74895369,12.4677,8.036392117,0.296179017,0.060363068,0.030454631,8250.43,0.000980443,0.090262061,65583,0.381054487,62.36885411,49.06394094,2.120531428,7.437769743,5519952,0.233395689,0.150767253,0.060197263,0.013400479,0.049306588,0.000681347,0.052431978,0.805893421,0.021285291,0.502236614,0.267276404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Aitkin County,7089.446308,0.134269006,3.390264438,3.156989351,0.066339066,0.156219297,0.296,7.7,0.258,0.532341686,0.185923869,0.285714286,107.8,17.86378861,0.068425468,0.000764234,0.000192518,0.000449208,54.82,0.870503597,0.719626168,0.895424837,0.627583466,0.070155426,0.225,4.059865827,0.362172285,21.01643103,169.2436273,114.322007,8.5,1,0.143418468,0.789533193,0.331,351.7,92.27646028,,0.10397962,0.10254783,0.125,,0.107,0.11775561,,10,14.3953503,0.300901055,0.075272818,0.049536707,9124.49,0.000641725,0.1416,46617,0.519020323,,25.40316697,,,15583,0.168773664,0.310851569,0.004684592,0.027850863,0.004171212,0.000320863,0.013861259,0.936469229,0.0018532,0.494513252,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Anoka County,4731.163295,0.10155536,2.716653953,2.887730461,0.064485148,0.151217054,0.305,8.7,0.2,0.97303563,0.231601727,0.297619048,315.6,13.14830244,0.044698205,0.000531743,0.000624355,0.001271834,37.86,0.888988362,0.587283237,0.848094845,0.732571931,0.037596273,0.092,3.55086513,0.264276631,7.060854102,132.5982961,51.64176308,10.9,0,0.127587185,0.820394357,0.443,252.1,33.50885591,4.135791832,0.083150403,0.086934149,0.085,126.6,0.081,0.064891365,9.593283539,5,7.20939802,0.309478228,0.052904665,0.024561849,8778.58,0.000557873,0.1,76497,0.360839973,49.62286433,32.87526222,1.306966892,6.908988711,345957,0.241064641,0.12910564,0.057830887,0.008477932,0.045320661,0.000531858,0.044028593,0.822044358,0.017578803,0.499570756,0.135006227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Becker County,6874.054855,0.142609573,3.021816841,3.096963759,0.056499133,0.159066569,0.301,7.8,0.235,0.620908196,0.231487639,0.4,204.5,25.06765418,0.067238913,0.000838675,0.00056323,0.001778621,37.49,0.887850467,0.704918033,0.882152589,0.658797077,0.04658061,0.187,4.143083105,0.268166728,20.66734559,77.22007722,82.22795751,8.8,1,0.134835611,0.787821483,0.25,307.6,48.7909005,,0.095455031,0.099797812,0.098,47.1,0.1,0.125247831,,5,14.66199783,0.285867979,0.075255447,0.050341901,8055.02,0.000889311,0.1102,55780,0.443346774,69.3375034,50.36258438,,9.60326511,33734,0.243285706,0.200005929,0.005276576,0.078081461,0.005098714,0.000296437,0.019298038,0.866336634,0.003526093,0.501393253,0.754707113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Beltrami County,8873.569193,0.158033244,3.727706972,3.496746273,0.062384568,0.197770561,0.323,7.9,0.216,0.764884569,0.231567942,0.357142857,466.5,39.33508887,0.086177982,0.000919601,0.000650675,0.003123238,43.13,0.655882353,0.604761905,0.67333913,0.662485414,0.052774825,0.248,4.486339654,0.463743526,10.94762656,220.580206,78.77909903,8.7,0,0.163739208,0.748947342,0.165,391.8,116.5274811,10.6449593,0.119950609,0.117453855,0.097,37.7,0.127,0.065060582,8.00337597,6,11.94243745,0.312592594,0.102640661,0.04906562,8620.52,0.000976012,0.1564,45344,0.588595953,65.55768755,58.39170024,4.399845377,10.06621821,46106,0.252700299,0.154556891,0.007200798,0.216284215,0.007027285,0.000347026,0.021645773,0.72636967,0.000924718,0.502472563,0.670896899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Benton County,5464.444359,0.122920712,3.119293059,3.162137366,0.06254691,0.157848474,0.314,8.2,0.215,0.730878261,0.236437906,0.192307692,354.4,19.90365112,0.043034303,0.000176278,0.00035007,0.000075015,41.95,0.869565217,0.616438356,0.928305085,0.700956728,0.04461467,0.114,4.237858525,0.301474433,13.0949383,148.0662043,59.30446507,9.8,0,0.15648238,0.831717798,0.246,286.9,33.36841295,5.43618949,0.096367064,0.09889806,0.076,61.5,0.116,0.047628427,13.42191799,5,8.746068824,0.300240873,0.050061856,0.026276351,8929.82,0.00005001,0.1104,53675,0.361641365,71.07127478,50.57034948,,8.110012317,39992,0.24709942,0.146279256,0.032806561,0.005826165,0.012002401,0.000125025,0.021954391,0.910582116,0.003086673,0.4994999,0.400119633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Big Stone County,5782.88117,0.117739732,3.01524677,3.062603159,0.055696203,0.137816216,0.315,7.7,0.24,0.698994117,0.203741675,0,175.5,17.89473684,0.058045356,0.001190476,0.00019802,,57.68,0.933333333,0.75,,0.616812227,0.048565121,0.159,4.276682692,0.174573055,39.68253968,32.21857078,90.18546838,8.8,0,0.138228942,0.760316799,0.241,294.6,,,0.092227962,0.096999032,0.095,,0.105,0.126027692,,10,,0.26339388,0.06270872,0.04730369,9277.48,0.001386139,,46713,0.423170732,,,,,5050,0.206336634,0.257821782,0.004158416,0.006138614,0.002178218,0.00019802,0.013861386,0.965544555,0.004159734,0.508514852,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Blue Earth County,4729.508989,0.133151992,3.101072814,3.264969356,0.066628153,0.162498948,0.351,7.1,0.184,0.838782747,0.259302092,0.133333333,464.9,8.636064958,0.044471132,0.000957636,0.000827802,0.002453304,36.35,0.904761905,0.728448276,0.830705805,0.732453048,0.032099516,0.13,4.512287676,0.28011977,13.52850867,212.2645111,50.87864681,10.1,0,0.153519418,0.798617939,0.144,276.4,54.1261526,6.912442396,0.099672704,0.103880557,0.067,42.7,0.123,0.158285772,7.084554154,4,8.759846615,0.298456683,0.050779833,0.025667733,7818.76,0.001490044,0.0372,53829,0.363315697,36.40125916,31.65813272,,8.225889005,66441,0.195857979,0.135413374,0.037115636,0.003612227,0.023133306,0.000556885,0.033985039,0.886350296,0.006487833,0.494875152,0.268929749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Brown County,5046.842276,0.116404801,2.663632953,2.824071483,0.053774561,0.130901279,0.3,8.7,0.233,0.812188622,0.219300612,0.083333333,225.4,17.61049724,0.042615838,0.001224667,0.000513205,0.001973866,42.85,0.848101266,0.724550898,0.893658088,0.718957977,0.041274144,0.109,3.95846484,0.264716841,20.14775017,53.59407067,61.56614809,9.7,0,0.115813954,0.779134212,0.132,229.1,,,0.083284944,0.089373033,0.101,,0.084,0.060716177,,4,13.4589502,0.283498779,0.047738155,0.030356826,8502.09,0.000631637,,56049,0.362435382,,35.58834215,,,25331,0.219612333,0.206703249,0.004460937,0.002566026,0.006829576,0.000276341,0.042438119,0.937507402,0.008215618,0.504401721,0.349399452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Carlton County,7078.362457,0.133203695,3.409814187,3.21771146,0.061497326,0.166853149,0.288,8.2,0.192,0.804159837,0.212019023,0.55,255.8,22.36511043,0.053921048,0.000674745,0.000671554,0.001119257,43.1,0.917647059,0.639751553,0.902944326,0.675333561,0.054109943,0.124,4.242517097,0.328779143,14.33832832,144.3894389,78.22788515,8.5,0,0.15140325,0.831468784,0.284,355,40.15071962,,0.100475215,0.100279963,0.093,40.3,0.106,0.074542045,17.77727877,7,12.47349383,0.323864274,0.062626064,0.033013205,8195.03,0.000643573,0.1569,58509,0.356339788,,59.75854145,,10.69302027,35738,0.226229783,0.170686664,0.0153618,0.059712351,0.005176563,0.00019587,0.016984722,0.882533997,0.002773884,0.477195142,0.551658848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Carver County,3469.963645,0.097206403,2.540575702,2.598785245,0.059305211,0.116353913,0.223,9.4,0.161,0.966378155,0.262865296,0.36,190.1,6.432160804,0.03117677,0.000840583,0.000458798,0.001137021,35.69,0.8125,0.582352941,0.932853618,0.832379494,0.033491009,0.039,3.858730084,0.150112909,10.3300554,62.13644039,42.21494615,10.8,0,0.10823599,0.824516785,0.393,180.8,29.40635913,4.394776494,0.076291893,0.081283445,0.063,74.1,0.063,0.025123896,6.41153266,3,4.781186033,0.280525603,0.035312818,0.022996127,7859.08,0.000458798,0.0684,94057,0.169201521,60.7289924,34.77946431,,7.001503264,100262,0.273124414,0.108246394,0.017065289,0.003131795,0.030420299,0.000388981,0.041231972,0.893648641,0.007768938,0.503700305,0.188275741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Cass County,8682.112606,0.145823336,3.426301754,3.2638676,0.075310227,0.177974326,0.272,8.1,0.264,0.788882277,0.195549875,0.483870968,381.7,40.14939309,0.087245515,0.000418031,0.000689822,0.000827786,40.28,0.668810289,0.615763547,0.706351792,0.63795703,0.06748081,0.255,3.998902155,0.374557709,21.24991291,306.4004959,100.5797304,9,0,0.159223301,0.770821127,0.277,396.8,106.6185516,9.016745384,0.105716689,0.10778521,0.103,86.8,0.12,0.050907857,23.18625519,11,19.98730806,0.292422671,0.099370908,0.056794481,8079.58,0.000517366,0.1935,49585,0.619069767,,64.53138873,4.996827015,15.3663477,28993,0.21349981,0.24467975,0.003414617,0.125271617,0.003759528,0.000206947,0.019970338,0.832373332,0.001110659,0.490083813,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Chippewa County,6856.236434,0.121118025,2.885729132,3.027171315,0.051146385,0.151467118,0.305,8.8,0.258,0.673820432,0.221253626,0.166666667,181.7,34.20132142,0.065156103,0.000660666,0.000412099,0.000494519,34.72,0.885245902,0.853658537,0.771118722,0.636398321,0.045389256,0.142,4.222149695,0.227507375,32.20744901,142.485272,97.39187851,9.3,0,0.110891089,0.795235842,0.149,301.5,,,0.089654759,0.096363742,0.088,79.5,0.101,0.021267795,,5,12.889618,0.284978224,0.07315289,0.046745152,9337.93,0.000659359,,51675,0.432875264,,21.28527754,,,12133,0.229209594,0.207203495,0.006676008,0.01104426,0.007912305,0.012115718,0.068985412,0.880326383,0.022013969,0.50564576,0.503416124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Chisago County,4992.339934,0.110147953,2.795002461,2.884491744,0.071231502,0.158917389,0.304,9.3,0.234,0.724961494,0.232721571,0.266666667,251.7,14.91482848,0.041946493,0.000534139,0.000438372,0.001077665,37.56,0.921052632,0.629032258,0.810840708,0.653027823,0.043627417,0.078,3.374546597,0.215772267,9.393476139,81.09245778,64.74790864,9.6,1,0.125790939,0.821524929,0.532,264.4,37.42809865,5.24082855,0.083848771,0.088975974,0.081,28.5,0.073,0.023093716,10.4252266,5,10.57971551,0.299999839,0.047746163,0.027788352,8662.27,0.000547965,0.126,74908,0.253970271,69.8559321,19.82760473,,5.91980879,54748,0.22910426,0.148589903,0.013005041,0.006849565,0.010301746,0.00036531,0.020804413,0.937221451,0.002527578,0.482775627,0.555885464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Clay County,5888.774264,0.12164541,3.023160931,3.014943404,0.069592047,0.152666772,0.279,8.8,0.213,0.835522636,0.24715903,0.388888889,427.5,11.46708243,0.042868034,0.000256723,0.000508946,0.00222664,40.47,0.888475836,0.656716418,0.820101303,0.775225225,0.034689399,0.133,4.285175046,0.218021823,11.07117643,119.7631108,55.97118135,9.1,0,0.141051231,0.799569096,0.179,324.3,31.09882516,5.362888809,0.090325314,0.094964534,0.063,44.9,0.098,0.02254596,17.69579323,6,5.867126024,0.269899352,0.051050643,0.023277467,8528.12,0.000286282,0.06,59937,0.338989701,45.65715415,30.33191387,,4.881207676,62875,0.239411531,0.128715706,0.026067594,0.017542744,0.013534791,0.000588469,0.044564612,0.880333996,0.006364638,0.506210736,0.279191173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Clearwater County,8716.680217,0.157415484,3.759138011,3.391216451,0.054973822,0.168465565,0.302,6.9,0.227,0.659229442,0.195509539,0.5,159.3,26.24232273,0.080751578,0.000454391,0.000339866,,35.72,0.794117647,0.568181818,0.790909091,0.556032172,0.096444539,0.225,4.647472229,0.275683318,19.31159832,207.9552329,95.53705473,8.1,0,0.165254237,0.773329574,0.324,447.4,,,0.115689473,0.112539297,0.097,,0.136,0.15293656,,8,,0.313087798,0.09119171,0.05824811,9054.18,0.000679733,0.1747,43797,0.511387164,,39.98047526,,,8827,0.248555568,0.201087572,0.00555115,0.097541634,0.003285374,0.000339866,0.018012915,0.847853178,0.005600877,0.49495865,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
