state,County,premature_death_raw_value,poor_or_fair_health_raw_value,poor_physical_health_days_raw_value,poor_mental_health_days_raw_value,low_birthweight_raw_value,adult_smoking_raw_value,adult_obesity_raw_value,food_environment_index_raw_value,physical_inactivity_raw_value,access_to_exercise_opportunities_raw_value,excessive_drinking_raw_value,alcohol-impaired_driving_deaths_raw_value,sexually_transmitted_infections_raw_value,teen_births_raw_value,uninsured_raw_value,primary_care_physicians_raw_value,dentists_raw_value,mental_health_providers_raw_value,preventable_hospital_stays_raw_value,diabetes_monitoring_raw_value,mammography_screening_raw_value,high_school_graduation_raw_value,some_college_raw_value,unemployment_raw_value,children_in_poverty_raw_value,income_inequality_raw_value,children_in_single-parent_households_raw_value,social_associations_raw_value,violent_crime_raw_value,injury_deaths_raw_value,air_pollution_-_particulate_matter_raw_value,drinking_water_violations_raw_value,severe_housing_problems_raw_value,driving_alone_to_work_raw_value,long_commute_-_driving_alone_raw_value,premature_age-adjusted_mortality_raw_value,child_mortality_raw_value,infant_mortality_raw_value,frequent_physical_distress_raw_value,frequent_mental_distress_raw_value,diabetes_prevalence_raw_value,hiv_prevalence_raw_value,food_insecurity_raw_value,limited_access_to_healthy_foods_raw_value,drug_overdose_deaths_raw_value,motor_vehicle_crash_deaths_raw_value,insufficient_sleep_raw_value,uninsured_adults_raw_value,uninsured_children_raw_value,health_care_costs_raw_value,other_primary_care_providers_raw_value,disconnected_youth_raw_value,median_household_income_raw_value,children_eligible_for_free_or_reduced_price_lunch_raw_value,residential_segregation_-_black/white_raw_value,residential_segregation_-_non-white/white_raw_value,homicides_raw_value,firearm_fatalities_raw_value,population_raw_value,%_below_18_years_of_age_raw_value,%_65_and_older_raw_value,%_non-hispanic_african_american_raw_value,%_american_indian_and_alaskan_native_raw_value,%_asian_raw_value,%_native_hawaiian/other_pacific_islander_raw_value,%_hispanic_raw_value,%_non-hispanic_white_raw_value,%_not_proficient_in_english_raw_value,%_females_raw_value,%_rural_raw_value,communicable_disease_raw_value,coronary_heart_disease_hospitalizations_raw_value,cerebrovascular_disease_hospitalizations_raw_value,self-inflicted_injury_hospitalizations_raw_value,cancer_incidence_raw_value,smoking_during_pregnancy_raw_value,drug_arrests_raw_value,alcohol-related_hospitalizations_raw_value,motor_vehicle_crash_occupancy_rate_raw_value,on-road_motor_vehicle_crash-related_er_visits_raw_value,off-road_motor_vehicle_crash-related_er_visits_raw_value,no_recent_dental_visit_raw_value,did_not_get_needed_health_care_raw_value,childhood_immunizations_raw_value,local_health_department_staffing_raw_value,reading_proficiency_raw_value,w-2_enrollment_raw_value,poverty_raw_value,older_adults_living_alone_raw_value,hate_crimes_raw_value,child_abuse_raw_value,injury_hospitalizations_raw_value,fall_fatalities_65+_raw_value,year_structure_built_raw_value,male_population_0-17_raw_value,male_population_18-44_raw_value,male_population_45-64_raw_value,male_population_65+_raw_value,total_male_population_raw_value,female_population_0-17_raw_value,female_population_18-44_raw_value,female_population_45-64_raw_value,female_population_65+_raw_value,total_female_population_raw_value,population_growth_raw_value
CO,Alamosa County,9035.2,0.1989742,4.259806005,3.941028614,0.108253589,0.183727028,0.23,7.8,0.168,0.55513111,0.170771868,0.294117647,479.9,39.43314849,0.157545861,0.001236323,0.001091174,0.014124636,32.05,0.830882353,0.469565217,0.794827586,0.587544387,0.051577432,0.302,6.068906883,0.319416996,13.59955492,,99.02951079,4.9,1,0.186757216,0.729782082,0.1,398.8,,,0.138334917,0.125643123,0.067,60.6,0.14,0.027146426,28.61464252,20.62447318,0.283,0.185181167,0.090862815,7188.86,0.001515519,,40067,0.668823292,43.8717221,19.4827423,,14.9,16496,0.241816198,0.128394762,0.012548497,0.052376334,0.015943259,0.002727934,0.458232299,0.489997575,0.026144658,0.498181377,0.368662998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,Arapahoe County,5237.9,0.121135337,3.164280842,3.313771468,0.094228858,0.148525038,0.214,7.7,0.159,0.987610205,0.171350804,0.361111111,572.1,27.76924495,0.121512752,0.000840308,0.000952312,0.002652528,32.22,0.839709763,0.629518072,0.768047425,0.724648304,0.037180406,0.122,4.227903605,0.298841802,7.708206412,297.6789511,62.5518316,8.1,0,0.177809798,0.781242785,0.39,249.5,40.63489957,6.234832929,0.092448311,0.097711877,0.063,231.2,0.14,0.035388219,16.53215666,6.470715817,0.302,0.14700228,0.057369787,9226.38,0.000950727,0.1307,67062,0.424110703,45.22533461,33.686389,4,10.2,631096,0.242669895,0.121959258,0.101887827,0.01100308,0.058594889,0.002668374,0.188982342,0.615820731,0.042864716,0.506851573,0.015753414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,Archuleta County,5978.1,0.130734051,3.455405716,3.424107852,0.0825,0.141803487,0.165,7.5,0.147,0.892750745,0.153113889,0.307692308,205,31.06968487,0.165722228,0.000898399,0.00056671,0.000890544,31.45,0.792,0.592156863,0.925,0.588898526,0.040395713,0.254,4.405928726,0.315912273,14.70107808,193.8619485,83.78098664,5,0,0.202868853,0.715863645,0.176,247.7,,,0.103056421,0.104400302,0.059,,0.129,0.07740627,,19.97039682,0.258,0.181805478,0.11641791,7176.18,0.00056671,,50361,0.52413273,,12.50061612,,21.4,12352,0.181509067,0.239718264,0.003966969,0.033759715,0.009634067,0.000971503,0.187580959,0.767406088,0.008376511,0.496599741,0.593760344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,Baca County,9711.5,0.149089049,3.704573582,3.67405495,0.081911263,0.165469518,0.194,7.2,0.195,0.662090813,0.144487217,0.25,108.6,49.57507082,0.172581248,0.001097394,0.00055325,0.000276625,76.39,0.851351351,0.439393939,,0.699588477,0.021148036,0.321,4.61265143,0.326947637,13.71742113,168.2905226,118.9961056,6,1,0.136363636,0.690115221,0.168,397.4,,,0.113316257,0.114181689,0.076,,0.136,0.083489117,,46.07764083,0.264,0.19124544,0.125156446,10053.58,0.001106501,,35405,0.6265625,,28.45210424,,,3615,0.209681881,0.25615491,0.009681881,0.017704011,0.004426003,0,0.10373444,0.855325035,0.012998267,0.50318119,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,Bent County,7519.3,0.190301825,3.991364474,3.620691465,0.118541033,0.194320313,0.265,6.8,0.225,0.488844438,0.178197325,0.2,228.6,50.21834061,0.125771856,0.00017762,,0.000857633,37.11,0.865853659,0.448979592,,0.219076655,0.038953488,0.403,4.795081967,0.246589717,8.880994671,183.3180568,75.41736656,5.9,0,0.170666667,0.779746835,0.127,392.6,,,0.128724601,0.114759641,0.07,,0.138,0.126554703,,,0.304,0.148654811,0.072186837,7006.04,0.000686106,0.3761,36630,0.687179487,,,,,5830,0.153859348,0.167581475,0.072212693,0.031903945,0.015265866,0.001372213,0.314922813,0.574614065,0.036305957,0.346483705,0.379596861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,Boulder County,4137.3,0.107501615,3.082545922,3.010729902,0.079216314,0.125381736,0.134,7.9,0.087,0.976657263,0.19523666,0.333333333,308,12.66559907,0.098940846,0.001251065,0.000945606,0.005939782,29.82,0.873059361,0.651447662,0.873731343,0.82579291,0.031681813,0.109,5.280390804,0.245585568,9.574478271,210.4581714,65.91493484,8,1,0.202082642,0.652072517,0.267,213,30.40041692,4.849926794,0.088772804,0.09327726,0.041,176.9,0.133,0.028422249,15.16834208,6.463076631,0.248,0.115619712,0.049542499,8343.95,0.000886114,0.0542,72392,0.261353648,52.85245722,26.70492028,1.4,8.5,319372,0.199397568,0.126282204,0.009327681,0.008598124,0.046253272,0.000873589,0.139132422,0.78044099,0.023649671,0.497050462,0.089130826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,Broomfield County,4482.4,0.098506785,2.709749183,3.020139621,0.072730956,0.124630138,0.176,8.5,0.118,0.992073574,0.190960897,0.25,275.8,14.38848921,0.067669725,0.001046059,0.000937524,0.000968263,26.48,0.864150943,0.672222222,,0.860122019,0.033368904,0.058,3.790456048,0.182902585,6.276352635,52.73137292,55.23875048,8.5,0,0.139450375,0.78671239,0.438,217.9,29.9680341,4.371150407,0.080181905,0.08827143,0.055,40.6,0.112,0.012809185,12.32094453,5.084721139,0.253,0.079627028,0.039196105,8114.84,0.000507185,0.0811,86548,0.178781925,37.16556748,19.98873578,3.1,9.3,65065,0.24117421,0.12496734,0.012664259,0.008606778,0.061769,0.001244909,0.12395297,0.776269884,0.022029291,0.502973949,0.00583299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,Chaffee County,5929.2,0.109213785,2.897605964,3.257049169,0.093591048,0.139908653,0.205,8.2,0.161,0.986130608,0.181394372,0.117647059,178.3,25.03477052,0.124146493,0.000980232,0.000535963,0.001393504,23.42,0.894067797,0.623880597,0.775,0.594084187,0.034109621,0.175,3.734104771,0.323590814,21.23835975,81.28319064,67.67598485,4.6,1,0.127713921,0.694555946,0.151,290.8,,,0.087725624,0.095419641,0.064,74.3,0.124,0.018575577,,10.99989,0.265,0.134849392,0.088704319,7565.95,0.000589559,0.223,50947,0.370802239,,21.15953958,,14.2,18658,0.152642298,0.234001501,0.01672205,0.01511416,0.008253832,0.001071926,0.104084039,0.849555151,0.007975845,0.46714546,0.374136673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,Cheyenne County,,0.113415835,2.976011266,3.157155487,,0.137275125,0.237,7.6,0.227,0.484749455,0.170260305,0.235294118,,,0.179521277,0.000534474,0,,42.28,0.833333333,,,0.621276596,0.027290448,0.173,3.508585062,0.111731844,16.03420631,87.45845723,182.012848,6.3,0,0.071428571,0.731182796,0.107,,,,0.090865765,0.096377211,0.065,,0.103,0.115543296,,76.81081496,0.264,0.191690274,0.149028078,7751.47,0.000546747,,50620,0.434482759,,,,,1829,0.256424276,0.183706944,0.004373975,0.013121925,0.008201203,0.000546747,0.127938764,0.843083652,0.006989247,0.493165664,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,Clear Creek County,7425.3,0.088687765,2.761489863,3.010428241,0.107969152,0.133145803,0.181,8.2,0.165,0.739216549,0.196128451,0.25,110.7,20.0286123,0.076499799,,0.000429969,0.000429969,29.38,0.725,0.547169811,0.675,0.770395701,0.036666071,0.143,4.04636637,0.154753643,6.530967672,407.6338707,61.45876775,4.9,0,0.101863354,0.68190018,0.519,269,,,0.080216299,0.089080733,0.079,196.9,0.121,0.023753254,,,0.255,0.080522487,0.060626703,5935.35,0.000214984,,67262,0.252808989,,18.67216223,,,9303,0.158228528,0.187358917,0.008706869,0.013759003,0.010856713,0.000644953,0.060303128,0.896914974,0.002860412,0.480705149,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,Conejos County,8638.3,0.210539445,4.074882728,3.733574845,0.104693141,0.163158219,0.245,8.9,0.198,0.055474806,0.135358901,0.333333333,290,43.95604396,0.145379024,0.000483969,0.000123001,0.000123001,36.51,0.860215054,0.420289855,0.851652893,0.612655234,0.056182796,0.299,5.49643805,0.216014078,6.049606776,43.90166028,101.8478103,4.6,1,0.167741936,0.773833671,0.334,350.8,,,0.131654051,0.118581378,0.06,,0.089,0.022059773,,27.76139085,0.288,0.16626506,0.10267472,7606.83,0.000738007,,37102,0.654799746,,2.758760085,,,8130,0.269864699,0.180073801,0.00295203,0.036900369,0.006765068,0.002091021,0.536654367,0.437761378,0.030374136,0.501722017,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,Costilla County,9465.3,0.234255832,4.421506746,3.90950266,0.147783251,0.158355928,0.219,3.2,0.231,0.198354143,0.122568946,0.375,199,33.56643357,0.206567392,,0,0.000279018,41.62,0.945454546,0.447368421,,0.33033033,0.065030675,0.433,5.026434654,0.396825397,5.605381166,156.1208559,122.7267656,4.6,1,0.180147059,0.79007323,0.331,417.6,,,0.144500611,0.124065992,0.083,,0.093,0.553490597,,,0.296,0.232814852,0.12407681,5723.66,0.000279018,,27944,0.848421053,,23.20517955,,,3584,0.186383929,0.270647321,0.006138393,0.055245536,0.012834821,0.004743304,0.636439732,0.326729911,0.039612676,0.480747768,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,Crowley County,10486.3,0.223498878,4.525789895,3.893833682,0.089494163,0.229813571,0.216,4.8,0.197,0.545766787,0.17239905,0,244.3,61.14130435,0.126743232,0.000186567,,,49.02,0.852459016,0.458333333,,0.348591549,0.045003814,0.385,4.385599172,0.437056738,7.462686567,110.449776,80.45346498,5.8,1,0.14893617,0.794642857,0.318,392.7,,,0.145374863,0.124332958,0.06,,0.147,0.299693034,,,0.314,0.151032448,0.072351421,8421.69,0.000539374,0.3947,35405,0.704805492,,,,,5562,0.127292341,0.129449838,0.100503416,0.034160374,0.014023733,0.000359583,0.306544409,0.549982021,0.026414387,0.284789644,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,Custer County,4447.4,0.130106998,3.438803788,3.505775581,0.081871345,0.153878532,0.205,6.9,0.188,0.925499413,0.142004285,0.166666667,116.7,18.54304636,0.15617557,0.00045861,,0.000224972,16.17,0.903225807,0.709677419,,0.537931035,0.035429142,0.328,4.450339297,0.221407625,25.22357258,116.8042361,78.90461824,4.6,0,0.265853659,0.665907365,0.392,299.9,,,0.105876448,0.108297461,0.068,,0.153,0.081582536,,,0.255,0.165731549,0.127245509,6125.84,0.000899888,,43995,0.481108312,,,,,4445,0.145106862,0.305061867,0.01192351,0.01079865,0.0071991,0,0.057367829,0.903487064,0.007185629,0.49223847,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,Delta County,8076.6,0.144760604,3.736590698,3.519958435,0.108073473,0.149903409,0.204,7.7,0.187,0.681248385,0.143574237,0.407407407,187,45.22854852,0.161281685,0.000669568,0.00040028,0.001367624,27.93,0.841666667,0.566390042,0.83,0.431378972,0.056899213,0.237,4.801728007,0.267170661,14.0609307,94.76770763,92.58340773,5.2,1,0.177979479,0.729739541,0.26,343.5,74.8502994,,0.109894787,0.108041216,0.076,31.5,0.148,0.016631966,,17.34459013,0.27,0.186801719,0.095788987,6793.4,0.000533707,0.2139,42586,0.529261084,,18.40975066,,18.5,29979,0.205677307,0.240701825,0.00613763,0.01377631,0.008572668,0.000967344,0.152840322,0.813536142,0.013031359,0.498949265,0.631720083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,Denver County,6694.3,0.150882217,3.360221531,3.576781136,0.091271642,0.171312976,0.164,7.2,0.118,0.996935807,0.224506176,0.356435644,911.3,51.61656268,0.139633571,0.001287918,0.000671018,0.004587243,30.54,0.859060403,0.609747024,0.605499841,0.730520085,0.037034754,0.231,5.224536824,0.36350822,10.71005721,617.3312903,76.15068297,8.6,0,0.204457474,0.703423162,0.344,337.9,57.45361253,6.482762362,0.103224024,0.106370692,0.06,1175.5,0.148,0.063761954,18.53798433,8.267061684,0.279,0.164443903,0.060708155,8697.66,0.000953783,0.132,57886,0.693232513,53.64845519,33.25987317,6.1,10.3,682545,0.206097766,0.109611821,0.091985144,0.019162107,0.039037719,0.001690731,0.304517651,0.537681765,0.065289335,0.499383923,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,Dolores County,5327.5,0.144981898,3.780417203,3.790379915,0.144827586,0.176335871,0.198,7.1,0.177,0.324127907,0.148997083,0,,37.57225434,0.15898767,0,0.000505561,,67.8,0.875,0.625,,0.573440644,0.030634573,0.224,5.274137931,0.393643032,5.055611729,65.56302246,99.65122073,4.5,0,0.16025641,0.563380282,0.336,,,,0.117147323,0.118834017,0.075,,0.143,0.086492819,,,0.271,0.175853018,0.111638955,7887.38,0.000505561,,44829,0.501858736,,,,,1978,0.203235592,0.230030334,0.001516684,0.035389282,0.003033367,0.001011122,0.058645096,0.87917088,0,0.479777553,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,Douglas County,3308.2,0.078764135,2.234559753,2.751490127,0.088422316,0.103211536,0.17,8.8,0.099,0.987336451,0.207427432,0.347826087,166.4,7.237794447,0.050921113,0.000683325,0.000635882,0.000840605,27.22,0.837104072,0.697997775,0.9,0.871500847,0.03089719,0.033,3.326311306,0.153192454,5.911555502,82.26539847,43.56417564,7,1,0.107920601,0.791316651,0.418,164.2,24.82054464,3.911444888,0.068816693,0.082222961,0.053,47.8,0.093,0.015933161,7.847395725,3.951965055,0.259,0.059440614,0.034663429,9521.24,0.000536622,0.0742,109926,0.111477464,49.2162012,25.4582068,1,9.8,322387,0.27881087,0.105137614,0.012668005,0.004826497,0.044641999,0.001026716,0.084854538,0.833935612,0.00904736,0.503193367,0.102874258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,Eagle County,4042.9,0.11235394,2.642350265,2.977355636,0.094877417,0.131203529,0.118,8.6,0.094,0.973887388,0.237135926,0.242424242,263.1,31.2899106,0.169626631,0.000699155,0.000634269,0.001361813,13.94,0.858108108,0.670731707,0.82,0.676425014,0.03120632,0.106,3.645636808,0.208196452,9.825967007,158.6727343,47.58025838,4.9,0,0.20484275,0.728338741,0.234,161.8,54.79563259,5.398110661,0.083836065,0.090661266,0.033,155.5,0.094,0.042275299,8.805806801,8.981449225,0.242,0.189125882,0.114064842,7355.14,0.000634269,0.1288,75191,0.409829671,60.9959383,24.68454476,,10.3,53605,0.228113049,0.087156049,0.00757392,0.013077138,0.013263688,0.000895439,0.300401082,0.668277213,0.063287282,0.472306688,0.199839071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,Elbert County,5503.8,0.088194252,2.628075867,3.008888403,0.088113051,0.130601922,0.196,8.2,0.163,0.590227844,0.182211262,0.285714286,139,11.98003328,0.092161017,,0.000121286,0.000929857,28.16,0.863247863,0.644736842,0.880482456,0.711355786,0.031415194,0.08,3.704365567,0.13887871,7.852862162,21.6490828,64.58647878,6.4,0,0.162014563,0.761698298,0.713,244.8,45.9939288,,0.0791912,0.089837984,0.052,60.1,0.1,0.065363062,,10.89120293,0.258,0.096482085,0.0828125,8102.31,0.000121286,,90270,0.213817749,,23.7673031,,15.9,24735,0.218839701,0.147240752,0.007236709,0.00804528,0.010713564,0.001617142,0.066343238,0.892743077,0.006670736,0.496098646,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,El Paso County,6231.8,0.134035441,3.489070128,3.440438873,0.094636626,0.157056501,0.223,7,0.154,0.937896034,0.180796996,0.4,383.5,30.12159662,0.102442013,0.00058024,0.000977062,0.002553112,31.89,0.794786096,0.553370166,0.751123447,0.746707716,0.046113478,0.149,4.279271036,0.287514868,8.982410451,380.0961884,74.90165532,6.7,1,0.162862808,0.780845924,0.246,302.2,49.94070484,6.445979201,0.09835812,0.09910177,0.07,149.7,0.147,0.086538386,19.81902968,10.40999626,0.29,0.124394232,0.050948245,8368.2,0.000954822,0.1328,60050,0.374894107,38.5819557,29.56407659,4.8,15.2,674471,0.248092209,0.118475072,0.061851436,0.01333786,0.029939019,0.004258152,0.165568275,0.698614173,0.016228713,0.494504582,0.089343252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,Fremont County,7276.7,0.140001687,3.480082423,3.53177616,0.090600227,0.194603349,0.228,6.4,0.187,0.687104904,0.166754952,0.358974359,230.4,43.5123481,0.121732559,0.000516107,0.000321254,0.002891288,23.6,0.816112084,0.590994372,0.742948718,0.363010555,0.061697185,0.248,4.183175709,0.387393303,10.75222571,237.8700397,96.24433228,5.5,0,0.156434475,0.778534183,0.231,380.7,51.63622281,,0.104123255,0.106364945,0.081,293.2,0.166,0.103561643,13.60592932,18.01664249,0.299,0.141039823,0.067225823,7381.27,0.000621091,0.3085,41967,0.554358284,,32.74578494,4.6,18.4,46692,0.16208344,0.208536794,0.038850338,0.018525658,0.009594791,0.000706759,0.132399555,0.79129187,0.020049455,0.424205431,0.264202119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,Garfield County,5502.8,0.121915037,2.856722204,3.310449835,0.078155657,0.140725454,0.2,8.1,0.136,0.851673199,0.194557254,0.421052632,270.5,44.01018146,0.180586551,0.000817946,0.000671314,0.002013943,26.4,0.883333333,0.581888247,0.815087173,0.567708333,0.041365554,0.146,4.010984479,0.190974318,9.571709507,179.439756,67.11385936,5.4,1,0.225886437,0.705671163,0.353,255.3,38.25363825,3.948199621,0.092750119,0.100316638,0.047,91.4,0.112,0.048066463,8.677642921,17.51931505,0.296,0.212464904,0.106284598,7727.87,0.000516396,0.119,64487,0.463839924,72.90247188,16.95956253,,14.7,58095,0.257182202,0.112470953,0.00583527,0.017764007,0.008503314,0.001583613,0.280609347,0.688389707,0.054586722,0.490024959,0.241039919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,Gilpin County,6428.7,0.099667414,2.976798842,3.169366351,0.122641509,0.142115291,0.197,8.4,0.158,0.851314097,0.186075984,0.125,89.3,17.03800786,0.064522533,0.000341822,,0.000686342,,,0.511627907,,0.753008233,0.031007752,0.12,4.123202728,0.294172063,6.836438216,310.5219157,67.2852185,5,0,0.221556886,0.756283805,0.537,236.5,,,0.086683313,0.093610073,0.063,,0.123,0,,,0.257,0.06982039,0.046099291,8847.43,0.000343171,,67389,0.275058275,,,,,5828,0.169011668,0.141557996,0.011153054,0.013383665,0.015442691,0.002402196,0.064516129,0.876801647,0,0.471173645,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,Grand County,4857.8,0.09904316,2.776677102,3.078420862,0.11136891,0.151183136,0.174,7.9,0.124,0.68328505,0.208910097,0.833333333,119,19.05550953,0.138492382,0.000549979,0.000273691,0.001505303,25.81,0.827956989,0.666666667,0.919545455,0.607550244,0.031825613,0.135,3.33128218,0.251304996,16.49938127,101.0022531,73.41431995,4.9,0,0.15215311,0.646034099,0.241,211.3,,,0.085449549,0.093609897,0.056,79,0.124,0.042830096,,9.80988444,0.259,0.151583019,0.092746301,8277.43,0.000342114,,59885,0.341080767,,17.98240591,,22.2,14615,0.180636333,0.147109135,0.00526856,0.006979131,0.008826548,0.001368457,0.084023264,0.882791652,0.007138175,0.468628122,0.825978576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,Gunnison County,5117.5,0.121993824,3.332002582,3.461357885,0.097222222,0.161950496,0.148,7.5,0.112,0.906029757,0.21131025,0.12,283.7,12.68615554,0.149508497,0.000763116,0.000435676,0.001742702,29.29,0.597402597,0.649681529,0.925,0.773784355,0.029283172,0.143,4.321176919,0.288590604,17.17011129,204.9049113,65.23240644,4.6,0,0.203335981,0.542692568,0.221,199.2,97.31068648,,0.102039226,0.105838016,0.046,37.6,0.155,0.0213788,,12.86031857,0.255,0.165844696,0.092213115,6926.75,0.000622394,,47619,0.254536029,,7.445464944,,19.2,16067,0.174705919,0.115205079,0.004854671,0.025704861,0.008526794,0.000435676,0.093919213,0.872471526,0.008266685,0.460197921,0.586074132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,Hinsdale County,,0.098342271,2.958794516,3.120665932,,0.127506694,0.205,5.6,0.148,0.730723606,0.168056226,0.5,,,0.153846154,0,0,0.002583979,,,0.65,,0.803149606,0.029545455,0.308,4.094837587,0.185185185,63.61323155,40.73319756,,4.2,0,0.128205128,0.608597285,0.134,,,,0.085711308,0.093110541,0.066,,0.122,0.267893067,,,0.248,0.162100457,0.12987013,5929.32,0.002583979,,58613,0.354166667,,,,,774,0.188630491,0.264857881,0.005167959,0.011627907,0.006459948,0,0.03875969,0.918604651,0,0.468992248,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,Huerfano County,10439.3,0.168381505,3.865308611,3.599739554,0.13559322,0.146894288,0.201,6.9,0.201,0.792430338,0.129406574,0.363636364,184.1,49.63384866,0.139768168,0.001083256,0.000154036,0.001540357,34.68,0.72,0.590551181,,0.613906679,0.077213596,0.416,4.633608815,0.356656949,13.9275766,420.2531646,138.0834024,4.9,1,0.202614379,0.648886828,0.221,479.3,,,0.120042006,0.112750383,0.076,173.7,0.14,0.11228411,51.35315565,30.35296158,0.283,0.156980057,0.078947368,6284.33,0.000924214,,33098,0.744680851,,42.02460594,,,6492,0.155422058,0.310382009,0.005545287,0.053142329,0.01263093,0.002464572,0.341497227,0.614448552,0.002814259,0.490295749,0.561466249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,Jackson County,,0.118399653,3.162188379,3.326630796,0.309859155,0.144689226,0.214,7.6,0.205,0.145624103,0.164691783,0.5,,,0.175454546,0.000716332,0,0.002212389,,0.772727273,0.666666667,,0.551330799,0.036904762,0.253,4.26993865,0.152777778,14.32664756,97.51340809,,4.8,0,0.146153846,0.644562334,0.281,,,,0.096852869,0.101605333,0.066,,0.122,0.080909965,,,0.267,0.189252336,0.132575758,9340.92,0,,46905,0.515789474,,,,,1356,0.174778761,0.218289086,0.000737463,0.020648968,0.005899705,0,0.115781711,0.85619469,0.010124611,0.470501475,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,Jefferson County,5143.9,0.113305632,3.257842733,3.188176187,0.084199816,0.137652754,0.183,8.1,0.119,0.996056445,0.190567863,0.416666667,217.1,17.87121297,0.091879384,0.000812887,0.000884136,0.002321741,24.96,0.847404063,0.592226148,0.83,0.75880867,0.035178348,0.097,4.071740977,0.281940608,7.699152914,223.4280435,75.62293852,8.2,1,0.147567863,0.786787481,0.407,260.3,29.54405811,4.95328707,0.091666318,0.091623662,0.054,136,0.115,0.043067242,15.39540227,7.837868978,0.247,0.108927686,0.04284012,8717.11,0.000747979,0.1118,71209,0.309755928,54.51952064,24.85999909,2,10.5,565524,0.206228206,0.150810576,0.010724567,0.012001259,0.029560196,0.001250168,0.153082805,0.784562636,0.013549918,0.502774418,0.068963582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,Kiowa County,,0.125681388,3.35752076,3.502169099,0.126213592,0.151728109,0.195,4.3,0.227,,0.15184812,0,,34.48275862,0.124293785,0.000713267,0,,55.48,0.9,,,0.686006826,0.026481715,0.221,4.336951239,0.212201592,28.53067047,68.42285323,,6.3,1,0.133928571,0.768258427,0.211,359.7,,,0.103256726,0.108258008,0.077,,0.143,0.356348613,,,0.257,0.13496144,0.096989967,9337.13,0.000702741,,42108,0.394190871,,,,,1423,0.211524947,0.240337316,0.007027407,0.008432888,0,0.002810963,0.07167955,0.904427266,0.00295421,0.503162333,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,Kit Carson County,5643.7,0.139492383,3.430396792,3.30036873,0.083946981,0.156040703,0.276,7.4,0.245,0.583675937,0.166333781,0.222222222,87.1,38.36477987,0.167683961,0.000371655,0.000128899,0.000515597,61.37,0.796116505,0.476744186,,0.430707876,0.024296095,0.2,4.31111347,0.288998358,21.0604559,252.9937595,104.7303194,6.7,1,0.08045977,0.764827995,0.094,257.6,,,0.105329641,0.104201589,0.073,,0.129,0.084036735,,29.95278032,0.298,0.190730405,0.116702356,10469.86,0.001031194,,44090,0.575052854,,28.29627569,,,7758,0.236401134,0.178525393,0.018432586,0.00966744,0.006831658,0.001804589,0.186517144,0.771977314,0.041716969,0.461974736,0.48694075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
