state,County,premature_death_raw_value,poor_or_fair_health_raw_value,poor_physical_health_days_raw_value,poor_mental_health_days_raw_value,low_birthweight_raw_value,adult_smoking_raw_value,adult_obesity_raw_value,food_environment_index_raw_value,physical_inactivity_raw_value,access_to_exercise_opportunities_raw_value,excessive_drinking_raw_value,alcohol-impaired_driving_deaths_raw_value,sexually_transmitted_infections_raw_value,teen_births_raw_value,uninsured_raw_value,primary_care_physicians_raw_value,dentists_raw_value,mental_health_providers_raw_value,preventable_hospital_stays_raw_value,mammography_screening_raw_value,flu_vaccinations_raw_value,high_school_graduation_raw_value,some_college_raw_value,unemployment_raw_value,children_in_poverty_raw_value,income_inequality_raw_value,children_in_single-parent_households_raw_value,social_associations_raw_value,violent_crime_raw_value,injury_deaths_raw_value,air_pollution_-_particulate_matter_raw_value,drinking_water_violations_raw_value,severe_housing_problems_raw_value
NH,New Hampshire,6529.882712,0.131089683,3.737356672,4.062867186,0.068619218,0.156652742,0.279,9,0.213,0.882318625,0.207334798,0.304713805,328.6,10.63106251,0.070221066,0.000907808,0.000745324,0.00306976,4032,0.5,0.49,0.889,0.706325738,0.025256318,0.101,4.323577033,0.276578996,10.35154286,196.8358977,86.37864122,7.45,1,0.150688084
NH,Belknap County,7493.520584,0.120623775,3.594538745,3.758213546,0.076427772,0.142689552,0.286,8.7,0.229,0.871937825,0.190300859,0.404761905,259.9,11.97815748,0.07626492,0.000641606,0.000671889,0.005457048,3227,0.49,0.49,0.88150289,0.660324392,0.02518296,0.116,4.153402771,0.315213555,11.68051329,238.6910809,96.85963918,6.8,1,0.159820151
NH,Carroll County,7677.787062,0.125848877,3.634568528,4.044948855,0.060075094,0.147989973,0.272,9,0.216,0.806223598,0.163913986,0.243243243,185.2,14.7311564,0.089881825,0.000915446,0.000717522,0.002275569,3417,0.47,0.51,0.937046005,0.649642492,0.02533147,0.143,4.197145206,0.34201615,12.48335553,181.4903147,113.476484,6.8,1,0.154678855
NH,Cheshire County,7299.335189,0.128603032,3.587656161,4.10386087,0.059331176,0.166246355,0.3,8.6,0.194,0.753141331,0.210284944,0.368421053,308.1,11.00576492,0.071532489,0.000684571,0.000666728,0.003268273,3060,0.45,0.44,0.894463668,0.66839101,0.025109703,0.129,4.343582787,0.303896484,9.215376514,187.3060928,84.41792395,8.3,1,0.171616079
NH,Coos County,7968.86041,0.148589291,3.81576658,4.030798971,0.081239042,0.165097782,0.336,8.2,0.259,0.735108153,0.171967726,0.24137931,224.4,21.80921677,0.077905778,0.001138016,0.000633132,0.001899395,3819,0.45,0.31,0.923566879,0.547094758,0.031973162,0.21,4.201289533,0.394807692,11.06404502,158.669818,118.8917769,6.2,1,0.151634926
NH,Grafton County,5563.134641,0.117324199,3.496783405,3.998425697,0.068204026,0.132368289,0.236,8.5,0.192,0.895969389,0.195534821,0.318181818,370.3,7.5228821,0.084228178,0.001968988,0.000824182,0.004466175,3332,0.47,0.4,0.945538818,0.710426446,0.020809808,0.125,4.472203182,0.287441098,13.0892981,166.8295241,79.63528828,7,1,0.145537889
NH,Hillsborough County,6809.109871,0.121236093,3.37443314,3.669624712,0.070794353,0.13527797,0.28,8.5,0.225,0.91730905,0.202437613,0.312,366.1,13.52129859,0.07180154,0.000881139,0.000809157,0.003058421,4510,0.52,0.53,0.879816705,0.702950888,0.026266805,0.1,4.296950052,0.278303708,9.275147243,273.0659087,87.10890863,7.5,1,0.153124299
NH,Merrimack County,6400.25283,0.109260913,3.244652286,3.700309026,0.067472741,0.136036451,0.276,8.6,0.2,0.926088293,0.193261768,0.192307692,317.7,10.52570534,0.074661979,0.00110578,0.000747691,0.004102374,4171,0.54,0.53,0.8798151,0.698860092,0.022136565,0.09,4.128783142,0.268846408,13.80549003,157.6352434,87.08565439,7.7,1,0.1502025
NH,Rockingham County,5587.956942,0.092801835,2.898172341,3.605146787,0.066233415,0.124584406,0.266,8.9,0.189,0.884372153,0.197967349,0.408333333,282.7,6.256319515,0.05574748,0.000757272,0.000740678,0.002319068,3961,0.53,0.53,0.930266204,0.762280887,0.027511207,0.067,3.945836236,0.229285466,9.563818085,117.1787026,75.00716545,7.9,1,0.132636724
NH,Strafford County,7361.708565,0.142809542,3.818905433,4.250409783,0.066311427,0.17177487,0.298,8.4,0.238,0.893440959,0.215721395,0.237288136,444,8.539973248,0.074278384,0.000637572,0.000730264,0.002505957,5029,0.42,0.5,0.8555452,0.73035726,0.022862132,0.109,4.293836951,0.276591263,7.697511138,235.7706853,95.68403909,7.4,1,0.175073252
NH,Sullivan County,6523.845435,0.130180377,3.448266935,4.450540163,0.078273592,0.162561625,0.334,8.6,0.265,0.77867953,0.195746348,0.136363636,273.9,18.72425415,0.072255193,0.000742856,0.000394029,0.001738365,3965,0.51,0.41,0.839793282,0.569527543,0.021184256,0.152,4.097340038,0.379936616,7.196415721,175.2289924,78.49694605,7.7,1,0.14187643
NJ,New Jersey,5905.86147,0.177316731,3.660520307,3.919186845,0.080738085,0.137389318,0.264,9.3,0.26,0.947186579,0.180553022,0.219126247,391.3,12.66348615,0.089578487,0.000841028,0.000858953,0.002236735,4535,0.41,0.49,0.905,0.691647114,0.041460177,0.135,5.236009017,0.293027609,8.506887459,253.0945648,56.40062777,9.9,0.714285714,0.216603052
NJ,Atlantic County,8917.842669,0.206506952,4.410855307,4.423287223,0.081003721,0.156441948,0.298,7.6,0.302,0.913887867,0.170044538,0.257142857,464.2,17.84100803,0.10463774,0.000840996,0.000572658,0.001582344,5291,0.41,0.48,0.900642899,0.592837942,0.058847263,0.191,5.05106701,0.407543826,8.187671811,373.1873109,87.10942744,9.4,1,0.250779047
NJ,Bergen County,3826.730671,0.144719509,3.137504467,3.423434234,0.078286581,0.11410987,0.223,9.3,0.245,0.994686869,0.176025776,0.128834356,218.3,4.035852233,0.086233725,0.001176711,0.001292848,0.002421287,3231,0.43,0.5,0.949645797,0.769872622,0.034381283,0.082,5.03720418,0.186595169,9.784838983,84.25049912,39.94611108,9.9,1,0.213605483
NJ,Burlington County,6639.44317,0.14399465,3.394693147,4.152106345,0.083051557,0.124456382,0.293,8.5,0.238,0.818636431,0.188042906,0.199095023,382.5,9.852373478,0.055470544,0.0008404,0.000745424,0.006841288,5030,0.43,0.53,0.933141107,0.732167934,0.037670646,0.079,4.118088416,0.265394326,8.738374841,162.7535456,65.88766465,11.4,1,0.1558694
NJ,Camden County,8529.154346,0.185384048,3.940689018,4.183112778,0.09104033,0.161346092,0.314,8.1,0.287,0.89898512,0.181276614,0.189054726,624.8,21.71191505,0.076422548,0.001029921,0.000800666,0.002983762,6062,0.38,0.52,0.875776398,0.662074342,0.0463622,0.184,5.410633484,0.409268048,8.204120074,464.9004107,83.29712288,11.6,0,0.202805298
NJ,Cape May County,8785.303543,0.176480605,3.886422607,4.19760375,0.070743802,0.157561074,0.287,7.7,0.272,0.949077263,0.18130743,0.387096774,319.6,20.03874561,0.0810902,0.000587902,0.000594209,0.001015558,4259,0.48,0.51,0.876753507,0.633690859,0.083870263,0.155,4.607419712,0.269489247,13.36141011,235.9262348,92.43243932,9,0,0.203992514
NJ,Cumberland County,10214.98246,0.225773676,4.265699398,4.620191471,0.095987811,0.182611467,0.359,7.4,0.312,0.792763451,0.170802449,0.241935484,681.8,35.90529509,0.120921977,0.000432679,0.000649127,0.000940572,7535,0.4,0.47,0.812130972,0.398628979,0.064723359,0.218,5.041792352,0.504301916,9.505828056,516.2756457,91.88242165,9.9,1,0.234720032
NJ,Essex County,7289.251061,0.187050655,3.873741456,3.781161089,0.095707113,0.142353893,0.291,7.6,0.284,0.997311118,0.162119508,0.161137441,750.2,20.65145335,0.115401752,0.000835102,0.000915267,0.002111865,5519,0.4,0.43,0.869630834,0.618747457,0.051739281,0.21,6.840352737,0.435353277,8.140692949,606.1899761,62.77945926,9.9,1,0.286693144
NJ,Gloucester County,7474.99169,0.161324069,3.504751271,3.985673724,0.084265292,0.156113185,0.31,8.2,0.277,0.828768454,0.208745426,0.179012346,366.2,9.373107208,0.055061964,0.000540714,0.000449542,0.001156454,5981,0.4,0.49,0.933035714,0.701801664,0.042364532,0.089,4.266576302,0.25159674,8.589830462,115.5206854,75.83788521,10.9,1,0.158218786
NJ,Hudson County,5083.999232,0.204905707,3.999931353,3.91774098,0.086194424,0.153820382,0.239,8.7,0.288,0.999713054,0.192489016,0.177419355,446.8,20.42215889,0.132485265,0.000511825,0.000628642,0.000637516,5928,0.34,0.37,0.852758621,0.713329211,0.038731794,0.223,6.053407765,0.406648905,4.973664159,341.7111839,40.71231205,9.9,0,0.285186436
NJ,Hunterdon County,4441.036167,0.105160761,2.785520273,3.543878866,0.062199473,0.125295514,0.204,9.5,0.188,0.88976151,0.216991328,0.135135135,179.9,2.109068997,0.048940934,0.00120743,0.000841926,0.002413522,3644,0.42,0.52,0.964265773,0.804210438,0.032513488,0.04,4.246781637,0.142228075,10.235169,42.28684042,47.4437863,10.2,1,0.143815916
NJ,Mercer County,6163.162493,0.149582889,3.316002617,3.777797965,0.086493337,0.1355616,0.258,8.4,0.243,0.991626491,0.189933495,0.20661157,484.6,14.11677296,0.096829628,0.001008718,0.000819337,0.00321786,4746,0.42,0.51,0.896551724,0.652884163,0.036728857,0.137,5.473811978,0.324796216,11.28803708,375.2886447,56.71234145,8.8,1,0.185045724
NJ,Middlesex County,4976.69807,0.144795739,3.165989174,3.623458434,0.081140687,0.109704679,0.259,8.8,0.259,0.966643535,0.161970226,0.243119266,312.2,9.890238579,0.084690294,0.000923116,0.000882263,0.00182961,4227,0.4,0.5,0.904329462,0.740558162,0.036296727,0.112,4.481040748,0.248985551,6.64453404,148.5570532,45.02295693,9.7,1,0.205697543
NJ,Monmouth County,5608.342278,0.136345305,3.551116661,4.022627156,0.075461272,0.133604524,0.252,8.8,0.242,0.948088455,0.207981872,0.305555556,272.5,6.590830748,0.06837742,0.001163884,0.001058978,0.002621694,4289,0.43,0.5,0.939487687,0.757414955,0.03673717,0.091,5.163501877,0.223373188,9.08436324,149.5725475,57.09641726,9.9,1,0.19566711
NJ,Morris County,4031.72747,0.128264684,2.840952895,3.491036641,0.064952764,0.121119352,0.213,9.3,0.213,0.954856625,0.186818531,0.139130435,203.5,3.531176345,0.059275169,0.00102663,0.00113915,0.002709276,2916,0.43,0.54,0.947533281,0.818738755,0.032760965,0.05,4.402231537,0.151244398,10.86667214,63.48590613,42.26233956,10,1,0.157481848
NJ,Ocean County,6848.732537,0.148126232,3.760097694,4.232122294,0.060890009,0.144432737,0.281,8.2,0.292,0.899798289,0.185065246,0.199074074,209.2,9.936711062,0.07582505,0.000439841,0.000628271,0.001570678,4246,0.43,0.5,0.9088,0.671000443,0.043132026,0.161,4.593265689,0.194168086,7.25821692,99.25241209,69.39405409,7.8,1,0.200283006
NJ,Passaic County,5822.787529,0.240058399,3.97597078,4.185722126,0.084598018,0.137820691,0.273,8.7,0.275,0.973634648,0.178037854,0.341880342,537.4,22.74321458,0.131651383,0.000567686,0.000733147,0.001221911,4219,0.4,0.45,0.895947974,0.545757223,0.051022968,0.219,5.820796367,0.376986402,7.257021461,382.0368945,48.15944432,9.7,1,0.305475594
NJ,Salem County,9424.630642,0.191577009,4.40051171,4.728918177,0.07677665,0.177936547,0.365,8,0.296,0.695352814,0.18078616,0.23943662,461.8,21.82748758,0.076036185,0.000334438,0.000335426,0.001070168,7580,0.41,0.49,0.873090482,0.576136979,0.054488627,0.162,5.110263718,0.389282029,12.58122054,266.0050245,93.79032512,10.9,1,0.175221604
NJ,Somerset County,4492.022429,0.121699883,2.758672041,3.547403574,0.077878351,0.108438212,0.222,9.3,0.201,0.970953241,0.159690941,0.205357143,227.5,6.37501309,0.05692643,0.001159699,0.000978367,0.00269051,3398,0.42,0.53,0.942889647,0.795974243,0.034358389,0.052,4.484116137,0.16835892,9.629373465,64.20276072,41.94245783,9.9,0,0.162380319
NJ,Sussex County,6386.895665,0.130039784,3.325212064,3.712023813,0.059554514,0.137573057,0.278,9,0.256,0.939483469,0.215896397,0.208333333,160.2,5.11269097,0.06125373,0.000494064,0.000717335,0.00159092,3533,0.37,0.51,0.948148148,0.710165147,0.039567255,0.059,3.757576475,0.188258899,8.61083271,54.26426698,62.92172621,9.1,1,0.15917987
NJ,Union County,5178.739554,0.194052325,3.499873037,3.948052203,0.077939262,0.130757359,0.249,8.9,0.244,0.997114627,0.180053785,0.294520548,396,14.3049755,0.112976478,0.000663248,0.00085832,0.001868951,4149,0.4,0.47,0.883929865,0.636052524,0.043082994,0.107,5.094747946,0.340280079,8.494534414,356.5332554,45.57993105,10.4,0,0.255631655
NJ,Warren County,6821.012589,0.145017653,3.475716423,4.143778214,0.077047019,0.143301276,0.296,8.6,0.284,0.970457807,0.19426879,0.191489362,247.2,8.660532123,0.072188589,0.000589899,0.000727933,0.002023086,4509,0.4,0.52,0.933854908,0.702148438,0.038266965,0.089,4.338220623,0.249304525,9.550740651,70.82551595,68.8581185,10,0,0.155228561
NM,New Mexico,8913.532516,0.205844241,4.414520456,4.460162343,0.089575338,0.174855944,0.266,4.1,0.197,0.768694222,0.1617339,0.30483871,649.4,35.20255774,0.109990752,0.000746623,0.000672416,0.003912804,3094,0.34,0.4,0.711,0.599822319,0.049490515,0.253,5.212008195,0.394725392,8.3043193,649.8844258,105.4029278,5.9,0.727272727,0.178309619
NM,Bernalillo County,8173.610325,0.182156842,4.122980735,4.57709023,0.093949103,0.152099896,0.234,7.3,0.17,0.910449406,0.163384852,0.298076923,728.8,26.72675964,0.096581751,0.001031365,0.000851627,0.004577863,2420,0.37,0.42,0.677577337,0.680579185,0.045084705,0.222,5.058716562,0.395006892,7.934713708,944.8355158,103.7917217,6.9,1,0.189337955
NM,Catron County,8884.87787,0.163322674,4.057011815,4.336522109,0.083333333,0.144791168,0.255,3.2,0.201,0.735838926,0.141040039,0.75,,,0.100469484,0.000836354,0,0.000558972,2616,0.3,0.25,0.853090909,0.607449857,0.064458371,0.402,2.543128746,0.487179487,8.363534988,158.1823411,175.2897936,4.3,0,0.084210526
NM,Chaves County,9997.169675,0.231652295,4.684304376,4.575262816,0.079866093,0.174394448,0.34,6.8,0.264,0.710838602,0.15720692,0.314814815,493.3,47.77968597,0.117895531,0.000678322,0.000510133,0.001252145,4418,0.32,0.42,0.66753841,0.520216148,0.048605225,0.241,4.882841172,0.403406129,9.249838128,622.0792389,101.3847751,7.4,0,0.160656446
NM,Cibola County,10721.33334,0.278191558,5.687986275,5.351350607,0.095585257,0.232530582,0.309,5,0.294,0.663616654,0.168168991,0.285714286,908.7,44.88693891,0.126010013,0.000521357,0.000635609,0.0033276,3336,0.27,0.42,0.681561342,0.49173326,0.06284306,0.343,5.356408409,0.574129042,4.841172309,543.1391978,112.6955599,5.2,1,0.197495731
NM,Colfax County,11430.90207,0.235591962,4.61900906,4.703687854,0.144219309,0.169480998,0.281,5.1,0.284,0.758109091,0.14489784,0.24,501.1,38.77995643,0.091275322,0.000410711,0.000330306,0.009248555,2815,0.33,0.45,0.808845292,0.568265683,0.049452555,0.302,5.719693239,0.503508772,15.60703138,273.507107,129.804806,4.6,1,0.177344475
NM,Curry County,9095.79629,0.220524343,4.399848649,4.460468719,0.082580645,0.189990627,0.301,6,0.304,0.78334298,0.184522999,0.333333333,785,60.89866157,0.096027511,0.000481812,0.000829338,0.005825596,3177,0.33,0.4,0.779296721,0.615603724,0.040593647,0.256,4.232725097,0.39290566,11.84453545,407.3862179,88.08430585,7.1,1,0.168898606
NM,DeBaca County,7970.885317,0.2143281,4.494201438,4.557889022,,0.164932026,0.373,7.1,0.296,0.854599407,0.134881814,0.444444444,382.7,,0.13267627,0.000546747,0.001122965,0.008422235,3143,0.37,0.13,0.881,0.398760331,0.045572917,0.363,6.071777145,0.299632353,27.33734281,218.459858,154.5936396,5.9,1,0.042477876
NM,Dona Ana County,6811.986707,0.251219625,4.679774474,4.508827015,0.07995365,0.164289894,0.284,6.1,0.172,0.780326239,0.162391988,0.276190476,724.1,37.43999469,0.115415913,0.000621582,0.00061603,0.002946828,3781,0.38,0.4,0.825750175,0.611184275,0.056526367,0.333,5.36464909,0.37546122,6.076658673,282.7195282,75.14328839,7.8,1,0.186024803
NM,Eddy County,10317.05077,0.194413327,4.177606562,3.988842014,0.079566616,0.155308704,0.345,7.1,0.277,0.700291664,0.188683087,0.194029851,589.5,56.76823363,0.088484798,0.000333351,0.00029361,0.001208981,3387,0.34,0.4,0.754281433,0.512030734,0.033305711,0.178,4.478221272,0.379132301,9.474182852,567.4680909,119.3754778,7.5,1,0.130850048
NM,Grant County,9292.745405,0.203359595,4.261659395,4.125286645,0.102551521,0.143534322,0.274,6.5,0.191,0.783933049,0.146333982,0.333333333,603.2,37.40860398,0.077248677,0.000830715,0.000511958,0.005229284,2470,0.3,0.39,0.856718605,0.593565217,0.049069236,0.303,4.961666566,0.407894737,8.668328096,,125.5158916,6,1,0.144053601
NM,Guadalupe County,10238.28149,0.23876109,4.364276973,4.018142884,0.083333333,0.1493257,0.352,7.5,0.265,0.546191594,0.164973175,0.243902439,225.8,29.23264312,0.082525894,0.000451569,0.000691085,0.015894955,5961,0.24,0.33,0.868111111,0.50477707,0.055418719,0.294,3.934057725,0.42248062,6.773538045,511.5380243,100.0682283,5.5,1,0.064102564
NM,Harding County,,0.198459859,4.237052822,4.234462491,,0.137421859,0.249,4,0.303,0.067625899,0.135182904,0,,,0.09190372,0,0,0,3658,0.57,0.35,,0.768115942,0.053003534,0.203,3.478662791,0.3,0,,,5,1,0.123076923
NM,Hidalgo County,7686.133975,0.248717765,4.738674518,4.524524616,0.134831461,0.170248882,0.249,6.5,0.286,0.471189211,0.150706651,0.034482759,673.6,28.77697842,0.100484262,,0.001650943,0.002122642,3533,0.25,0.25,0.863131429,0.448275862,0.038356164,0.366,5.953151968,0.253746254,6.968641115,504.5408678,164.9106734,6.1,1,0.144475921
NM,Lea County,9374.863628,0.222105906,4.370141451,4.173991658,0.087384692,0.167793962,0.331,7.8,0.303,0.837363079,0.178701127,0.326732673,511.9,63.99213827,0.1199358,0.000349045,0.000272945,0.001134878,4937,0.28,0.25,0.855673303,0.412377127,0.04120778,0.182,4.695070207,0.31917516,10.61679198,438.8452486,93.90262756,7.6,1,0.142989786
NM,Lincoln County,11848.96252,0.179803928,4.065898136,4.29102376,0.096825397,0.159140262,0.232,6.3,0.252,0.850905011,0.144577799,0.333333333,288.7,41.75556233,0.128113879,0.000670276,0.000357946,0.005215791,3392,0.32,0.37,0.824533419,0.559014618,0.04550678,0.293,5.207221522,0.308395678,15.9835009,379.5519694,135.3762845,5.6,1,0.186525265
NM,Los Alamos County,4613.818817,0.104202649,3.090032539,3.536024638,0.091680815,0.114489648,0.231,7.9,0.128,0.991643454,0.196160675,0,160.1,4.770992366,0.030065023,0.00149429,0.000942359,0.002041778,1659,0.46,0.48,0.866,0.878088201,0.033853594,0.031,3.574755039,0.142994242,17.07759633,178.1170484,67.79438619,5,0,0.074489123
NM,Luna County,9737.493534,0.26683479,5.373934768,4.837828154,0.077374404,0.192160845,0.325,5.3,0.271,0.701733413,0.140434475,0.185185185,755.9,83.40425532,0.129095568,0.000373785,0.000375579,0.001544047,3968,0.23,0.31,0.680844268,0.351934669,0.119026417,0.378,6.177943166,0.416104222,6.229753302,700.9776794,100.2613369,6.9,0,0.175257732
NM,McKinley County,16329.86698,0.264758184,5.801167678,5.320656693,0.082912458,0.216216697,0.388,2.2,0.256,0.432817658,0.151996716,0.31097561,906.8,39.42103443,0.173802848,0.000785514,0.000677825,0.001687647,5322,0.31,0.5,0.663006357,0.480055461,0.071356573,0.428,7.101340034,0.538203943,5.512375283,710.1548164,158.3990631,6,1,0.300210859
NM,Mora County,8026.890535,0.343942116,5.665026678,4.997341678,0.06271777,0.186824868,0.272,7.1,0.22,0.281704569,0.118029613,0.307692308,263.7,17.58499414,0.099572389,,0.000443853,0.001109632,1771,0.26,0.38,0.731,0.7100894,0.061341571,0.318,5.604081317,0.36492891,0,119.9302224,153.8529166,4.3,0,0.204545455
NM,Otero County,8769.329587,0.223056483,4.340727289,4.30767089,0.079805056,0.193213656,0.312,6,0.23,0.546499052,0.186797105,0.375,542.4,50.94513601,0.107397114,0.000425422,0.000509127,0.002665429,2826,0.36,0.35,0.754846857,0.590425216,0.048900451,0.296,4.546806354,0.345041053,8.356503639,354.5303247,98.02963488,6.7,1,0.145367759
NM,Quay County,12316.82796,0.225579722,4.599070892,4.53558512,0.074882995,0.168227709,0.301,6.9,0.274,0.700475611,0.133591975,0.25,589.9,48.56787049,0.092360319,0.000361185,0.000363504,0.014297831,1903,0.34,0.36,0.70389196,0.50161987,0.048407246,0.377,3.885331818,0.527627302,15.65133638,479.5882559,119.3887297,5.9,0,0.074015748
NM,Rio Arriba County,15166.97244,0.261444435,4.956689423,4.575294741,0.11858156,0.179325827,0.283,6.2,0.233,0.763877156,0.13750734,0.433962264,661.4,39.07657658,0.115180585,0.000408591,0.000717838,0.00492232,3574,0.34,0.36,0.727802521,0.536446087,0.052069586,0.287,,0.548810677,6.128859266,602.1581551,181.8209444,5.4,1,0.141626077
NM,Roosevelt County,8466.76006,0.218544396,4.724135707,4.680082632,0.070773931,0.179308056,0.287,6,0.295,0.802781417,0.184896377,0.2,785.3,38.0904857,0.134612839,0.000371412,0.000373473,0.002721016,6353,0.25,0.24,0.809995864,0.527367704,0.043428571,0.276,5.351974971,0.351339482,11.6729453,478.1478064,83.92077879,6.9,0,0.20464135
NM,Sandoval County,7312.296588,0.160640264,3.930257855,4.343153238,0.092064445,0.161912368,0.248,6.9,0.129,0.85234226,0.186415494,0.48,457.5,20.5876906,0.096876457,0.000610496,0.000454611,0.00335448,2807,0.37,0.42,0.773132764,0.624280897,0.049773336,0.159,4.188583898,0.298155646,4.701523434,245.9682517,84.19259303,7,1,0.160811785
NM,San Juan County,11749.51413,0.219537805,5.228567953,4.905039466,0.078159967,0.21621046,0.332,5.5,0.239,0.55578881,0.156457085,0.323529412,872.9,40.4012923,0.139854817,0.000559381,0.000935678,0.002231233,3442,0.32,0.49,0.666502102,0.563062115,0.057654605,0.269,4.861071056,0.414510045,6.854387596,744.3552028,132.0603048,6.5,1,0.17253564
NM,San Miguel County,10234.66022,0.286592654,5.173326399,4.69358383,0.107838243,0.183551205,0.291,5.5,0.226,0.656414793,0.131888324,0.347826087,609.1,30.85047249,0.089100346,0.000576618,0.000398681,0.009930775,3900,0.25,0.36,0.733115207,0.5703125,0.059420422,0.341,5.737595338,0.517310496,5.766181346,479.9169099,114.8558918,5.4,1,0.197554092
NM,Santa Fe County,7127.680613,0.168891477,3.992698156,3.882959381,0.106630824,0.13676492,0.144,7.4,0.121,0.787306652,0.161229717,0.255555556,437.6,25.2903042,0.132805464,0.001122689,0.000873007,0.007090686,1965,0.35,0.42,0.681708333,0.564431694,0.041433477,0.177,4.581553173,0.412240351,9.344537815,325.8810922,96.06251184,6.1,1,0.182752713
NM,Sierra County,13859.30833,0.200834154,4.488818716,4.479180628,0.086065574,0.157503595,0.267,5.3,0.267,0.867617618,0.136391722,0.375,224.9,52.52790545,0.097779676,0.000359842,0.000820569,0.002005835,3203,0.22,0.21,0.853,0.441314554,0.070539419,0.425,5.024869695,0.590200445,11.69485426,531.8190013,178.9484986,5.5,0,0.152621723
NM,Socorro County,10862.12892,0.235952888,4.860944175,4.741735755,0.089031339,0.18801987,0.335,5.7,0.254,0.533303482,0.154695709,0.161290323,470.3,41.40587386,0.123110975,0.000416716,0.00047804,0.00167314,2517,0.31,0.4,0.689274686,0.46115942,0.053137103,0.36,5.5846741,0.435930962,4.167162758,515.0910091,117.4729225,5.2,0,0.140020899
NM,Taos County,9716.821058,0.217175936,4.664113496,4.56590203,0.110344828,0.16331722,0.192,6.1,0.141,0.829401585,0.165505752,0.5,280.5,30.93512462,0.126389003,0.000884281,0.000578651,0.008101112,2405,0.28,0.41,0.729643443,0.591540303,0.065065065,0.286,5.614017629,0.449875725,10.67235859,416.6730029,127.5153929,4.8,1,0.192618224
NM,Torrance County,10623.18841,0.234095138,4.677605475,4.603950665,0.092007435,0.195511093,0.253,5.5,0.263,0.087590795,0.1492304,0.227272727,296.7,34.96914487,0.103737279,6.44912E-05,0.000192419,0.00147521,1745,0.34,0.34,0.789605521,0.447567241,0.076209174,0.354,4.801224006,0.350353737,5.804204824,396.4900878,131.6213949,5.8,1,0.220465116
NM,Union County,5061.989798,0.181665626,3.98430555,4.035425969,0.075,0.15347978,0.318,7,0.266,0.759947241,0.178347926,0.5,286.6,31.33903134,0.113451589,0.000238835,,0.008984944,3248,0.29,0.23,0.792,0.445783133,0.033276932,0.272,4.289435908,0.417948718,14.33006926,130.3626452,66.71114076,4.9,1,0.093851133
NM,Valencia County,9286.258163,0.225213088,4.566063609,4.292970221,0.091175963,0.170663812,0.316,6.1,0.215,0.477072967,0.144063139,0.317073171,740.1,28.78091486,0.10879085,0.000316039,0.000248509,0.002184263,2327,0.34,0.39,0.739231096,0.50119398,0.05457432,0.242,4.480165076,0.367682927,5.530682118,917.3583783,103.009674,6.3,1,0.177533532
NY,New York,5456.427901,0.166082372,3.505758096,3.94208674,0.079466899,0.140914011,0.255,9.1,0.247,0.931915572,0.188130694,0.208631701,588.5,15.12988435,0.066337408,0.000820579,0.000821402,0.002892355,4203,0.42,0.48,0.818,0.681996988,0.041113225,0.188,5.735573533,0.340429314,7.975052544,379.0257128,48.8513681,8.5,0.5,0.238562602
NY,Albany County,5821.072418,0.142086714,3.330710286,4.274335135,0.081184783,0.145318547,0.273,8,0.22,0.920599335,0.200159613,0.257142857,606.2,10.90434137,0.044009382,0.001004483,0.000918217,0.00356216,4274,0.46,0.52,0.844061048,0.767833046,0.036792898,0.153,4.829557429,0.37755102,14.69581282,348.2184418,46.33448835,9.1,1,0.155507211
NY,Allegany County,7283.136814,0.144162924,3.719501374,4.307498812,0.069578313,0.165590354,0.359,8.1,0.293,0.623646468,0.200526567,0.294117647,196.2,14.42759361,0.058537728,0.000426494,0.000323067,0.002218393,5268,0.5,0.47,0.878486056,0.613667765,0.056317764,0.228,4.167598037,0.338518913,15.7802704,195.0294143,54.32960242,8.5,1,0.141430948
NY,Bronx County,6695.768725,0.267989469,4.659956753,4.08780786,0.094522078,0.159211687,0.29,7.7,0.313,1,0.15950196,0.155,1203.9,26.24521352,0.089027437,0.00056554,0.000509031,0.002056375,5421,0.33,0.38,0.675118644,0.51169291,0.056644726,0.376,6.65123839,0.601705255,2.623779874,586.0576161,45.58355848,10.3,0,0.389228512
NY,Broome County,7415.065526,0.159299849,3.875475531,4.063724021,0.076972281,0.155140514,0.28,8,0.23,0.894840479,0.22155688,0.323529412,356.3,15.8337748,0.053378301,0.000821116,0.000725246,0.002133998,4163,0.47,0.51,0.829478458,0.672555296,0.048645262,0.239,4.966079841,0.361590438,11.6712026,314.9545862,72.85428732,8.9,0,0.155511811
NY,Cattaraugus County,7254.951597,0.163706999,3.908048139,4.458387322,0.080166486,0.167543604,0.376,8.1,0.266,0.631286029,0.189852443,0.205882353,272.8,24.06112827,0.064828016,0.000465429,0.000442478,0.001249349,5371,0.43,0.46,0.850144092,0.560385898,0.053497942,0.244,4.446745416,0.358341154,15.12644154,197.2004009,67.71596372,9.3,1,0.145555556
NY,Cayuga County,6465.744563,0.141583723,3.508363151,4.023794633,0.064669069,0.157176106,0.341,8.6,0.246,0.796303701,0.207546515,0.25,328.6,19.49827607,0.050618109,0.000270608,0.000479616,0.00189254,5932,0.54,0.55,0.830708661,0.59012703,0.04477944,0.176,4.111319869,0.389858413,10.18001881,241.4412578,60.55629683,8.3,0,0.123872423
