state,County,premature_death_raw_value,poor_or_fair_health_raw_value,poor_physical_health_days_raw_value,poor_mental_health_days_raw_value,low_birthweight_raw_value,adult_smoking_raw_value,adult_obesity_raw_value,food_environment_index_raw_value,physical_inactivity_raw_value,access_to_exercise_opportunities_raw_value,excessive_drinking_raw_value,alcohol-impaired_driving_deaths_raw_value,sexually_transmitted_infections_raw_value,teen_births_raw_value,uninsured_raw_value,primary_care_physicians_raw_value,dentists_raw_value,mental_health_providers_raw_value,preventable_hospital_stays_raw_value,mammography_screening_raw_value,flu_vaccinations_raw_value,high_school_graduation_raw_value,some_college_raw_value,unemployment_raw_value,children_in_poverty_raw_value,income_inequality_raw_value,children_in_single-parent_households_raw_value,social_associations_raw_value,violent_crime_raw_value,injury_deaths_raw_value,air_pollution_-_particulate_matter_raw_value,drinking_water_violations_raw_value,severe_housing_problems_raw_value,driving_alone_to_work_raw_value,long_commute_-_driving_alone_raw_value,life_expectancy_raw_value,premature_age-adjusted_mortality_raw_value,child_mortality_raw_value,infant_mortality_raw_value,frequent_physical_distress_raw_value,frequent_mental_distress_raw_value,diabetes_prevalence_raw_value,hiv_prevalence_raw_value,food_insecurity_raw_value,limited_access_to_healthy_foods_raw_value,drug_overdose_deaths_raw_value,motor_vehicle_crash_deaths_raw_value,insufficient_sleep_raw_value,uninsured_adults_raw_value,uninsured_children_raw_value,other_primary_care_providers_raw_value,disconnected_youth_raw_value,median_household_income_raw_value,children_eligible_for_free_or_reduced_price_lunch_raw_value,residential_segregation_-_black/white_raw_value,residential_segregation_-_non-white/white_raw_value,homicides_raw_value,firearm_fatalities_raw_value,homeownership_raw_value,severe_housing_cost_burden_raw_value,population_raw_value,%_below_18_years_of_age_raw_value,%_65_and_older_raw_value,%_non-hispanic_african_american_raw_value,%_american_indian_and_alaskan_native_raw_value,%_asian_raw_value,%_native_hawaiian/other_pacific_islander_raw_value,%_hispanic_raw_value,%_non-hispanic_white_raw_value,%_not_proficient_in_english_raw_value,%_females_raw_value,%_rural_raw_value,communicable_disease_raw_value,self-inflicted_injury_hospitalizations_raw_value,cancer_incidence_raw_value,coronary_heart_disease_hospitalizations_raw_value,cerebrovascular_disease_hospitalizations_raw_value,smoking_during_pregnancy_raw_value,drug_arrests_raw_value,opioid_hospital_visits_raw_value,alcohol-related_hospitalizations_raw_value,motor_vehicle_crash_occupancy_rate_raw_value,on-road_motor_vehicle_crash-related_er_visits_raw_value,off-road_motor_vehicle_crash-related_er_visits_raw_value,childhood_immunizations_raw_value,reading_proficiency_raw_value,w-2_enrollment_raw_value,poverty_raw_value,older_adults_living_alone_raw_value,hate_crimes_raw_value,child_abuse_raw_value,injury_hospitalizations_raw_value,fall_fatalities_65+_raw_value,year_structure_built_raw_value,male_population_0-17_raw_value,male_population_18-44_raw_value,male_population_45-64_raw_value,male_population_65+_raw_value,total_male_population_raw_value,female_population_0-17_raw_value,female_population_18-44_raw_value,female_population_45-64_raw_value,female_population_65+_raw_value,total_female_population_raw_value,population_growth_raw_value
IA,Van Buren County,7949.747469,0.128153021,3.012056396,3.268327063,0.036858974,0.149058653,0.336,6.7,0.256,0.592734478,0.190979458,0,163.4,16.82368775,0.063780919,0.000962729,0.000139723,0.000139723,4550,0.33,0.29,0.923076923,0.567031464,0.030880773,0.207,3.664336548,0.158044343,8.251959841,115.5597852,79.07078198,9.3,0,0.095076401,0.729890454,0.252,77.31339055,360.2,,,0.094801598,0.104938225,0.094,,0.114,0.217199804,,19.36670863,0.265962223,0.073660714,0.039273154,0.000978063,,47667,0.494186047,,,,,0.839416058,0.053410321,7157,0.229006567,0.213217829,0.002235574,0.002235574,0.005588934,0.000139723,0.016347632,0.963811653,0.008171604,0.487634484,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,Wapello County,8374.126189,0.162942457,3.346969995,3.604742362,0.074869792,0.181019098,0.346,6.4,0.296,0.668182456,0.181372531,0.266666667,685.2,35.50988554,0.071347032,0.000657481,0.000599247,0.001227029,4003,0.38,0.48,0.896825397,0.60892692,0.045575648,0.177,4.745328911,0.338248493,13.43548111,315.2468724,69.3962526,9.7,0,0.152121421,0.820631499,0.178,76.88711978,417.7,88.89453299,7.749434937,0.108614544,0.116424411,0.13,78,0.131,0.218081413,12.35753192,17.03238993,0.30711097,0.086654604,0.030923947,0.001341171,0.056994819,46981,0.452670291,51.53964621,39.58851394,5.3,11.4,0.716605877,0.127298954,35044,0.22354754,0.176606552,0.037809611,0.008446524,0.010444013,0.003424267,0.108777537,0.825505079,0.033728543,0.504280333,0.304673684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,Warren County,5269.155234,0.113871734,2.836168588,3.000125094,0.062271062,0.147345205,0.327,8.8,0.187,0.732785289,0.213567025,0.351351351,294.1,14.81998759,0.03275478,0.000543358,0.000338895,0.00019935,3311,0.51,0.56,0.951183432,0.758650898,0.027513189,0.062,3.61031622,0.240885524,12.07462116,337.0902699,54.14895886,9.2,0,0.094114381,0.839534425,0.379,80.05207869,279.8,22.44668911,,0.086374081,0.095354913,0.093,34.8,0.094,0.028760996,8.081896552,9.188043688,0.274344402,0.039327814,0.018480019,0.000378765,,76146,0.248547115,,15.26356986,,7.8,0.770098276,0.086523278,50163,0.246536292,0.155194067,0.00811355,0.003169667,0.006658294,0.001235971,0.028327652,0.942487491,0.002363083,0.507944102,0.419556517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,Washington County,6293.579348,0.12149115,2.82519782,3.160063094,0.071672355,0.139345681,0.324,8.8,0.196,0.780363067,0.199118665,0.266666667,206.8,20.95929061,0.052713871,0.000718101,0.000403932,0.000583457,3030,0.42,0.55,0.891791045,0.623179612,0.029130927,0.118,3.613783813,0.226373626,20.19658005,321.6157254,71.2392014,10.3,0,0.082774049,0.773977012,0.325,79.20889653,312.4,67.43391476,,0.089566473,0.09966066,0.095,65.7,0.097,0.015107263,,12.28477399,0.279999229,0.062283737,0.031826087,0.000538576,,59903,0.330667333,57.61127158,28.71135253,,9.9,0.725689238,0.078840163,22281,0.252053319,0.187514025,0.009335308,0.003276334,0.00556528,0.00103227,0.063147974,0.908846102,0.016896485,0.505946771,0.694618504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,Wayne County,10394.14372,0.133073822,3.139859527,3.457832805,0.060702875,0.15941219,0.379,7,0.276,0.545213181,0.186621984,0.5,125.3,19.98519615,0.074074074,0.000619963,0.000308833,,3013,0.47,0.25,0.916666667,0.551857585,0.030901904,0.247,3.804625122,0.281448539,20.14879107,117.2882946,74.74307069,9,0,0.121387283,0.769146207,0.269,77.11107242,446.6,,,0.100326352,0.110806977,0.124,,0.121,0.166606143,,24.57386681,0.265758923,0.084263065,0.051819864,0.001544163,,45384,0.548543689,,3.242597272,,,0.806537438,0.095906902,6476,0.254323657,0.213712168,0.004323657,0.002316245,0.005095738,0.000154416,0.016368129,0.960932675,0.006051437,0.510345893,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,Webster County,8305.231544,0.144590628,3.30796125,3.441588476,0.066666667,0.168527789,0.341,7.6,0.262,0.752900324,0.207362609,0.269230769,669,26.28824008,0.049920589,0.000462346,0.000710286,0.002376725,3143,0.46,0.41,0.82320442,0.665431951,0.037689091,0.165,4.683857352,0.362157976,14.68628464,469.0317071,88.37370693,8.9,0,0.115143517,0.835936053,0.137,76.91558939,408.8,37.73703576,,0.10354154,0.110025878,0.109,54.3,0.134,0.078112248,11.77056453,13.10833266,0.285704644,0.060476238,0.023114204,0.00163912,0.059549128,48712,0.546241637,46.87002338,29.20118023,,11.9,0.676644322,0.118565605,36605,0.217347357,0.180549105,0.044939216,0.005081273,0.013112963,0.000546373,0.047616446,0.872203251,0.00589182,0.482584346,0.339120827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,Winnebago County,6106.221065,0.126325555,2.944145711,3.159345013,0.061790668,0.139861939,0.336,8.3,0.248,0.868949015,0.197612055,0.333333333,75.4,15.47056296,0.041244752,0.000470323,0.000661188,9.44555E-05,2086,0.53,0.53,0.926553672,0.650306749,0.031791908,0.13,3.812066633,0.259242762,21.6348415,114.2095746,69.89044201,8.1,0,0.080786026,0.804031132,0.23,80.33729189,298.3,,,0.092898716,0.101822253,0.1,,0.105,0.054530536,,13.4536991,0.272929715,0.047594502,0.026184539,0.000472277,,54045,0.38153977,,32.80421275,,,0.74204793,0.072900159,10587,0.220364598,0.206101823,0.013601587,0.003589308,0.010106735,0.000188911,0.046472088,0.914423349,0.007310966,0.507509209,0.661236886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,Winneshiek County,4458.226578,0.104194776,2.672110687,2.997816789,0.05987055,0.128667811,0.321,8.6,0.225,0.764390198,0.225673681,0.454545455,193.2,6.148686417,0.042711491,0.001021351,0.000643533,0.002227613,2950,0.53,0.57,0.967441861,0.822714681,0.031168173,0.087,3.93093817,0.15622563,20.9133797,43.24324324,64.90172716,8.7,0,0.075151515,0.680677274,0.174,82.08534986,211.5,,,0.084111797,0.094542758,0.085,,0.099,0.034044402,,11.69848195,0.260184842,0.048615613,0.026765231,0.00099005,,59365,0.242517268,,63.26043517,,10.7,0.781115352,0.084973054,20201,0.184099797,0.200138607,0.007771893,0.001039553,0.011138063,0.00019801,0.02237513,0.95148755,0.001577207,0.503390921,0.589808131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,Woodbury County,6965.499063,0.15953142,3.350978897,3.361507504,0.067830003,0.168273875,0.353,7.9,0.264,0.944994715,0.191837819,0.220338983,606.1,31.89030362,0.071934611,0.000612966,0.000693163,0.002138066,4079,0.46,0.48,0.871670702,0.601419601,0.032055775,0.161,4.195301745,0.410298001,13.81605192,355.1479377,58.93936467,9,0,0.129608071,0.830570722,0.141,77.62651813,370.2,48.39595335,4.849389164,0.106584792,0.109086297,0.099,113.5,0.107,0.096064421,7.792460794,9.759865481,0.279464769,0.091439196,0.029100433,0.000995812,0.035796012,54528,0.554395031,63.71522295,46.98445684,1.7,5.7,0.66526359,0.102047818,102429,0.262035166,0.147370374,0.032402933,0.027794863,0.029278818,0.002225932,0.166466528,0.732722178,0.042440654,0.505755206,0.174568375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,Worth County,7859.362938,0.119532634,2.914250606,3.133661416,0.063985375,0.147830965,0.344,8.6,0.289,0.707686233,0.202542482,0.166666667,105.7,15,0.045257181,0.000264131,0.000267774,,3045,0.54,0.52,0.93,0.634527687,0.030812989,0.134,3.817592079,0.341923319,22.45113576,92.70909211,87.35936466,8.1,0,0.089622642,0.839496249,0.248,78.61222663,359.7,,,0.090113415,0.099562364,0.124,,0.104,0.025705277,,24.60350505,0.260456543,0.052359551,0.024509804,0.000133887,,55404,0.33611691,,33.02170848,,,0.806542938,0.059947299,7469,0.210336056,0.197349043,0.010175392,0.003079395,0.005891016,0.000267774,0.030258401,0.942027045,0.005084028,0.499263623,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,Wright County,6589.906662,0.150776976,3.098150654,3.369228608,0.065913371,0.149848837,0.324,8.6,0.278,0.747222012,0.192729094,0.444444444,211.4,26.5625,0.064460461,0.00046952,0.000391114,0.000547559,2907,0.47,0.29,0.935323383,0.614167295,0.03464591,0.145,4.296776567,0.351591921,29.73628609,74.17528792,70.15027748,8.8,0,0.100090992,0.795540961,0.17,79.5661489,330.5,,,0.099225214,0.107652426,0.107,56.2,0.106,0.022460637,,15.51985988,0.267266926,0.077168552,0.036094103,0.001329787,,52803,0.548629365,,42.81025376,,,0.726653522,0.081769188,12784,0.24014393,0.223482478,0.007196496,0.004693367,0.00422403,0.002190238,0.122340426,0.854974969,0.030572724,0.498044431,0.567994557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KS,Kansas,6943.728397,0.150038466,3.146195075,3.343541551,0.070732058,0.172237651,0.332,6.9,0.235,0.804134635,0.173877573,0.236363636,417.6,27.92033675,0.099407165,0.000761534,0.000574984,0.00187874,4078,0.43,0.44,0.865,0.696025431,0.036228243,0.147,4.343110894,0.288011004,13.70692766,364.5133369,72.53941853,8.1,0.40952381,0.133492595,0.823613013,0.203,78.5638226,349.1,53.24576125,6.104001107,0.094833992,0.100333159,0.098,118.6,0.129,0.082743247,11.16575907,13.51099961,0.308810522,0.122631309,0.045064192,0.001074448,0.055390899,56382,0.481613458,57.75753311,41.31305179,4.4,12.7,0.664419672,0.109686566,2913123,0.24459592,0.154323384,0.057821795,0.011899257,0.030863098,0.001177431,0.119273714,0.758549502,0.021830119,0.501580949,0.258018421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KS,Allen County,7302.075097,0.162084578,3.352408419,3.47569532,0.054368932,0.163579205,0.384,6.2,0.277,0.729638771,0.149058163,0.066666667,212.3,29.00418949,0.088052872,0.000629228,0.00055915,0.001198179,6372,0.34,0.37,0.882,0.653943104,0.048745634,0.23,4.09360318,0.25,16.51722511,318.6496146,73.45701202,9.5,0,0.107445806,0.809370771,0.145,77.35644399,406.7,,,0.103198997,0.109423644,0.15,75.1,0.152,0.195036143,,14.3435614,0.287695154,0.104127982,0.049816115,0.001038422,,42957,0.586253983,40.2355416,19.59257312,,,0.72,0.078014184,12519,0.228133238,0.202412333,0.019889768,0.009505552,0.008227494,0.000239636,0.034587427,0.903107277,0,0.509865005,0.571535413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KS,Anderson County,8362.597883,0.151582242,3.304371235,3.407224502,0.053623188,0.164792247,0.353,7.4,0.302,0.545420884,0.151321023,0.066666667,230.5,29.12621359,0.106620667,0.000383289,0.000382995,0.000382995,3745,0.52,0.25,0.936,0.641764706,0.03957529,0.179,3.988198147,0.165545784,14.05391593,237.4826836,86.62861802,9.2,0,0.12347561,0.776480887,0.317,76.76267209,400.8,,,0.102500436,0.10997425,0.123,77.6,0.147,0.077190991,,25.34624785,0.289012023,0.131014769,0.054162488,0.000638325,,46595,0.495081967,,,,,0.712414223,0.118700265,7833,0.248053109,0.216009192,0.005744925,0.00638325,0.006255585,0.000127665,0.019405081,0.949189327,0.001222494,0.501468148,0.588249815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KS,Atchison County,9029.329452,0.161155608,3.310236025,3.530851902,0.078080229,0.185478123,0.432,7.2,0.324,0.744504845,0.171170808,0.285714286,347.6,24.70717423,0.073458959,0.000488401,0.000612295,0.001347049,6492,0.37,0.26,0.853,0.642015321,0.051736357,0.189,4.842147868,0.2895157,17.70451771,288.3593869,80.12431409,9.7,0,0.103562552,0.769129288,0.238,76.45066406,459.9,,,0.103234423,0.112017343,0.097,102.2,0.169,0.05715041,,18.10688234,0.346180005,0.088288697,0.039989746,0.000918442,,45941,0.632617273,24.13828191,30.21101119,,,0.701022289,0.111251125,16332,0.23561107,0.168197404,0.048371296,0.006980162,0.006429096,0.000612295,0.030859662,0.883847661,0.001677961,0.514205241,0.341526826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KS,Barber County,8687.569385,0.146081306,3.212496206,3.261339629,0.058548009,0.174463278,0.317,8,0.278,0.549269698,0.15613876,0.333333333,207.3,38.50385039,0.114973994,0.000426621,,0.000218055,5899,0.38,0.25,0.929,0.555019305,0.028686869,0.191,5.469571001,0.234265734,40.52901024,296.803653,121.131114,7.8,0,0.080808081,0.827644332,0.223,76.7596375,368.3,,,0.099918951,0.105495717,0.105,,0.137,0.026741712,,,0.290994185,0.132240854,0.071828358,0.00130833,,47948,0.51061008,,15.24543264,,,0.694458566,0.10099889,4586,0.230702137,0.221325774,0.007631923,0.011774967,0.005887484,0.000218055,0.044701265,0.913432185,0.008839779,0.485390318,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KS,Barton County,7474.315507,0.174349768,3.488361817,3.494758253,0.069444444,0.169787312,0.39,7.6,0.246,0.748319723,0.159582096,0.136363636,357.9,36.53906992,0.123089825,0.000560224,0.000453241,0.002152893,4126,0.42,0.32,0.848,0.555080722,0.036241135,0.189,4.282770546,0.3611198,21.28851541,363.9804907,76.89577665,7.9,0,0.120300752,0.821758569,0.124,78.47872762,367.2,,,0.108007335,0.111445099,0.111,58.3,0.128,0.091707246,,17.8341009,0.274566716,0.15090981,0.05788363,0.001208642,,46934,0.639148122,43.67327717,28.51869526,,16.3,0.686746988,0.095044002,26476,0.239159994,0.186999547,0.013899381,0.009102584,0.002530594,0.000717631,0.150400363,0.812811603,0.025033562,0.50657199,0.317554383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KS,Bourbon County,8920.754252,0.16729619,3.591808943,3.673312393,0.060416667,0.199461794,0.363,7.1,0.299,0.430765175,0.159271858,0.272727273,380.6,47.9148181,0.101533397,0.000684135,0.000271113,0.000745561,5649,0.41,0.47,0.908,0.603481625,0.045043732,0.256,4.598587881,0.269819941,17.10337279,521.6501875,71.90633183,9.5,0,0.119257951,0.788970703,0.201,75.57879681,456.2,,,0.114389313,0.119218832,0.119,58.3,0.158,0.082643856,,18.34171582,0.301356114,0.127085686,0.046096456,0.001016673,,41847,0.61919105,48.34571184,28.20098501,,13.6,0.704909285,0.088527045,14754,0.258641724,0.192693507,0.028737969,0.00955673,0.012403416,0.000406669,0.02528128,0.901043785,0.001897256,0.505896706,0.479667831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KS,Brown County,7915.905092,0.163691634,3.482111084,3.516422869,0.059012876,0.183249169,0.335,7.9,0.307,0.564202724,0.145768253,0.230769231,225,44.96047431,0.10574922,0.001239157,0.000414895,0.00311171,2592,0.41,0.29,0.856,0.594488189,0.03210062,0.21,3.439106383,0.357717042,21.68525403,213.3279155,75.64451168,9.4,1,0.107317073,0.807930882,0.193,77.27826749,380.2,,,0.105941469,0.110823655,0.114,,0.138,0.035913564,,29.06807744,0.286578891,0.130842876,0.052247874,0.000518618,,45637,0.571146245,19.21959379,32.56297791,,,0.708489857,0.078059072,9641,0.25308578,0.197801058,0.011409605,0.09469972,0.004978737,0.000622342,0.046883103,0.830204336,0.001997337,0.506897625,0.684395032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KS,Butler County,7220.814025,0.131178499,3.143125884,3.359682015,0.06974107,0.17726306,0.354,7.9,0.265,0.678916211,0.177377326,0.215686275,256.2,19.37783911,0.07905509,0.000686311,0.000284099,0.001061635,4036,0.38,0.47,0.877,0.729462285,0.037626128,0.116,4.03355801,0.230453399,12.53263708,181.7321055,75.74983317,9.6,1,0.105870237,0.848035104,0.329,77.67242985,379.6,52.24053866,6.913303438,0.091181761,0.101073602,0.099,162.4,0.122,0.067657861,13.95506469,13.56828725,0.324040336,0.09419439,0.046720177,0.000478483,0.059090909,65561,0.279590044,43.26860027,22.60723268,,12.9,0.735117826,0.104007714,66878,0.257782828,0.146640151,0.018855229,0.011124735,0.013711534,0.000882203,0.047848321,0.888782559,0.004317401,0.497577679,0.404735883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KS,Chase County,7274.731898,0.141037428,3.097880181,3.274977853,,0.155445509,0.304,5.3,0.243,0.683154122,0.153883323,0.153846154,,,0.1015625,,0,,3061,0.42,0.33,0.946,0.683908046,0.026353276,0.153,4.453438358,0.284313726,14.98688647,150.2911892,74.49899426,8.6,0,0.094594595,0.741319444,0.29,78.7590882,372.5,,,0.096358032,0.102827589,0.105,658.8,0.124,0.347908767,,,0.298282685,0.118208517,0.064080944,0.000372717,,47436,0.308357349,,,,,0.784474886,0.081054688,2683,0.208348863,0.248229594,0.012299665,0.007081625,0.002981737,0,0.048825941,0.910920611,0,0.487513977,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KS,Chautauqua County,12545.36265,0.155524834,3.412129746,3.504940501,0.06122449,0.164648526,0.353,6.7,0.323,0.172799128,0.143297494,0.125,264.6,33.13253012,0.160176636,0.000296384,0.000297354,,4099,0.3,0.32,0.88,0.557664234,0.04699378,0.25,3.78619616,0.341597796,23.71072911,,128.1155369,9.1,1,0.106109325,0.752598753,0.288,74.45602667,580.1,,,0.106538422,0.112965807,0.126,,0.142,0.160145981,,,0.29146214,0.18839779,0.088765603,0.002378828,,41890,0.679442509,,,,,0.777932961,0.094368341,3363,0.208147487,0.260184359,0.007136485,0.051739518,0.001189414,0.000594707,0.038953316,0.861433244,0.00092393,0.481712757,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KS,Cherokee County,8979.364626,0.155977728,3.317534656,3.41880159,0.079678814,0.197146106,0.386,7.7,0.293,0.42873675,0.151000817,0.25,306.8,42.62574595,0.107256681,0.00019757,0.000347999,0.001391996,3529,0.34,0.4,0.912,0.638228235,0.038764266,0.235,4.184963371,0.229320229,16.29951595,318.1818182,86.69478565,9.9,0,0.107008761,0.849434798,0.199,75.39730726,473.4,,,0.104262667,0.113308237,0.136,169.4,0.144,0.050096506,,22.71632133,0.333282392,0.129780135,0.052093973,0.001640567,,42469,0.611506994,,27.69561793,,12.7,0.748746867,0.093618698,20115,0.232910763,0.188317176,0.008003977,0.041859309,0.00467313,0.003181705,0.025950783,0.879642058,0.001083368,0.505592841,0.490626302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KS,Cheyenne County,4722.055096,0.134392337,3.030959798,3.224710077,0.070484582,0.142326328,0.342,8.6,0.268,0.704328687,0.142858061,0,,33.632287,0.124743327,0.000751597,0.000745434,0.000372717,4117,0.31,0.3,0.871,0.648261759,0.025855513,0.198,4.5109631,0.21761658,30.06388576,150.5457283,89.48545861,6.2,0,0.05952381,0.717373234,0.135,83.21851165,273.6,,,0.093155698,0.100996911,0.124,,0.103,0.026139995,,,0.284487219,0.137562366,0.092624357,0.001863586,,42247,0.490291262,,,,,0.798878205,0.068457539,2683,0.215057771,0.262020127,0.001863586,0.002981737,0.017890421,0,0.068579948,0.900857249,0.009858044,0.494595602,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KS,Clark County,11023.38892,0.165295712,3.41407914,3.415183416,0.099378882,0.166099141,0.347,5.6,0.294,0.418510158,0.144504622,0,,25.1450677,0.109045849,0.000482626,0,,2737,0.41,0.29,0.946,0.681265207,0.025362319,0.186,3.44971537,0.384313726,38.61003861,187.8816346,114.187839,7.1,1,0.162162162,0.786213786,0.276,74.29693961,574.7,,,0.10703273,0.110763552,0.119,,0.118,0.333581605,,,0.291755706,0.129263914,0.065666041,0.00249501,,51621,0.516853933,,,,,0.692982456,0.094594595,2004,0.239021956,0.218562874,0.004491018,0.012974052,0.01247505,0.000998004,0.110279441,0.837325349,0.003589744,0.505988024,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KS,Clay County,8199.815988,0.129696748,3.046123363,3.140409543,0.07073509,0.148230443,0.328,7.9,0.292,0.747393087,0.157529712,0.125,131.8,25.17564403,0.067772285,0.001228049,0.000502639,0.000753958,4227,0.47,0.32,0.944,0.715966387,0.037647059,0.146,3.550874995,0.276930894,31.9292644,168.2793437,89.86908261,8.3,0,0.082962963,0.806751468,0.247,78.83523699,360.3,,,0.092169498,0.09847134,0.12,72.2,0.12,0.075175006,,,0.277538812,0.079031521,0.043674699,0.000628299,,50634,0.430894309,,19.67718765,,,0.794773928,0.078661845,7958,0.230836894,0.225936165,0.009550138,0.006785625,0.00452375,0.000879618,0.024377984,0.940688615,0.000130158,0.502513194,0.495371998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KS,Cloud County,7803.435249,0.16082438,3.393365257,3.398908043,0.055555556,0.169022333,0.373,7.2,0.298,0.672296234,0.148963408,0.214285714,238.6,28.16291161,0.096835351,0.000437159,0.000333667,0.00189078,5566,0.41,0.29,0.763,0.662289916,0.0436457,0.167,3.621447087,0.32134176,34.9726776,403.2917325,86.88663466,8.1,0,0.098360656,0.797247105,0.166,76.46347963,407.8,,,0.105915891,0.111017109,0.113,,0.135,0.121943227,,24.69173907,0.295643341,0.116885785,0.048604427,0.000667334,,46241,0.487288136,,30.92937495,,,0.733572895,0.077995176,8991,0.230563897,0.21021021,0.00856412,0.006562118,0.012456901,0.000333667,0.031253476,0.927371816,0.00023359,0.503058614,0.439840554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KS,Coffey County,6792.220068,0.133156482,2.999988821,3.254492501,0.064569536,0.155583105,0.334,7.3,0.272,0.576212068,0.161672578,0.111111111,119.3,17.68990635,0.074173369,0.000830072,0.000486381,0.001215953,4182,0.44,0.37,0.927,0.660792952,0.052618817,0.133,4.355155801,0.275804662,18.97308194,96.49404953,93.10986965,9.2,1,0.098039216,0.82451323,0.259,78.32945367,360.7,,,0.090975278,0.099872843,0.1,,0.135,0.105936284,,20.36625312,0.302897431,0.08747679,0.042574759,0.000729572,,57021,0.41370224,,17.68466206,,,0.761135858,0.079360465,8224,0.216439689,0.208657588,0.008876459,0.009484436,0.008876459,0.000121595,0.027237354,0.931420234,0.001141553,0.508633269,0.708987327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KS,Comanche County,13923.54539,0.123509534,2.852184011,3.087879823,0.079470199,0.143255797,0.308,8.5,0.283,0.555261766,0.152362679,0,217,,0.118631732,0.001074114,0,,6095,0.48,0.46,1,0.622699387,0.029284165,0.164,3.780713993,0.251282051,59.07626208,,148.8728201,7.2,1,0.043312102,0.8403452,0.114,71.69210706,535.8,,,0.088121204,0.097127098,0.114,,0.108,0.03247771,,,0.270891806,0.138378378,0.081761006,0.001675978,,46636,0.444767442,,,,,0.816804408,0.050946143,1790,0.248603352,0.25027933,0.003351955,0.010055866,0.006145251,0.001675978,0.075977654,0.894413408,0.00668693,0.519553073,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KS,Cowley County,9307.636435,0.164843307,3.493773637,3.555778286,0.076276665,0.184009714,0.383,6.9,0.256,0.71248382,0.143918163,0.269230769,343.7,36.60656094,0.105440833,0.000503454,0.000395916,0.00115947,3673,0.36,0.39,0.827,0.609964587,0.038028418,0.232,4.505623472,0.327361177,17.62089895,334.5772745,91.02636414,9.3,0,0.121986852,0.801612269,0.206,75.7350426,459.7,58.5343011,,0.108670799,0.111215248,0.111,80.9,0.142,0.136915509,17.77328768,19.07570272,0.320046607,0.130208869,0.049586777,0.000565595,0.065408253,46703,0.633983573,31.7651526,20.38149832,,12.3,0.658971362,0.096283912,35361,0.239105229,0.178162382,0.027063714,0.022623795,0.019286785,0.005203473,0.110856593,0.793303357,0.015389213,0.4978366,0.309988709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KS,Crawford County,7810.748612,0.17278681,3.504799448,3.788098801,0.074992789,0.188821367,0.331,6.3,0.255,0.788265958,0.173905761,0.111111111,382.5,27.35476593,0.113843638,0.000740476,0.000537993,0.002023877,4384,0.36,0.41,0.864,0.710943651,0.04183444,0.221,5.332819516,0.2945755,12.76682668,312.7050921,61.22980054,9.7,1,0.170594092,0.844606847,0.183,76.12643268,454.4,37.90861109,,0.113985984,0.119756013,0.102,,0.17,0.14366278,,12.74748328,0.314479349,0.138620631,0.046830706,0.001690834,0.040168324,39461,0.564145847,55.94678485,37.91483445,,8.2,0.594563911,0.156615536,39034,0.217092791,0.153712148,0.021878363,0.011630886,0.018291746,0.002792437,0.05541323,0.868012502,0.011251223,0.499077727,0.349287065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
