state,County,premature_death_raw_value,poor_or_fair_health_raw_value,poor_physical_health_days_raw_value,poor_mental_health_days_raw_value,low_birthweight_raw_value,adult_smoking_raw_value,adult_obesity_raw_value,food_environment_index_raw_value,physical_inactivity_raw_value,access_to_exercise_opportunities_raw_value,excessive_drinking_raw_value,alcohol-impaired_driving_deaths_raw_value,sexually_transmitted_infections_raw_value,teen_births_raw_value,uninsured_raw_value,primary_care_physicians_raw_value,dentists_raw_value,mental_health_providers_raw_value,preventable_hospital_stays_raw_value,diabetes_monitoring_raw_value,mammography_screening_raw_value,high_school_graduation_raw_value,some_college_raw_value,unemployment_raw_value,children_in_poverty_raw_value,income_inequality_raw_value,children_in_single-parent_households_raw_value,social_associations_raw_value,violent_crime_raw_value,injury_deaths_raw_value,air_pollution_-_particulate_matter_raw_value,drinking_water_violations_raw_value,severe_housing_problems_raw_value,driving_alone_to_work_raw_value,long_commute_-_driving_alone_raw_value,premature_age-adjusted_mortality_raw_value,child_mortality_raw_value,infant_mortality_raw_value,diabetes_prevalence_raw_value,hiv_prevalence_raw_value,food_insecurity_raw_value,limited_access_to_healthy_foods_raw_value,drug_poisoning_deaths_raw_value,motor_vehicle_crash_deaths_raw_value,uninsured_adults_raw_value,uninsured_children_raw_value,health_care_costs_raw_value,other_primary_care_providers_raw_value,could_not_see_doctor_due_to_cost_raw_value,median_household_income_raw_value,children_eligible_for_free_lunch_raw_value,homicides_raw_value,population_raw_value,%_below_18_years_of_age_raw_value,%_65_and_older_raw_value,%_non-hispanic_african_american_raw_value,%_american_indian_and_alaskan_native_raw_value,%_asian_raw_value,%_native_hawaiian/other_pacific_islander_raw_value,%_hispanic_raw_value,%_non-hispanic_white_raw_value,%_not_proficient_in_english_raw_value,%_females_raw_value,%_rural_raw_value,communicable_disease_raw_value,coronary_heart_disease_hospitalizations_raw_value,cerebrovascular_disease_hospitalizations_raw_value,self-inflicted_injury_hospitalizations_raw_value,cancer_incidence_raw_value,smoking_during_pregnancy_raw_value,drug_arrests_raw_value,alcohol-related_hospitalizations_raw_value,motor_vehicle_crash_occupancy_rate_raw_value,on-road_motor_vehicle_crash-related_er_visits_raw_value,off-road_motor_vehicle_crash-related_er_visits_raw_value,no_recent_dental_visit_raw_value,did_not_get_needed_health_care_raw_value,childhood_immunizations_raw_value,local_health_department_staffing_raw_value,reading_proficiency_raw_value,w-2_enrollment_raw_value,poverty_raw_value,older_adults_living_alone_raw_value,hate_crimes_raw_value,child_abuse_raw_value,injury_hospitalizations_raw_value,fall_fatalities_65+_raw_value,year_structure_built_raw_value,male_population_0-17_raw_value,male_population_18-44_raw_value,male_population_45-64_raw_value,male_population_65+_raw_value,total_male_population_raw_value,female_population_0-17_raw_value,female_population_18-44_raw_value,female_population_45-64_raw_value,female_population_65+_raw_value,total_female_population_raw_value,population_growth_raw_value
IN,Greene County,9140.07,0.172,3.7,3.4,0.075588122,0.242,0.341,7.7,0.284,0.520217096,0.12,0.235294118,239.8,45.77656676,0.169944547,0.000273224,0.00033556,0.000549099,95.6,0.8448,0.517150396,0.888569519,0.554808687,0.084557098,0.208,4.427644892,0.269542484,15.17911354,42.01137539,83.65055888,13.84,0.059699989,0.112922002,0.834559864,0.441,445,67.75286337,9.5,0.145,41.5,0.144,0.031642172,18.16491145,21.62489458,0.199511773,0.094516502,9990.74,0.000152527,0.139,43786,0.371534884,,32781,0.229370672,0.176382661,0.002623471,0.003538635,0.003691163,0.000274549,0.011988652,0.969769074,0.001864472,0.499954242,0.74843962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Hamilton County,3931.21,0.072,2.4,2.4,0.070608475,0.124,0.229,8.6,0.18,0.918129869,0.19,0.355263158,165.8,13.63457374,0.095166988,0.001419714,0.000734766,0.001112261,43.81,0.871268657,0.688121709,0.920653273,0.860895458,0.053113846,0.061,3.683013361,0.176048836,9.810186704,44.2474817,31.19916531,13.53,0.002613243,0.086802749,0.85268884,0.428,210.8,30.93446099,5.2,0.078,61.7,0.098,0.041899075,7.619737785,5.488342601,0.113175221,0.059647521,9392.57,0.000441534,0.065,84022,0.1167271,0.7,296693,0.290242776,0.099223777,0.038430297,0.002136889,0.054234512,0.000610058,0.037109066,0.852598477,0.010786613,0.511821984,0.056353776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Hancock County,6428.76,0.183,3.9,4,0.074795617,0.204,0.296,7.8,0.256,0.64255307,0.165,0.171428571,265,27.65944311,0.125943036,0.000747184,0.000377227,0.000502969,45.17,0.845275182,0.672025724,0.918528162,0.671454219,0.063849309,0.091,3.516612356,0.261252666,10.99629228,49.26295047,47.88475544,13.53,0,0.108699864,0.863159472,0.445,335.8,52.44924156,6.3,0.103,60.3,0.113,0.083809676,12.67477159,9.558024481,0.149573548,0.071021794,9519.48,0.000321341,0.14,67738,0.200349539,,71575,0.24832693,0.144701362,0.02139015,0.002808243,0.009039469,0.000335313,0.01964373,0.935983234,0.003633787,0.508180231,0.30446273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Harrison County,8140.55,0.133,3.7,4,0.075057358,0.134,0.34,8.4,0.277,0.371125902,0.183,0.22,235.1,34.0199028,0.142913577,0.000408852,0.000408549,0.000204274,76.48,0.882736156,0.640306122,0.925235174,0.569744392,0.070447519,0.173,4.105883407,0.286880724,11.24342004,86.15738082,71.57098308,13.66,0,0.111416781,0.854042823,0.507,386.5,49.09715782,,0.105,63.1,0.121,0.010768209,8.839192982,19.15158479,0.167956304,0.077748861,10902.91,0.00017874,0.127,50321,0.327825071,,39163,0.227740469,0.155529454,0.005387738,0.003217323,0.004085489,0.000408549,0.017159053,0.960779307,0.002763778,0.501263948,0.858474749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Hendricks County,4999.62,0.114,2.5,2.7,0.070754717,0.181,0.321,8.3,0.275,0.771822232,0.153,0.25,210.1,20.16871621,0.110811464,0.000571679,0.000454903,0.000753839,60.44,0.864361702,0.666005947,0.955371747,0.728377101,0.058589008,0.077,3.273733028,0.211482941,8.57518912,,42.55231533,13.62,0.159028839,0.095399516,0.880622934,0.429,268.5,38.93616353,5.1,0.092,135.2,0.105,0.058656597,10.21908926,9.117030613,0.132164449,0.064853968,9872.58,0.000357424,0.103,68575,0.180258303,1.2,153879,0.263193808,0.118684161,0.056375464,0.002943872,0.024044866,0.000604371,0.03433217,0.869065954,0.007715382,0.501160002,0.178469281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Henry County,8988.33,0.197,3.9,3.9,0.081260844,0.283,0.305,7.6,0.294,0.691642069,0.086,0.03030303,269.5,36.06876994,0.16436142,0.000364779,0.000326238,0.000652475,74.66,0.865342163,0.64825046,0.902278598,0.501710098,0.086260378,0.238,4.24821055,0.352701127,14.38848921,47.10791076,81.44378353,13.48,0,0.141491903,0.853303826,0.398,430.6,61.71710707,10.5,0.106,70.1,0.154,0.014662277,29.72019312,14.86009656,0.196198359,0.083841048,9659.31,0.000489357,0.134,42133,0.398823228,3.2,49044,0.210402904,0.176209118,0.025772776,0.001610799,0.003935242,0.000122339,0.016169154,0.940808254,0.003329065,0.48468722,0.428551211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Howard County,8035.23,0.195,5.1,4.9,0.073515423,0.24,0.355,6.7,0.293,0.732622777,0.136,0.257142857,304.2,47.41766665,0.153244873,0.000639718,0.00080957,0.001474142,53.56,0.834135902,0.660971223,0.894203269,0.590072963,0.082303952,0.242,4.67777955,0.348324607,17.26031696,259.0507097,77.67009026,13.49,0,0.137512787,0.856932023,0.194,406.1,38.61053553,6,0.125,122.2,0.159,0.096854565,27.8226222,13.73956652,0.185478938,0.072142459,10457.88,0.000483325,0.184,45211,0.410503348,3.8,82760,0.229180764,0.177126631,0.070444659,0.003866602,0.010306912,0.000410827,0.029470759,0.86338811,0.006906131,0.518269696,0.215354312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Huntington County,7024.5,0.144,2.8,3,0.09005507,0.257,0.327,7.5,0.302,0.840588299,0.222,0.035714286,229.8,30.64630323,0.153650647,0.00070295,0.000326167,0.00048925,92.92,0.878712871,0.556561086,0.88,0.57637245,0.07309495,0.185,3.796712054,0.252360718,18.11447265,88.57792173,62.44246949,13.38,0,0.100807868,0.827714485,0.261,379.6,43.21272183,,0.132,51,0.133,0.072952315,14.95289837,13.03586012,0.18407915,0.07709854,9337.44,0.00046207,0.124,44828,0.34982152,,36791,0.225299666,0.156695931,0.004430431,0.004566334,0.005490473,0.000543611,0.01986899,0.957109076,0.001893125,0.509173439,0.509562547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Jackson County,9015.62,0.173,3.9,4.1,0.072273986,0.232,0.377,7.8,0.303,0.701387578,0.151,0.142857143,320.3,55.77063932,0.183241176,0.000533853,0.000575162,0.000690195,68.62,0.854132901,0.593922652,0.923800813,0.473395793,0.06163522,0.178,3.696749107,0.307154277,16.0155978,262.7701375,62.28530444,13.63,0,0.11833085,0.844649505,0.252,448.7,76.48366357,7.9,0.118,83.1,0.132,0.048342923,14.22060905,16.92929649,0.215496648,0.105890989,9029.61,0.00046013,0.156,49614,0.398907104,,43466,0.241084986,0.152440988,0.008305342,0.00294483,0.013872912,0.001449409,0.062048498,0.903073667,0.024102718,0.501725487,0.437323013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Jasper County,8099.31,0.149,,4.6,0.067314365,0.271,0.325,8.3,0.26,0.561174503,0.149,0.296875,188.3,33.92018779,0.152665648,0.00047824,0.00026955,0.0002995,83.86,0.833832335,0.529816514,0.902216067,0.561992758,0.082121581,0.147,3.240580217,0.249345082,16.43950263,,74.34810502,13.33,0.006494088,0.109650924,0.848968497,0.419,377.7,56.09849715,,0.115,61.2,0.122,0.017654107,12.49482973,22.40452227,0.183303272,0.083450539,10697.64,0.00032945,,53757,0.311466058,,33389,0.248285363,0.153254066,0.007906796,0.003204648,0.004372698,0.00050915,0.057474018,0.919853844,0.004860889,0.501063224,0.68038712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Jay County,8757.93,0.203,4,4,0.086320755,0.256,0.347,7.3,0.336,0.310215029,0.102,0.352941177,210.6,41.4960923,0.167794998,0.00028082,0.000281294,0.00060947,81.31,0.817042607,0.631284916,0.93,0.432497493,0.069241379,0.272,3.701107397,0.305878149,21.99756623,85.48947084,63.67339295,13.48,0,0.112251056,0.839133714,0.243,428.3,61.8729836,,0.127,62.3,0.134,0.089481001,10.67100621,18.67426087,0.202731092,0.092087077,9831.69,0.000328176,0.179,41847,0.422586016,,21330,0.260993905,0.162775434,0.003375527,0.001640881,0.004547586,9.37647E-05,0.029395218,0.953539616,0.005556117,0.507969995,0.556533195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Jefferson County,7620.01,0.162,4.3,4.8,0.084758647,0.291,0.337,7.5,0.274,0.71617121,0.14,0.192307692,387,36.93585401,0.162816923,0.000645082,0.000616181,0.000801035,87.05,0.815878378,0.595588235,0.849224138,0.504075395,0.072905735,0.223,3.734613967,0.340608279,13.82318609,,64.66512702,13.47,0,0.124950884,0.846961365,0.249,430.9,51.47386843,,0.11,87.6,0.142,0.052741174,13.6683098,13.6683098,0.192681105,0.085768916,10874.33,0.000554563,0.155,44569,,,32458,0.211719761,0.157927167,0.018793518,0.002526342,0.007024462,0.000308091,0.023846201,0.93576314,0.008630271,0.519163226,0.450968299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Jennings County,9740.01,0.195,5.7,5.1,0.081947744,0.331,0.319,7.1,0.267,0.6,0.113,0.242424242,348,59.7826087,0.162214849,0.000497141,0.000141638,0.000672781,76.98,0.862785863,0.565217391,0.85,0.465086754,0.088206518,0.24,4.109436158,0.351112339,7.812222577,153.8569131,88.08523832,13.53,0.000550489,0.13397348,0.843275862,0.396,467.9,74.54342154,,0.112,29.1,0.147,0.081220111,22.14059276,28.68213154,0.19534176,0.084645404,9654.2,0.000389505,0.207,44554,0.463218628,,28241,0.249247548,0.142240006,0.008887787,0.001699657,0.00286817,0.000247867,0.022591268,0.954038455,0.004474694,0.497716087,0.60196319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Johnson County,6204.66,0.143,3.5,3.2,0.069525716,0.241,0.307,7.9,0.23,0.861586492,0.189,0.175,340.1,33.92690349,0.135581121,0.000858993,0.000597794,0.000584052,55.1,0.826325411,0.667311412,0.910045584,0.652699052,0.061774561,0.147,3.796848602,0.25227823,9.427966842,230.3448207,47.57020534,13.6,0,0.101614158,0.852007401,0.406,318.6,47.44315294,7,0.104,90.7,0.122,0.061124582,13.3753187,10.05741019,0.165326622,0.068478635,9645.33,0.000391658,0.114,58936,0.277443609,2.2,145535,0.257656234,0.13400213,0.015934311,0.002727866,0.023162813,0.000590923,0.034177346,0.911766929,0.007620776,0.507300649,0.13896487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Knox County,8129.74,0.202,4.6,5.3,0.0859375,0.303,0.343,7.6,0.319,0.697684703,0.136,0.25,498.4,41.95255832,0.163737155,0.000944337,0.000447911,0.001422775,60.56,0.282352941,0.553047404,0.803756158,0.587779993,0.061893325,0.238,4.441875036,0.30229671,17.83746918,87.04075473,70.81194223,14.02,0,0.130171544,0.859549243,0.21,409.5,67.2597756,7.9,0.1,96.9,0.144,0.039723261,14.13785149,15.62604639,0.195128677,0.079727759,10946.69,0.000447911,0.2,44091,,,37954,0.209938346,0.164804764,0.02832376,0.002529378,0.007614481,0.000368868,0.017811034,0.932866101,0.003675754,0.494045423,0.362148803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Kosciusko County,7315.75,0.178,3.2,3.2,0.07016358,0.219,0.313,7.8,0.228,0.697225885,0.118,0.347826087,225.5,39.56400985,0.180375469,0.000438094,0.000295012,0.001231353,77.78,0.871927555,0.589403974,0.866691249,0.528008408,0.062177176,0.178,3.800583212,0.234269318,17.39488977,60.60176261,59.22561857,13.21,0.077391869,0.121915104,0.804724409,0.213,349.2,58.39045443,6,0.097,55.1,0.121,0.070543469,11.11426015,14.07806286,0.213993738,0.102985893,8992.65,0.000256532,0.105,51603,0.341977425,,77963,0.248528148,0.147300643,0.00855534,0.003976245,0.011620897,0.000436104,0.078242243,0.889524518,0.012860089,0.501814964,0.46597637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Lagrange County,5981.14,0.139,3,3.7,0.052987817,0.193,0.338,8.2,0.271,0.38660849,0.115,0.45,88,26.22565809,0.280565027,0.000293169,0.000263186,0.000263186,58.89,0.849529781,0.59223301,0.909316354,0.266737139,0.062678063,0.193,3.556389033,0.117164709,9.861144426,41.9849033,39.17759256,13.01,0,0.139486755,0.523702798,0.301,305.1,68.26604252,6.8,0.105,22,0.134,0.004998839,,17.7008177,0.320260792,0.214421252,8062.83,0.000263186,0.129,51810,0.328145695,,37996,0.337930309,0.124855248,0.003605643,0.002631856,0.003895147,0.00018423,0.038530372,0.94591536,0.033857101,0.496210127,0.916154924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Lake County,8414.6,0.175,3.7,3.5,0.097608995,0.24,0.354,6.6,0.295,0.910065423,0.184,0.3632287,530.6,41.3516281,0.177531309,0.000563189,0.000520901,0.001334809,92.02,0.810807587,0.580936024,0.815143897,0.598170982,0.092176793,0.277,4.816077203,0.421650332,9.906445875,402.6161636,56.81522212,13.2,0.218610383,0.176337336,0.849027772,0.389,409.8,65.95822646,9,0.129,232.2,0.17,0.081162919,5.835984565,9.967399381,0.217143913,0.083770575,11839.55,0.000435441,0.153,48341,0.492001638,17.1,491456,0.247562345,0.141811271,0.245053474,0.005133725,0.014607615,0.000581944,0.177517418,0.548453982,0.024959714,0.516581342,0.039681052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,La Porte County,8893.05,0.162,3.5,3.5,0.094851234,0.266,0.339,6.9,0.268,0.742605435,0.194,0.349514563,421.6,47.22679846,0.155570414,0.000485411,0.000458299,0.00067397,69.56,0.841348812,0.632418069,0.882682403,0.528104303,0.094346181,0.269,4.29114422,0.358606475,11.7757043,181.6832491,69.50193869,13.12,0.000866842,0.142941664,0.857328482,0.275,415.5,77.30349551,9.8,0.099,192.5,0.16,0.072671552,13.37954422,15.43793564,0.187673184,0.075487867,9611.17,0.000377423,0.147,46610,0.423168503,4.2,111281,0.221223749,0.15298209,0.109425688,0.003900037,0.005616413,0.000260602,0.059030742,0.805744017,0.011440577,0.48225663,0.356275849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Lawrence County,8827.97,0.211,4,4,0.088806396,0.201,0.344,7.4,0.289,0.7398448,0.112,0.369565217,275.6,50.04605465,0.173210223,0.00036894,0.000392636,0.000567141,70.93,0.87398374,0.641608392,0.863735521,0.502927722,0.096825921,0.204,4.400442956,0.301248109,17.14484136,182.90113,77.99703611,13.75,0,0.124062165,0.859981227,0.362,432.6,60.31922791,8.7,0.156,48.6,0.155,0.036890272,13.61205038,20.72744035,0.207989182,0.085276968,9967.06,0.000305384,0.207,44435,0.389524466,4.3,45844,0.225307565,0.177275107,0.004537126,0.003708228,0.005649594,0.000305384,0.015421866,0.960910915,0.004543044,0.505387837,0.584471323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Madison County,9011.86,0.176,4.2,4.8,0.083753602,0.279,0.352,7,0.302,0.701722933,0.168,0.166666667,413.5,46.34863962,0.166406129,0.000483322,0.000467497,0.000896675,74.67,0.855263158,0.697878566,0.867445605,0.541586481,0.090029737,0.296,4.32489703,0.385307346,15.3435419,258.27184,86.08146506,13.5,0,0.139427788,0.83605723,0.362,445.6,68.9878731,6.7,0.124,145.1,0.16,0.062646398,28.29784131,12.29867719,0.200232487,0.081411889,10717.87,0.000321884,0.154,41117,0.470515508,3.9,130482,0.223318159,0.165953925,0.083107249,0.003923913,0.004866572,0.000490489,0.035782713,0.858631842,0.006120359,0.501111264,0.230886688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Marion County,8636.56,0.173,3.6,3.8,0.093286025,0.242,0.313,6.1,0.26,0.883987368,0.157,0.255376344,1100,55.35301063,0.197076292,0.000797626,0.000785323,0.002136207,64.67,0.83623348,0.608014572,0.771615605,0.598516434,0.076893235,0.301,4.7134661,0.468454525,11.88277835,1124.496377,67.85262798,13.57,0,0.174448033,0.820478618,0.282,437.5,82.9131923,9.5,0.109,474,0.192,0.080605342,16.34395186,10.3601876,0.238731525,0.093653681,10067.84,0.000924289,0.159,41478,0.550387544,12.3,928281,0.249034506,0.110768183,0.269221281,0.005125603,0.024435489,0.000671133,0.097412314,0.584040824,0.036348158,0.517579268,0.006001818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Marshall County,6765.47,0.112,3,3.1,0.063874103,0.21,0.322,7.8,0.266,0.617181356,0.111,0.097560976,138.2,34.76677649,0.193456074,0.000637972,0.000382093,0.000679276,45.93,0.874759152,0.532258065,0.89006162,0.513588913,0.077627424,0.182,4.137176652,0.261898931,17.43790405,91.14095762,60.35798234,13.17,0,0.115665357,0.793717837,0.294,333,65.815716,5,0.109,43.6,0.134,0.044221317,9.422922018,19.45377449,0.226881877,0.1199054,9543.05,0.000488229,0.127,45855,0.437363203,,47109,0.258591777,0.157740559,0.005434206,0.003523743,0.006410665,0.000636821,0.093018319,0.883758942,0.019323231,0.504086268,0.633461563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Martin County,7625.02,0.212,4.4,,0.064835165,0.175,0.306,8.4,0.317,0.724501645,0.142,0.222222222,233.9,41.25054277,0.156522765,0.000389864,0.00019685,0.00019685,61.9,0.872246696,0.609022556,0.749409449,0.590909091,0.059004421,0.214,4.304158111,0.306865178,18.51851852,89.96675142,67.92159907,13.85,0.167144729,0.109589041,0.857869096,0.418,412.6,,,0.112,,0.123,0.012437801,,16.61865721,0.182618621,0.09076175,10219.98,0.000492126,0.227,46839,0.336070752,,10160,0.231003937,0.167716535,0.002362205,0.003543307,0.003248032,9.84252E-05,0.008956693,0.97480315,0.001970137,0.493700787,0.72285659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Miami County,7246.88,0.156,4.2,4,0.088224831,0.311,0.334,6.8,0.283,0.571579546,0.195,0.15625,224.7,44.25749817,0.170842906,0.000191854,0.000193691,0.000442723,67.86,0.810572687,0.607526882,0.921112601,0.487612972,0.092730019,0.258,3.883577299,0.334487449,14.80019734,114.3603986,60.19261637,13.39,0.007004109,0.112107623,0.822841417,0.285,386.2,45.05992971,7.4,0.109,69.6,0.162,0.075928758,9.625269026,18.09550577,0.209031025,0.079766305,10099.73,0.000276702,0.116,43694,0.459571403,,36140,0.21928611,0.153375761,0.045019369,0.009380188,0.003846154,0.000359712,0.0257886,0.899667958,0.001589687,0.463530714,0.464867355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Monroe County,6028.78,0.144,3.5,3.8,0.072022767,0.178,0.228,6.6,0.19,0.880426747,0.173,0.260869565,438.9,12.58746506,0.174416837,0.000567299,0.000479251,0.001924053,42.97,0.877207063,0.625279642,0.903726462,0.77891903,0.063856559,0.178,6.465621051,0.285809966,9.502265652,272.2540718,52.80022513,13.72,0,0.244492563,0.708818069,0.157,320.2,40.0462757,5.5,0.085,141.7,0.179,0.060840944,14.80187532,8.398227134,0.198271144,0.085623275,8532.46,0.000641351,0.139,42404,0.301026308,2.9,141888,0.160492783,0.11027712,0.032878045,0.003136277,0.060392704,0.000662494,0.031651725,0.851615359,0.013438943,0.50254426,0.212482062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Montgomery County,7953.33,0.157,3.5,4,0.078091765,0.232,0.346,7.5,0.25,0.631282132,0.156,0.2,279.7,46.46757299,0.170920913,0.000444398,0.000445294,0.000812007,62.65,0.867226891,0.654822335,0.975,0.486270538,0.071568841,0.194,3.899480712,0.277178899,14.37758143,167.8202497,76.88163889,13.6,0,0.098996193,0.825900716,0.27,387.3,68.4162995,7.3,0.117,100.6,0.149,0.041380236,23.55888787,15.33197465,0.204774321,0.089077984,9337.2,0.000261938,0.132,50889,0.375486381,,38177,0.231657804,0.163265841,0.009455955,0.003902874,0.005919795,0.000340519,0.04654635,0.924509521,0.012104647,0.496869843,0.527541706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Morgan County,7987.61,0.18,3.8,2.7,0.079356756,0.242,0.336,7.8,0.301,0.645498882,0.182,0.216216216,292.7,37.82619105,0.148449691,0.000461388,0.00041558,0.00041558,74.53,0.82729805,0.644257703,0.884431953,0.542160777,0.071337939,0.187,3.874788884,0.275434243,10.23703789,,70.6711734,13.65,0.076488361,0.104910274,0.843151394,0.51,385.8,55.28076811,7.4,0.108,77.3,0.128,0.051215623,20.12769675,12.65762373,0.175927674,0.081463247,9707.44,0.000272277,0.18,56491,0.329663816,,69782,0.241466281,0.144564501,0.005488521,0.003109684,0.005201915,0.000329598,0.013957754,0.962984724,0.001828856,0.504571379,0.491378059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Newton County,9038.15,0.238,4.1,5,0.057843137,0.417,0.357,8.2,0.28,0.566905364,0.254,0.176470588,185.1,36.47686833,0.177247069,7.12048E-05,7.09874E-05,7.09874E-05,73.36,0.845070423,0.576642336,0.833806818,0.505603985,0.084184051,0.172,3.691762952,0.290563687,11.39276559,130.9451433,90.135767,13.35,0,0.110800745,0.849863804,0.454,420.3,,,0.118,,0.135,0.001334372,,34.10093878,0.204988769,0.104426434,9506.53,0.00028395,0.203,53715,0.38484718,,14087,0.222900547,0.173351317,0.005749982,0.004259246,0.002910485,0.000993824,0.05757081,0.922694683,0.00515965,0.492723788,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Noble County,7494.37,0.148,3.6,3.9,0.075235797,0.267,0.346,7.9,0.251,0.486052676,0.156,0.090909091,252.2,43.99617425,0.201711672,0.000336262,0.00025226,0.000714736,74,0.886699507,0.486891386,0.870182927,0.461433911,0.076320398,0.193,3.717933546,0.332475056,13.66062797,61.85303151,61.81509298,13.12,0.008526823,0.11932299,0.805803249,0.312,382.6,51.10665566,7.1,0.108,33.4,0.134,0.030702917,12.02302409,15.62993132,0.240669468,0.115553501,9030.95,0.00012613,0.149,48789,0.422529644,,47570,0.25928106,0.140908135,0.005276435,0.003510616,0.005150305,0.000441455,0.099075047,0.878894261,0.026396008,0.501093126,0.680494783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Ohio County,6238.19,0.22,6.2,,0.063106796,0.284,0.309,8.3,0.266,0.675913838,,0.25,263.2,37.56994405,0.159141527,,0.000333667,0.000166834,74.43,0.924731183,0.471428571,0.825,0.471949509,0.079385403,0.172,3.728736955,0.253955038,16.45007403,,65.62756358,13.37,0,0.103950104,0.880176511,0.497,307.2,,,0.119,,0.131,0,,,0.181793625,0.09348659,9520.19,0.000166834,,50518,0.29039548,,5994,0.197030364,0.19019019,0.004671338,0.001835169,0.003503504,0.000333667,0.013680347,0.970303637,0,0.50333667,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Orange County,8221.67,0.281,4.5,6.2,0.083847102,0.282,0.317,7.5,0.356,0.670866936,0.151,0.411764706,259,39.30492346,0.17034681,0.000609446,0.000303444,0.000455166,78.58,0.802469136,0.563157895,0.908486239,0.488495575,0.082432298,0.276,4.278732918,0.292548688,16.75977654,,74.5464253,13.77,0,0.133550489,0.837678937,0.302,409.5,51.29783523,,0.117,,0.156,0.027295089,,13.68866219,0.205220677,0.086771845,11782.89,0.000354018,0.203,39411,,,19773,0.240530016,0.168512618,0.011176857,0.003439033,0.003691903,0.000101148,0.011986042,0.95792242,0.002948587,0.505588429,0.834576613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Owen County,7625.71,0.16,4.3,3.6,0.070481928,0.32,0.345,8,0.273,0.524125145,0.23,0.166666667,318.1,41.52510381,0.175970467,0.000187091,0.000141503,0.000754681,50.22,0.890855457,0.541899441,0.875,0.490897807,0.085061827,0.252,3.684003004,0.277637663,9.35453695,,73.24377196,13.77,0,0.140670983,0.751769189,0.505,377.2,55.79791012,,0.122,70.6,0.145,0.002472652,11.8758577,23.09194553,0.20602939,0.095189976,9079.44,0.000377341,0.157,42994,0.409123823,,21201,0.220791472,0.166218575,0.00429225,0.003537569,0.004669591,9.43352E-05,0.011508891,0.965945003,0.004828538,0.498089713,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Parke County,7684.57,0.148,3.5,3.4,0.071158214,0.3,0.286,7.8,0.303,0.398408213,0.148,0.35,421.8,39.73168215,0.197254902,0.000351514,0.000232531,0.000581328,91.6,0.871060172,0.572164949,0.864285714,0.514181983,0.086161188,0.285,3.609099223,0.207419899,15.81814986,59.54896462,75.18014319,13.7,0.058142915,0.134087238,0.806875478,0.38,374.6,74.74857298,,0.117,160.1,0.141,0.02930195,9.069621714,23.91082088,0.2259547,0.126491647,9984.42,0.000174398,,41964,0.445284698,,17202,0.21427741,0.167829322,0.02534589,0.004127427,0.002499709,0.000232531,0.013370538,0.948610627,0.003880505,0.532496221,0.749754888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
