state,County,premature_death_raw_value,poor_or_fair_health_raw_value,poor_physical_health_days_raw_value,poor_mental_health_days_raw_value,low_birthweight_raw_value,adult_smoking_raw_value,adult_obesity_raw_value,food_environment_index_raw_value,physical_inactivity_raw_value,access_to_exercise_opportunities_raw_value,excessive_drinking_raw_value,alcohol-impaired_driving_deaths_raw_value,sexually_transmitted_infections_raw_value,teen_births_raw_value,uninsured_raw_value,primary_care_physicians_raw_value,dentists_raw_value,mental_health_providers_raw_value,preventable_hospital_stays_raw_value,mammography_screening_raw_value,flu_vaccinations_raw_value,high_school_completion_raw_value,some_college_raw_value,unemployment_raw_value,children_in_poverty_raw_value,income_inequality_raw_value,children_in_single-parent_households_raw_value,social_associations_raw_value,injury_deaths_raw_value,air_pollution_-_particulate_matter_raw_value,drinking_water_violations_raw_value,severe_housing_problems_raw_value,driving_alone_to_work_raw_value,long_commute_-_driving_alone_raw_value,life_expectancy_raw_value,premature_age-adjusted_mortality_raw_value,child_mortality_raw_value,infant_mortality_raw_value,frequent_physical_distress_raw_value,frequent_mental_distress_raw_value,diabetes_prevalence_raw_value,hiv_prevalence_raw_value,food_insecurity_raw_value,limited_access_to_healthy_foods_raw_value,drug_overdose_deaths_raw_value,insufficient_sleep_raw_value,uninsured_adults_raw_value,uninsured_children_raw_value,other_primary_care_providers_raw_value,high_school_graduation_raw_value,disconnected_youth_raw_value,reading_scores_raw_value,math_scores_raw_value,school_segregation_raw_value,school_funding_adequacy_raw_value,gender_pay_gap_raw_value,median_household_income_raw_value,living_wage_raw_value,children_eligible_for_free_or_reduced_price_lunch_raw_value,residential_segregation_-_black/white_raw_value,child_care_cost_burden_raw_value,child_care_centers_raw_value,homicides_raw_value,suicides_raw_value,firearm_fatalities_raw_value,motor_vehicle_crash_deaths_raw_value,juvenile_arrests_raw_value,voter_turnout_raw_value,census_participation_raw_value,traffic_volume_raw_value,homeownership_raw_value,severe_housing_cost_burden_raw_value,broadband_access_raw_value,population_raw_value,%_below_18_years_of_age_raw_value,%_65_and_older_raw_value,%_non-hispanic_black_raw_value,%_american_indian_or_alaska_native_raw_value,%_asian_raw_value,%_native_hawaiian_or_other_pacific_islander_raw_value,%_hispanic_raw_value,%_non-hispanic_white_raw_value,%_not_proficient_in_english_raw_value,%_female_raw_value,%_rural_raw_value
KS,Rush County,8780.249933,0.125,2.882667733,4.177996725,0.081730769,0.186,0.361,7.7,0.224,0.298037889,0.203582552,0.5,197.6,,0.102954755,0.000339328,0.000338639,,3139,0.44,0.46,0.924117931,0.629815745,0.024005054,0.203,4.031300619,0.228971963,16.96640652,118.1334908,6,0,0.073943662,0.801610542,0.298,74.56746922,500.7266431,,,0.092,0.144,0.093,0,0.098,0.106276122,,0.323,0.117245658,0.060240964,0.001693193,,,2.98181591,3.118161666,0.115794717,244.4045,0.671210127,53110,,0.413518887,,0.291527019,9.708737864,,,,,,0.724406048,0.502,56.25111737,0.774658574,0.082807571,0.868740516,2953,0.199458178,0.259058585,0.005756857,0.012190992,0.004740941,0,0.048086692,0.918726719,0.001120658,0.486962411,1
KS,Russell County,9658.93756,0.13,3.044591951,4.40113081,0.053030303,0.189,0.375,7.7,0.232,0.680765207,0.193993489,0.307692308,160.4,23.55808286,0.12330407,0.00058789,0.000447561,,3636,0.33,0.32,0.930822932,0.706497386,0.02409997,0.198,4.32288979,0.07436919,19.106408,101.5375689,6.1,1,0.099502488,0.862023653,0.177,75.58505605,511.7170905,,,0.097,0.149,0.094,,0.11,0.081568459,,0.329,0.151044608,0.056899935,0.001641056,,,2.953370705,2.723410483,0.024275191,3260.257,0.68544526,48071,,0.539278132,36.56778951,0.302406857,11.65501166,,25.9115625,,,,0.650469043,0.619,2.350199153,0.801706485,0.111072302,0.844709898,6703,0.224973892,0.250186484,0.012680889,0.013277637,0.006265851,0.000596748,0.043860958,0.906608981,0.001266224,0.499627033,0.41061693
KS,Saline County,7918.154977,0.134,3.209205335,4.547929904,0.069499686,0.191,0.381,7.9,0.246,0.802478684,0.174972907,0.236842105,352.2,27.61104442,0.108921794,0.000964284,0.000816508,0.003748515,2292,0.51,0.55,0.933445753,0.664458481,0.029925442,0.151,4.231773359,0.242741552,15.02058376,84.79335749,7.2,1,0.120446266,0.814860062,0.09,77.70656784,394.968784,45.58969277,4.75304815,0.097,0.144,0.101,144,0.113,0.060279804,16.61017158,0.349,0.131588418,0.05373205,0.001373219,0.915553719,0.092881356,2.835814232,2.785063127,0.052782027,4749.733333,0.757801173,57643,,0.534286437,36.19870901,0.25742935,9.957754979,4.949553628,19.14477753,14.68283247,12.76463831,,0.604956843,0.727,258.8946983,0.664323295,0.106509154,0.856449565,53888,0.23003266,0.188910333,0.030730404,0.008239311,0.02269522,0.000983521,0.123144299,0.790064578,0.005835814,0.500334026,0.145901521
KS,Scott County,7052.261771,0.15,3.140476316,4.233934343,0.095132743,0.192,0.355,8.8,0.254,0.842748981,0.188920374,0.285714286,207.3,23.97868561,0.140811456,0.000835073,0.000389788,0.000389788,3723,0.43,0.29,0.839976026,0.5,0.015884222,0.095,4.44677636,0.118169399,16.70146138,106.109456,5.9,0,0.043256998,0.806636156,0.155,78.29029576,362.1386467,,,0.102,0.147,0.103,,0.076,0.045010553,,0.33,0.162524655,0.095679012,0.001169363,0.975,,3.201098476,3.131619299,0.02248205,2757.156,0.569893206,66233,,0.475103734,,0.191566138,6.079027356,,,,40.52450285,,0.732192846,0.671,162.9079389,0.56388496,0.107509454,0.760490335,5131,0.268368739,0.195478464,0.006431495,0.012278308,0.010134477,0.00155915,0.196452933,0.773533424,0.037029375,0.49561489,0.261142626
KS,Sedgwick County,8908.839297,0.136,2.913838139,4.744223121,0.079598731,0.19,0.346,7.2,0.223,0.821829469,0.181885709,0.162337662,687.2,27.91904248,0.120336371,0.000890544,0.000691067,0.00250273,2197,0.39,0.56,0.895531597,0.669622291,0.045847283,0.166,4.389695074,0.261945457,9.944086154,88.06952988,6.3,0,0.137377681,0.821645231,0.164,76.47290252,426.5373057,58.38862559,6.7352853,0.093,0.15,0.106,210.7,0.129,0.093973134,23.03885758,0.349,0.151541515,0.048358841,0.001672305,0.857762919,0.086103209,2.815821807,2.746626157,0.16266845,2837.4592,0.754166355,60540,,0.575644193,53.56070296,0.260059465,6.674146313,7.564769866,20.84910184,17.74593261,12.4318093,,0.620029382,0.688,291.6973995,0.62014925,0.112589779,0.880400854,523828,0.252367189,0.154489642,0.086348954,0.013641882,0.045684843,0.000906786,0.157129821,0.668738594,0.026833105,0.504050948,0.076586438
KS,Seward County,7224.589222,0.201,3.467689743,3.980218344,0.059957924,0.191,0.413,8.4,0.339,0.90534511,0.165858937,0.380952381,532,48.77239549,0.208122674,0.000380264,0.000321884,0.000919667,2188,0.17,0.37,0.704223169,0.424537988,0.027881983,0.161,3.484188128,0.172107675,13.30924993,67.81897832,6.5,0,0.147540984,0.739692424,0.112,78.08446815,361.3210122,44.09981258,,0.116,0.145,0.134,202.1,0.08,0.076801558,,0.323,0.26169977,0.109838069,0.001057617,0.84632,,2.44308878,2.55631728,0.042737378,-3865.158,0.76986622,61897,,0.808875049,41.95003389,0.231287461,2.453385672,,17.69183723,10.08119948,16.05332272,,0.480399274,0.575,125.6716647,0.638294937,0.099985957,0.849220582,21747,0.310341656,0.1099462,0.033613832,0.016324091,0.026026578,0.002207201,0.646112107,0.279394859,0.173346545,0.484710535,0.11428198
KS,Shawnee County,9104.468691,0.133,3.057084455,4.616896361,0.072857332,0.173,0.373,7.6,0.22,0.875282965,0.179699398,0.158415842,772.3,28.48498833,0.093308173,0.000721595,0.000667549,0.003651887,3302,0.52,0.62,0.932002793,0.67665644,0.031095182,0.164,4.286866316,0.241575983,15.39781476,98.679833,9.3,0,0.130837888,0.806039393,0.12,76.26358528,434.7159061,65.44738391,7.955138237,0.092,0.142,0.107,150.3,0.105,0.1077915,19.42029477,0.319,0.114131149,0.04347515,0.002400933,0.876008443,0.063850064,2.922296847,2.877300239,0.11404605,3962.47646,0.849828702,56625,,0.522916207,44.13066616,0.272353201,9.54941591,9.647566361,21.66825693,20.63818222,13.26540375,,0.650543024,0.713,302.5605964,0.668549193,0.11165997,0.797389683,178264,0.232817619,0.191289324,0.07682987,0.014433649,0.015348023,0.001340708,0.133588386,0.728554279,0.013734125,0.512902212,0.158244068
KS,Sheridan County,8279.732007,0.118,2.773028127,4.106661582,0.055555556,0.179,0.378,8.2,0.226,0.573355129,0.201196461,0,198.3,,0.074132492,0.000793651,0.000403551,,4904,0.45,0.29,0.958406561,0.760948905,0.018430034,0.131,4.945711977,0.1728,39.68253968,95.16256939,5.5,0,0.079295154,0.658554572,0.251,77.83892495,346.6650263,,,0.088,0.14,0.087,0,0.07,0.120112015,,0.321,0.086590038,0.050955414,0.002017756,,,,2.981260294,0.021037241,874.49705,0.692473118,58786,,0.40647482,,0.218215221,,,,,,,0.77688172,0.601,3.887508465,0.77689243,0.073170732,0.868525896,2478,0.254640839,0.236077482,0.004842615,0.006860371,0.00322841,0,0.057304278,0.919693301,0.002585093,0.490718321,1
KS,Sherman County,7221.925496,0.12,2.836314881,4.241029508,0.075728155,0.174,0.366,6.7,0.215,0.785220179,0.202970228,0,405.6,24.74062251,0.115864528,0.0001731,0.000678541,0.000339271,2821,0.28,0.39,0.902633679,0.680693069,0.025210084,0.179,5.188903214,0.330326162,22.50302925,94.95387954,5.3,0,0.121807466,0.703628349,0.09,78.16079886,341.6697391,,,0.088,0.14,0.089,,0.082,0.238088738,,0.324,0.140172029,0.060734463,0.001865988,0.825,,3.405207962,3.51725244,0.015153961,745.957,0.654087719,54207,,0.437430786,,0.255206892,7.832898172,,,,,,0.611434978,0.625,12.43181437,0.632871818,0.142267095,0.894149174,5895,0.243596268,0.203392706,0.0086514,0.00610687,0.004749788,0.001357082,0.125360475,0.839525021,0.001254031,0.49245123,0.242429285
KS,Smith County,6827.523961,0.125,2.918725894,4.356346903,0.056680162,0.188,0.359,7.7,0.22,0.62745098,0.194308641,0.5,223.3,14.32664756,0.094972067,0.001410835,0.000559284,,5818,0.54,0.35,0.961655277,0.696661829,0.017395626,0.148,4.028008422,0.165289256,36.68171558,105.3799224,5.9,0,0.055882353,0.825474587,0.148,79.6174838,301.4184459,,,0.093,0.145,0.093,0,0.095,0.112898829,,0.312,0.110864745,0.059219381,0.001957494,,,3.488517342,3.307530649,0.038087405,3346.596,0.642057692,49756,,0.464419476,,0.257416191,9.852216749,,,,,,0.741811847,0.584,38.22301799,0.837377049,0.042127072,0.849180328,3576,0.206935123,0.28803132,0.003914989,0.007270694,0.005033557,0.000838926,0.026565996,0.937080537,0.001181684,0.497762864,1
KS,Stafford County,9748.19762,0.14,3.102292497,4.516458266,0.03021978,0.188,0.365,8,0.253,0.457760314,0.183304775,0.142857143,144.4,32.84671533,0.147351525,0.000247158,0.000247893,0.000495786,2603,0.38,0.38,0.922110553,0.700123916,0.022222222,0.186,3.600123162,0.200199203,17.30103806,158.6919933,6.6,1,0.096045198,0.806233766,0.277,75.47579002,513.905215,,,0.099,0.145,0.099,,0.096,0.081117429,,0.324,0.171336702,0.093686354,0.000495786,,,3.00615898,3.147589362,0.088176677,364.1686,0.860069597,52542,,0.546391753,,0.239180085,4.098360656,,,,37.50681942,,0.681407035,0.557,14.84522072,0.804583068,0.061712011,0.786760026,4034,0.243430838,0.218641547,0.005453644,0.02131879,0.005205751,0.000495786,0.135101636,0.825979177,0.008803729,0.488596926,1
KS,Stanton County,7980.117462,0.172,3.335469485,4.259385003,0.071038251,0.192,0.394,8.5,0.289,0.740882918,0.174384882,0.333333333,448.7,25.0965251,0.18245391,0,0,,2598,0.25,0.3,0.81558642,0.348101266,0.018953069,0.13,3.973882043,0.316436252,20.31488065,109.083697,5.5,0,0.06122449,0.827510917,0.136,78.07472595,375.5360414,,,0.109,0.146,0.118,,0.1,0.026490674,,0.331,0.212328767,0.130360206,0.000978474,,,3.320161277,3.539271013,0.004758886,818.3145,0.781839343,65457,,0.591208791,,0.150511023,15.15151515,,,,,,0.572693727,0.47,,0.76618705,0.038157895,0.8117506,2044,0.287181996,0.176125245,0.008806262,0.023483366,0.003424658,0.001956947,0.401174168,0.542563601,0.038854806,0.492172211,1
KS,Stevens County,7282.936012,0.174,3.399933617,4.376912443,0.042944785,0.198,0.408,7.8,0.29,0.283619048,0.181333414,0,237,26.89313517,0.196340919,0.000371195,0.000377858,0.000755715,3873,0.13,0.43,0.738667478,0.458623357,0.020804438,0.142,3.18628921,0.08538163,20.41573868,76.00984509,6.1,0,0.157024793,0.82257375,0.223,79.80570561,357.6885276,,,0.111,0.15,0.117,,0.096,0.106917945,,0.335,0.230563003,0.129052765,0.000566786,0.942857143,,2.877702955,3.021916232,0.045399622,909.518275,0.758085005,64368,,0.615646259,,0.213040641,2.840909091,,,,35.68242641,,0.573728814,0.592,,0.673087819,0.124040921,0.815864023,5293,0.289438882,0.15416588,0.007368222,0.018137162,0.005290006,0.002645003,0.389760061,0.578310977,0.072665056,0.509540903,0.312368973
KS,Sumner County,10086.23751,0.134,3.096065778,4.38930822,0.068231441,0.197,0.373,7.7,0.225,0.563354481,0.181058862,0.176470588,411.6,22.02898551,0.10362173,0.000265745,0.000357382,0.000982801,2820,0.32,0.49,0.933425161,0.645482234,0.041173731,0.154,4.607670828,0.12398484,15.94472495,74.01537778,7.6,1,0.109399894,0.815506393,0.458,75.54779926,458.2037025,71.59477358,,0.099,0.146,0.099,133,0.132,0.047149019,,0.333,0.125596564,0.053628888,0.000491401,0.907692308,,2.884460538,2.799181328,0.043492818,1494.179033,0.815682587,58342,,0.441184767,,0.227469062,7.385524372,,19.04713296,13.93230641,17.911849,,0.634795237,0.638,74.07269172,0.715131212,0.077380259,0.820435511,22385,0.241635024,0.198123744,0.013357159,0.013625195,0.005986151,0.000402055,0.060620952,0.882823319,0.004847287,0.496225151,0.628543013
KS,Thomas County,10683.40905,0.122,2.900801188,4.24455213,0.067754078,0.178,0.377,7.4,0.223,0.780958386,0.201622233,0.333333333,411.5,17.03577513,0.116545093,0.000519346,0.000507808,0.001904278,3359,0.5,0.31,0.920764483,0.748590755,0.018314158,0.109,4.006531516,0.080952381,19.47546092,87.47105737,5.4,0,0.134814815,0.811408901,0.091,76.01664272,468.0873622,,,0.091,0.144,0.092,,0.081,0.176603819,,0.307,0.138691323,0.065251989,0.002285134,0.855769231,,2.754336223,2.751039468,0.041253188,4711.7505,0.68235648,61169,,0.392140468,,0.228122088,1.949317739,,28.13644654,,21.95188878,,0.665502183,0.65,120.934205,0.697409981,0.081231576,0.876816172,7877,0.240319919,0.185095849,0.010156151,0.010663958,0.006855402,0.001015615,0.07947188,0.885235496,0.009202869,0.502729466,0.308481013
KS,Trego County,5796.989355,0.122,2.874854015,4.434757998,0.081896552,0.182,0.364,8.9,0.227,0.714031339,0.202464375,0.285714286,,22.85714286,0.105917454,0.000725163,0,0.000716076,5322,0.39,0.24,0.947001395,0.633986928,0.021141649,0.106,3.727132614,0.116634799,25.38071066,92.13323884,5.3,0,0.02173913,0.804333108,0.241,79.37465713,330.2173949,,,0.091,0.145,0.091,0,0.082,0.027974945,,0.31,0.118151815,0.067567568,0.001432152,,,2.819052822,2.638881876,,-302.4473,0.65755733,56619,,0.359375,,0.199226408,7.633587786,,,,,,0.716483517,0.624,14.57388731,0.822852761,0.049411765,0.888803681,2793,0.186895811,0.264232009,0.006086645,0.004654493,0.004654493,0.000358038,0.032223416,0.93698532,0,0.486931615,1
KS,Wabaunsee County,7462.851233,0.111,2.626135738,4.113246271,0.04805915,0.167,0.365,7.8,0.219,0.143958121,0.209101581,0.411764706,245.3,15.44660846,0.095573254,0.000434405,,0.000717772,3036,0.47,0.56,0.964187328,0.744695898,0.024521692,0.084,3.264830082,0.136642157,11.58412974,89.85246804,8.1,1,0.065573771,0.727990285,0.464,79.69316995,338.6020641,,,0.084,0.14,0.086,0,0.084,0.128797541,,0.305,0.108848865,0.06528371,0.000143554,,,3.390196564,3.389167211,0.047215567,3065.3325,0.725057498,72031,,0.313089005,,0.177812331,5.208333333,,,,28.88146223,,0.745367717,0.642,8.490899759,0.806858494,0.047020673,0.779661017,6966,0.230404823,0.213465403,0.008039047,0.009618145,0.004593741,0,0.044071203,0.913293138,0.001539172,0.486505886,1
KS,Wallace County,,0.128,2.895607303,4.04697681,,0.18,0.353,7.6,0.225,0.352513228,0.200005741,0,,,0.105485232,0,0,0.00132626,,0.4,0.4,0.957009346,0.766025641,0.016910936,0.191,3.499700588,0.095490716,19.53125,,5.2,0,0.05511811,0.717270195,0.203,,,,,0.093,0.14,0.095,0,0.115,0.084551141,,0.321,0.118925831,0.083333333,0.00066313,,,,,,627.1496,0.691139241,59241,,0.355769231,,0.274927837,,,,,,,0.714285714,0.545,,0.696374622,0.034013605,0.882175227,1508,0.272546419,0.233421751,0.00862069,0.00530504,0.00198939,0,0.074933687,0.893236074,0.000703235,0.49933687,1
KS,Washington County,5308.828933,0.128,3.000183419,4.106188062,0.072978304,0.19,0.401,7.5,0.232,0.327305606,0.199528261,0,148,,0.120965755,0.000552792,0.000181455,,4252,0.45,0.19,0.936754795,0.608815427,0.017303297,0.111,3.500038148,0.123003195,33.16749585,69.63788301,7.1,1,0.083690987,0.813117345,0.255,80.32550254,283.4585039,,,0.094,0.144,0.092,,0.088,0.154912596,,0.325,0.13946061,0.079109063,0.000544366,,,3.452565948,3.13584218,0.155074947,669.844605,0.712038421,55590,,0.408084697,,0.226425616,7.751937985,,,,,,0.698909091,0.631,11.43849946,0.783201407,0.060324826,0.696569921,5511,0.239883869,0.240428234,0.005625113,0.004899292,0.008165487,0.000544366,0.045908184,0.928325168,0.012247278,0.489021956,1
KS,Wichita County,12232.84916,0.135,2.869059741,4.007231991,0.069892473,0.165,0.368,9,0.242,0.73605948,0.185067726,0.285714286,236,,0.168427595,0.00048216,0.000480307,,4767,0.51,0.45,0.865979381,0.640856672,0.019508058,0.127,3.61792276,0.1812749,38.57280617,,5.7,0,0.069518717,0.673631841,0.152,74.86245838,460.4268431,,,0.092,0.137,0.1,0,0.079,0.02166112,,0.325,0.187558907,0.131578947,0.00192123,,,2.79975327,3.015079291,0.009909752,83.11816,0.919575354,58549,,0.488997555,,0.206049634,,,,,,,0.656271186,0.575,,0.780379041,0.062790698,0.876254181,2082,0.259846302,0.215177714,0.01104707,0.013448607,0.003842459,0.000480307,0.289145053,0.682036503,0.040218471,0.462055716,1
KS,Wilson County,9826.542668,0.148,3.273904254,4.805731381,0.067867036,0.215,0.387,7.2,0.25,0.366535251,0.190021353,0.1875,199.4,30.8674827,0.101847466,0.000478355,0.000351865,0.000117288,3140,0.41,0.38,0.906582447,0.628916987,0.040135523,0.217,4.438501953,0.285849953,22.72183688,137.3690338,8.7,0,0.130727763,0.812368973,0.195,75.61224984,451.2324175,,,0.105,0.157,0.101,,0.14,0.077565016,,0.333,0.121901758,0.055722892,0.00140746,,,2.833306075,2.648419004,0.045409406,3889.309333,0.888864013,46829,,0.565016502,,0.23186487,3.629764065,,28.72531192,25.61117579,39.45162245,,0.603203661,0.558,15.85438877,0.746316094,0.118674699,0.745449292,8526,0.240441004,0.23176167,0.005981703,0.014895613,0.004926108,0.00070373,0.037414966,0.915904293,0.002082823,0.501290171,0.726857264
KS,Woodson County,7813.336415,0.141,3.18297159,4.46720228,0.057522124,0.206,0.366,7.2,0.255,0.11011236,0.189102914,0.166666667,286.8,43.41085271,0.115870153,,0.000322373,0.000322373,1618,0.29,0.41,0.906157113,0.591805766,0.034685864,0.188,3.428333081,0.191558442,9.950248756,115.0306749,8.3,0,0.114982578,0.792332268,0.297,76.59928533,488.8550755,,,0.102,0.151,0.1,,0.131,0.098394268,,0.327,0.135250918,0.061488673,0,,,3.313076148,3.083675095,,2651.252,0.818319975,41706,,0.55733945,,0.231429531,,,,,,,0.61471173,0.55,42.68981227,0.850444624,0.057740586,0.792239289,3102,0.197936815,0.255963894,0.005480335,0.01450677,0.001611863,0,0.032882012,0.919084462,0.003664224,0.488394584,1
KS,Wyandotte County,10611.77203,0.197,3.949157431,4.810457337,0.091130472,0.232,0.46,6.8,0.322,0.927158853,0.170277569,0.19379845,852.3,44.41966107,0.157209336,0.000514326,0.000401087,0.001789926,4478,0.38,0.5,0.811655793,0.529318914,0.046780684,0.223,4.421658384,0.323141026,9.862947388,91.86353297,9.4,0,0.180109762,0.779658794,0.243,74.65876968,510.7671339,77.34668199,7.52979415,0.12,0.146,0.136,346.7,0.129,0.135764463,17.53968606,0.378,0.199011713,0.064569979,0.001484621,0.727050487,0.088143872,2.513287142,2.414838536,0.138314811,-429.87825,0.887083528,54943,,0.76138986,42.41197082,0.304115174,5.40206822,21.38866331,17.15423184,30.419191,16.78053666,,0.564266905,0.606,374.3482793,0.598863375,0.138300405,0.830228968,167046,0.27545706,0.131209368,0.209469248,0.013768663,0.056253966,0.003974953,0.307520084,0.395807143,0.077341915,0.499712654,0.060626647
KY,Kentucky,9992.903252,0.195,4.250916932,5.475658096,0.087819232,0.222,0.37,6.5,0.293,0.699361228,0.168304458,0.254672897,419.7,29.06336681,0.069221965,0.000644815,0.000661508,0.002738505,3727,0.36,0.48,0.876549828,0.626335255,0.046742388,0.212,4.956513942,0.257318709,10.37243612,100.5358159,8.2,0.158333333,0.131544661,0.801413959,0.303,75.08176525,491.3970268,54.69469871,6.343130121,0.139756137,0.179559326,0.114,210.3,0.129,0.063943268,35.62129184,0.391391662,0.079650884,0.042647118,0.001709986,0.919151872,0.078948818,3.087769906,3.008759242,0.204630008,1541.833,0.783390709,55532,,0.56209981,62.15476497,0.310992529,6.093847479,6.312807376,17.06304659,17.25213252,17.28476201,,0.635497442,,344.7068508,0.677906175,0.112607866,0.836348818,4509394,0.225287921,0.170812309,0.083664235,0.003111061,0.017053289,0.001068658,0.041687198,0.83511066,0.010860984,0.504614367,0.416195265
KY,Adair County,10423.50832,0.213,4.7659412,6.223056799,0.085714286,0.254,0.397,7.4,0.325,0.435486431,0.170779898,0.25,187.5,20.86124402,0.075505015,0.000306827,0.000105641,0.00258821,3493,0.31,0.32,0.851857733,0.507329969,0.04967662,0.351,5.018021649,0.111646586,4.091025313,92.00202611,7.9,0,0.121863799,0.812855981,0.284,74.73224789,482.0089512,83.9034465,,0.145,0.194,0.113,53.2,0.152,0.034038066,,0.393,0.087669683,0.040331197,0.001373336,0.975,,2.804596169,2.873268923,0.003527523,1420.344,0.932875007,42112,,0.686969931,56.06412778,0.400740882,5.567928731,,19.04922485,12.40476757,27.41390552,,0.571810767,0.618,11.579011,0.76647315,0.090964129,0.769521045,18932,0.193587577,0.188992183,0.029421086,0.004172829,0.00591591,0.000686668,0.026621593,0.919818297,0.00178432,0.498837946,0.754556175
KY,Allen County,10247.6189,0.208,4.576954891,5.834036108,0.104563836,0.251,0.379,7.2,0.32,0.258451525,0.170561425,0.379310345,201.7,29.42561205,0.074346835,0.000140825,0.000240419,0.00062509,3453,0.28,0.44,0.859205522,0.538492222,0.040476726,0.246,4.535153584,0.245599503,5.163591982,113.0061536,7.9,0,0.143326759,0.790164322,0.439,74.73103295,512.5856602,61.41877367,,0.141,0.194,0.11,117.6,0.137,0.086515194,29.80859743,0.41,0.085101254,0.046801553,0.000480839,0.93,0.175862069,3.222051952,3.199159679,0.010974022,2334.893,0.785413993,51485,,0.609282423,80.03807172,0.274351753,3.147128246,8.884150675,20.24834749,24.69042012,20.50188617,,0.588312912,0.623,11.47689545,0.755931315,0.126962642,0.758946127,20797,0.227532817,0.178920037,0.012742222,0.003462038,0.00399096,0.000240419,0.025003606,0.94167428,0.003672477,0.499831707,0.786981359
KY,Anderson County,9579.687504,0.178,4.214383479,5.82270589,0.077857537,0.225,0.36,7.9,0.299,0.294147241,0.174892741,0.315789474,285.8,31.92606595,0.07165109,0.000262778,0.000457666,0.000707302,3889,0.28,0.47,0.911332473,0.647058824,0.039639489,0.128,4.080141534,0.198183761,10.07313975,110.6733366,8.6,0,0.09373203,0.819228983,0.466,75.36869527,452.7686125,65.40527914,,0.125,0.184,0.099,104.8,0.131,0.023325396,45.42590449,0.383,0.080107683,0.050644567,0.000540878,0.94,,2.886619356,2.900250551,0.013168739,4006.029,0.760458711,67773,,0.454844908,47.63217573,0.249007717,7.874015748,,18.84660218,14.16618708,13.39183226,,0.773816482,0.758,66.86654574,0.789584023,0.08457091,0.855897606,24035,0.233700853,0.165758269,0.021926357,0.003702933,0.007322655,0.000540878,0.023548991,0.927771999,0.002667028,0.50368213,0.416973998
KY,Ballard County,8180.598941,0.206,4.567850755,5.747647809,0.081227437,0.249,0.395,8.1,0.317,0.333980331,0.173188178,0.25,253.5,36.40776699,0.081601877,,0.000259909,0.000129955,3022,0.44,0.52,0.892091515,0.604923798,0.05018857,0.219,5.000388735,0.146386658,16.73317029,103.1991744,8.7,0,0.084828711,0.916718653,0.251,76.50003497,439.6866504,,,0.141,0.192,0.113,105.2,0.134,7.48232E-05,,0.389,0.089039548,0.061387354,0.000389864,0.925,,2.871354436,2.710037763,0.034807818,50.96875,0.719659124,53491,,0.6005386,14.33967173,0.264063113,8.064516129,,,,33.81926274,,0.678714859,0.625,44.91369709,0.811544992,0.072927784,0.839388795,7695,0.206757635,0.215854451,0.035997401,0.003118908,0.004678363,0.000519818,0.017153996,0.917348928,0,0.499415205,1
KY,Barren County,8953.300375,0.231,4.847770807,5.900562544,0.079826575,0.269,0.377,6.4,0.34,0.531370125,0.158406266,0.190476191,332.2,38.80856615,0.085012133,0.000835214,0.000359195,0.001998024,3568,0.35,0.5,0.842441937,0.49007237,0.05318323,0.263,4.386428534,0.276128663,7.674943567,91.14860851,8.2,0,0.17277023,0.792285876,0.293,75.27101228,484.7476178,43.3223423,5.885363357,0.152,0.199,0.122,92.3,0.178,0.075933219,15.06875118,0.377,0.096506345,0.056158017,0.00159393,0.933702749,0.084784601,3.012238201,2.941688121,0.080235782,-1639.267333,0.766801749,49245,,0.543544691,53.60920386,0.325515281,6.769462204,,25.2857618,18.59250223,21.48178768,,0.606991525,0.695,90.0068312,0.666319986,0.145673077,0.833535564,44544,0.238011853,0.180248743,0.040027838,0.004175647,0.008216595,0.002402119,0.036144037,0.896708872,0.005742708,0.513626976,0.632750812
KY,Bath County,13512.41025,0.231,4.915222779,5.879963099,0.086956522,0.269,0.393,7,0.349,0.368392157,0.168340901,0.545454546,200,42.04545455,0.071052893,0.000240365,7.82595E-05,0.003052121,4431,0.3,0.39,0.820171266,0.432952924,0.057642487,0.307,5.444463182,0.246350365,4.006089256,114.3888253,8,0,0.106735751,0.826838879,0.327,71.95064787,607.7317543,118.8683731,,0.153,0.199,0.12,58.8,0.186,0.009201716,37.46922171,0.387,0.080818054,0.04865557,0.001017374,0.875,,3.1957283,3.44082852,0.020518765,1020.27,0.946761,43410,,0.660443996,51.12107623,0.352798894,3.546099291,,,19.33332259,27.7447025,,0.610966341,0.607,12.55606244,0.744533221,0.083951763,0.795626577,12778,0.252699953,0.172249178,0.013069338,0.002269526,0.005634685,0.001017374,0.018547504,0.947800908,0.001352037,0.503756456,1
