state,County,premature_death_raw_value,poor_or_fair_health_raw_value,poor_physical_health_days_raw_value,poor_mental_health_days_raw_value,low_birthweight_raw_value,adult_smoking_raw_value,adult_obesity_raw_value,food_environment_index_raw_value,physical_inactivity_raw_value,access_to_exercise_opportunities_raw_value,excessive_drinking_raw_value,alcohol-impaired_driving_deaths_raw_value,sexually_transmitted_infections_raw_value,teen_births_raw_value,uninsured_raw_value,primary_care_physicians_raw_value,dentists_raw_value,mental_health_providers_raw_value,preventable_hospital_stays_raw_value,mammography_screening_raw_value,flu_vaccinations_raw_value,high_school_completion_raw_value,some_college_raw_value,unemployment_raw_value,children_in_poverty_raw_value,income_inequality_raw_value,children_in_single-parent_households_raw_value,social_associations_raw_value,violent_crime_raw_value,injury_deaths_raw_value,air_pollution_-_particulate_matter_raw_value,drinking_water_violations_raw_value,severe_housing_problems_raw_value,driving_alone_to_work_raw_value,long_commute_-_driving_alone_raw_value,life_expectancy_raw_value,premature_age-adjusted_mortality_raw_value,child_mortality_raw_value,infant_mortality_raw_value,frequent_physical_distress_raw_value,frequent_mental_distress_raw_value,diabetes_prevalence_raw_value,hiv_prevalence_raw_value,food_insecurity_raw_value,limited_access_to_healthy_foods_raw_value,drug_overdose_deaths_raw_value,motor_vehicle_crash_deaths_raw_value,insufficient_sleep_raw_value,uninsured_adults_raw_value,uninsured_children_raw_value,other_primary_care_providers_raw_value,high_school_graduation_raw_value,disconnected_youth_raw_value,reading_scores_raw_value,math_scores_raw_value,median_household_income_raw_value,children_eligible_for_free_or_reduced_price_lunch_raw_value,residential_segregation_-_black/white_raw_value,residential_segregation_-_non-white/white_raw_value,homicides_raw_value,suicides_raw_value,firearm_fatalities_raw_value,juvenile_arrests_raw_value,traffic_volume_raw_value,homeownership_raw_value,severe_housing_cost_burden_raw_value,broadband_access_raw_value,population_raw_value,%_below_18_years_of_age_raw_value,%_65_and_older_raw_value,%_non-hispanic_black_raw_value,%_american_indian_&_alaska_native_raw_value,%_asian_raw_value,%_native_hawaiian/other_pacific_islander_raw_value,%_hispanic_raw_value,%_non-hispanic_white_raw_value,%_not_proficient_in_english_raw_value,%_females_raw_value,%_rural_raw_value
AR,Hot Spring County,11517.58248,0.241683963,5.074704162,5.272520309,0.098228663,0.249006403,0.349,6.7,0.307,0.249248246,0.16501897,0.258064516,467.6,41.7141926,0.081580421,0.000207709,0.000296112,0.00195434,4879,0.34,0.56,0.858313094,0.526797829,0.0363792,0.267,4.386726393,0.256131186,10.3854485,230.125523,112.6032196,9.5,0,0.125711961,0.83239621,0.433,73.98193141,525.9957687,72.18392464,,0.156640122,0.165322307,0.157,238.8,0.179,0.067104512,16.82402074,30.24958034,0.352177128,0.099118585,0.033702947,0.000533002,0.941839378,,2.877306853,2.734764951,45860,0.625766871,59.50961234,51.68551297,9.373109401,29.83181954,23.235585,15.88235294,76.06935173,0.778553854,0.069095684,0.648146678,33771,0.20618282,0.193390779,0.111367742,0.006455243,0.004145569,0.00074028,0.03686595,0.823073051,0.003816555,0.477480679,0.659690794
AR,Howard County,10976.29022,0.277155597,5.479546191,5.232094888,0.078384798,0.251657057,0.425,5.7,0.421,0.101312641,0.151294688,0.5,845.8,39.18963799,0.117581602,0.000524698,0.000227238,0.000984699,4836,0.33,0.46,0.852294727,0.543225807,0.032568727,0.249,4.970405642,0.390661253,12.74267296,153.5523014,76.46406189,9.2,1,0.115079365,0.831607629,0.278,73.58628232,539.754294,93.34386444,,0.171278701,0.17375476,0.096,129.3,0.167,0.206911187,,28.79109396,0.381161568,0.146124865,0.056218058,0.000454477,0.959330144,,2.871763802,2.621412627,41427,0.763201594,34.53456895,28.93757723,,,,11.875,0,0.689420459,0.11059322,0.660637884,13202,0.26155128,0.180730192,0.205196182,0.014013028,0.005680957,0.001287684,0.13164672,0.632782912,0.028192907,0.517270111,0.675175865
AR,Independence County,8477.816079,0.237984886,5.036378577,4.885953195,0.083716651,0.245582328,0.297,6.8,0.327,0.506508036,0.158176579,0.315789474,434.6,36.24176324,0.091870347,0.00076968,0.000423001,0.001850628,4943,0.34,0.51,0.860202213,0.561611374,0.039874145,0.201,4.155435219,0.278224905,13.00493657,496.4894006,74.77553985,9.3,0,0.128061582,0.821089519,0.163,76.97455372,419.7582829,63.28069114,7.568876779,0.15544903,0.163438303,0.113,141.3,0.17,0.073136606,11.50371216,22.20665204,0.342966214,0.114232385,0.040221914,0.001136814,0.922535545,,2.827279732,2.726219054,47903,0.651856764,52.12390681,41.44609422,4.594479733,22.80527353,17.62566297,,85.43117161,0.716450217,0.091845746,0.600125681,37825,0.24483807,0.179537343,0.022974223,0.008327826,0.008935889,0.002352941,0.066463979,0.880370126,0.014143786,0.511460674,0.685840587
AR,Izard County,12129.90905,0.244041224,5.195544038,5.227568159,0.076086957,0.248879918,0.323,7.2,0.287,0.49853972,0.171034349,0.5,219.2,38.55932203,0.112078346,0.000294269,0.000220119,0.000586984,6524,0.31,0.38,0.837861697,0.481639929,0.054763844,0.227,4.056702573,0.166528583,11.03509159,221.2472344,104.741392,8.9,0,0.094412331,0.759862779,0.279,74.38109825,515.8248862,101.7708121,,0.159009714,0.16817058,0.162,193.6,0.182,0.00546054,,24.30262046,0.353624502,0.130990885,0.060063644,0.001320713,0.951626016,,3.112610498,3.123282146,40233,0.620159453,,29.93630299,,30.83997048,20.65323223,14.16666667,0,0.760667904,0.08513898,0.537208823,13629,0.179616993,0.261060973,0.021498276,0.008364517,0.004769242,0.000146746,0.025387042,0.926920537,0.000850801,0.481033091,1
AR,Jackson County,10711.8248,0.299817091,5.905591762,5.810220278,0.09705248,0.279639582,0.39,5.8,0.27,0.361171306,0.153082697,0.368421053,776.2,62.77884003,0.08557076,0.000416394,0.000299061,0.000837371,7089,0.34,0.53,0.801671172,0.429596791,0.065068493,0.324,4.726946031,0.387209302,10.707275,692.1013929,83.30986577,8.4,1,0.139158576,0.795235497,0.29,73.74390854,540.616638,,,0.184705377,0.188024469,0.288,347.9,0.209,0.10403988,,24.92253246,0.381313967,0.103806647,0.040893272,0.000777559,0.864932886,,2.980660443,2.925133878,38636,0.855317207,49.42844419,22.81252245,10.79976407,13.69459404,12.9071623,,22.71187722,0.693661398,0.106063194,0.655369073,16719,0.20102877,0.18272624,0.171481548,0.007177463,0.005263473,0.002153239,0.030085531,0.76780908,0,0.503738262,0.650608435
AR,Jefferson County,12834.29808,0.280610768,5.454049049,5.039825069,0.128698464,0.248253615,0.425,6.2,0.334,0.531645897,0.131470191,0.25,1248.6,44.83880509,0.077136887,0.000616613,0.000463905,0.002289597,5715,0.35,0.42,0.861440389,0.489995347,0.054794521,0.331,5.156359691,0.474835742,13.06632998,1008.867935,99.52724558,9.6,0,0.162557078,0.867604646,0.21,73.47641522,583.3864489,82.00216486,8.587943848,0.172259837,0.166691805,0.146,502.2,0.2,0.071019349,19.11268151,18.52900094,0.401957858,0.095369122,0.033026316,0.000778164,0.810112486,0.154540764,2.290235438,2.166729967,40555,0.791069514,58.05554171,56.6024225,28.50615529,12.87986646,36.45474693,47.53623188,142.5869552,0.621021604,0.146936043,0.603895377,66824,0.217302167,0.179785706,0.570289118,0.00424997,0.008709446,0.001197175,0.022042979,0.382721777,0.006588748,0.506090626,0.309162523
AR,Johnson County,9438.769313,0.282382692,5.464609385,5.38337711,0.068504595,0.255039411,0.404,6.9,0.314,0.606068912,0.150144924,0.111111111,331.4,38.41425937,0.13016548,0.000523521,0.000225751,0.002671382,4388,0.32,0.49,0.788875495,0.393359684,0.045631446,0.235,4.407933689,0.285490196,7.852815795,243.5796621,77.91873757,9,0,0.154040404,0.788967661,0.194,75.88590123,466.7071547,64.93010465,,0.1761853,0.176642833,0.129,40.9,0.186,0.029038477,16.27604167,11.95392306,0.367475017,0.165965005,0.047886491,0.000639627,0.899683544,0.159333333,2.821157409,2.645955316,40396,0.751147267,56.16061707,37.11320403,5.433601391,22.30948857,18.91231494,15.33333333,56.2738937,0.704193349,0.10419839,0.64521793,26578,0.245240424,0.168748589,0.015953044,0.012341034,0.0271277,0.001354504,0.142636767,0.786515163,0.0308974,0.504966514,0.71366484
AR,Lafayette County,9633.576629,0.285141696,5.54538302,5.194430613,0.1,0.251235714,0.464,6.1,0.322,0.13734467,0.144580295,0.25,714.1,64.1627543,0.106588757,0.000299312,,0.000603865,4294,0.34,0.3,0.797063023,0.497751124,0.046634226,0.371,6.131973836,0.435559006,7.482789584,178.2785424,70.56540531,9.1,0,0.153846154,0.81347576,0.386,76.01687119,538.8774449,,,0.173513994,0.173431726,0.189,137.5,0.199,0.094076247,,,0.389650422,0.124802111,0.049839228,0.000754831,,,2.623571102,2.469461395,37164,0.860091743,10.45286411,10.23596492,,,35.28270266,10,30.48776872,0.790948276,0.137944984,0.609554598,6624,0.184631643,0.247131643,0.359148551,0.005434783,0.00634058,0.000150966,0.029438406,0.590730676,0.005914397,0.511171498,1
AR,Lawrence County,10729.14911,0.249424355,5.359427122,5.233324107,0.082717873,0.262356806,0.379,5.8,0.273,0.431467126,0.166955911,0.261904762,484.1,41.43365531,0.082965648,0.000304247,0.000304767,0.001950506,6543,0.33,0.29,0.841303767,0.581662657,0.041660555,0.27,4.140545514,0.259099488,9.127418766,226.872444,115.8315134,9.2,1,0.100987092,0.854134407,0.416,73.91918879,556.0134022,75.65857349,,0.165398882,0.171484064,0.116,108.1,0.185,0.155601619,,38.52047149,0.360064951,0.100392842,0.038936627,0.000670486,0.906768559,,2.788560393,2.720102383,39604,0.74870801,,28.41665281,,19.38456501,18.09867397,29.41176471,63.02567235,0.673216772,0.072577942,0.691629274,16406,0.221504328,0.199195416,0.011885895,0.006400098,0.002681946,0.000426673,0.017798367,0.9484335,0.000768738,0.510179203,0.635601493
AR,Lee County,11635.70866,0.336435074,6.103997049,5.482694323,0.123726346,0.288983718,0.406,4,0.323,0.430161167,0.1429745,0.583333333,741.1,46.09331085,0.086547334,0.000111297,0.000338715,0.000112905,7185,0.35,0.35,0.758365413,0.387794515,0.044828803,0.421,6.840076903,0.366087478,11.12966055,293.5118435,108.7476619,8.9,1,0.151129944,0.783163265,0.295,74.58520258,588.2842761,,,0.194225396,0.181849602,0.144,549.5,0.221,0.273262375,,27.33360667,0.411850975,0.106884058,0.036452005,0.000564525,0.725,,2.084555281,1.774858337,30421,1,37.7211532,38.52125047,,27.40588667,,,31.04871151,0.59794136,0.167414051,0.586712414,8857,0.184148131,0.201761319,0.540476459,0.006096873,0.005758157,0.00022581,0.02325844,0.412667946,0.011117479,0.437394152,0.635072909
AR,Lincoln County,10782.6612,0.292328725,5.516910121,5.137768078,0.084123223,0.26902501,0.446,5.7,0.368,0.390193859,0.157889586,0.083333333,293.1,32.0855615,0.099440323,7.47217E-05,0.000153563,0.001535627,7489,0.34,0.45,0.810839635,0.332030402,0.043797468,0.318,4.884385344,0.191317516,6.724949563,154.8545088,94.70537749,9,0,0.13740458,0.860877986,0.429,74.41344852,520.3590843,,,0.171713571,0.167585564,0.148,346.6,0.186,0.167834809,44.9404539,11.50880424,0.399140442,0.120705326,0.047763786,0.000537469,0.975,0.319327731,2.384595735,2.408560148,44272,0.641607259,48.48872708,42.84415718,10.46254931,16.76024698,,26.36363636,26.17598353,0.771269547,0.098686131,0.542274053,13024,0.162699631,0.158937346,0.297834767,0.005528256,0.003608722,7.67813E-05,0.041615479,0.641277641,0.009997675,0.386133292,1
AR,Little River County,9734.17714,0.251863677,5.272545421,5.293789574,0.084493042,0.243053342,0.337,6.8,0.347,0.621289196,0.154679634,0.35,550.2,41.09589041,0.088573501,0.000243388,0.000407864,0.000163145,5488,0.42,0.49,0.88957902,0.49773913,0.043131569,0.261,5.00591716,0.390796202,13.79198442,144.2712299,95.36586549,9.2,1,0.083018868,0.873062421,0.488,74.69781956,505.7843125,,,0.160343771,0.168738421,0.208,183.2,0.18,0.049105335,,34.43170471,0.379864032,0.107972469,0.040325433,0.000815727,0.931833333,,2.838145454,2.695056235,43257,0.646017699,23.82412023,19.41586818,,19.03180914,16.16370602,16.15384615,46.46597534,0.715271303,0.044713832,0.66977438,12259,0.224488131,0.209397178,0.196345542,0.016640835,0.004649645,0.000734155,0.037278734,0.726241945,0.000601995,0.518394649,0.685217523
AR,Logan County,10993.39579,0.259258333,5.434322744,5.469856836,0.09928689,0.256984803,0.299,6.8,0.374,0.72616651,0.160695828,0.5,368.3,48.84856944,0.094931523,0.000184018,0.000419268,0.000186341,4692,0.34,0.33,0.86230322,0.494673367,0.043457998,0.222,3.814926134,0.223791185,12.88126236,379.9990732,85.76882995,9.1,1,0.107013301,0.806433472,0.376,74.08314152,530.0595026,90.22875644,11.29943503,0.169866013,0.173135617,0.153,59.6,0.183,0.049134865,21.56334232,18.36414794,0.374063928,0.115350982,0.040075933,0.000605609,0.944,,2.876591208,2.887160163,42249,0.893403841,69.84089613,20.28350806,,27.79327056,15.67817322,5.454545455,0.051429719,0.736842105,0.067412904,0.70761554,21466,0.212848225,0.204788969,0.013509736,0.011646324,0.022826796,0.000419268,0.030327029,0.905851113,0.003725308,0.501537315,0.7101955
AR,Lonoke County,9169.974117,0.208885612,4.881122329,5.127384644,0.078636154,0.219849982,0.41,7.5,0.314,0.466791503,0.181401716,0.285714286,434.9,28.36462073,0.076166306,0.00019007,0.000259177,0.000586558,4482,0.36,0.52,0.891283624,0.582200068,0.032174771,0.149,4.247893675,0.208619679,8.010100873,340.3115804,85.50133751,9.8,1,0.12652207,0.865522087,0.477,75.35441479,451.4898742,70.41224376,7.305936073,0.142416102,0.158136431,0.141,114.7,0.14,0.066371536,17.28341156,20.15623055,0.346327287,0.093452328,0.037104164,0.000572917,0.911111111,0.094742322,2.999718133,3.05010692,62782,0.471944324,47.42182423,25.83762442,3.754591965,22.26990064,15.67066314,20.34090909,73.84405314,0.69247072,0.095179234,0.802416806,73309,0.253952448,0.137991243,0.062120613,0.007270594,0.009166678,0.000791172,0.045696981,0.858011977,0.006273303,0.509473598,0.448124525
AR,Madison County,11647.86139,0.275450533,5.471330554,5.401368824,0.061770762,0.257693716,0.31,6.6,0.298,0.476235923,0.167703353,0.125,189.7,48.5738492,0.131407833,0.000242704,0.000361969,0.001508205,4153,0.33,0.43,0.806422757,0.38241079,0.025447691,0.246,4.860176794,0.199685535,4.24731509,187.539733,93.55573337,8.3,0,0.103392569,0.835825497,0.589,74.27377671,477.6569561,149.4865462,,0.171664285,0.177736455,0.121,94.8,0.157,0.120480173,,25.73751287,0.361216947,0.160084926,0.063013699,0.000361969,0.825,0.17325228,2.627357395,2.761806731,48016,0.647476341,,24.23557612,,23.62697593,13.54096141,15.55555556,3.679748307,0.78021978,0.079753551,0.646759038,16576,0.232203185,0.193713803,0.004403958,0.017193533,0.007541023,0.005670849,0.058940637,0.892977799,0.009537055,0.499276062,1
AR,Marion County,11326.22628,0.250707357,5.472660308,5.372877463,0.080481036,0.26171969,0.271,6.6,0.295,0.193118357,0.176697109,0.125,213.1,42.60935143,0.101380537,0.000119603,0.000179705,0.000119804,4589,0.41,0.37,0.865079365,0.518129448,0.040011989,0.271,4.534891269,0.24291498,7.77418969,342.1596128,105.6414989,8.6,0,0.126031508,0.78511661,0.329,74.82371807,517.1863963,83.45852112,,0.166720998,0.172182259,0.14,110.5,0.185,0.067152097,20.0625953,27.78959801,0.34459843,0.119066591,0.051517067,0.000539116,0.975,,2.802949757,2.850804486,38760,0.74809548,,18.45507873,,30.4825617,27.92821235,10,13.27010119,0.788557948,0.121127633,0.775287526,16694,0.181741943,0.291002756,0.005750569,0.010602612,0.006169881,0.000599018,0.024439919,0.935845214,0.000317319,0.510003594,1
AR,Miller County,11523.77634,0.257446151,5.338639331,5.313020613,0.0982231,0.250987482,0.392,5.8,0.318,0.648428512,0.164966934,0.298245614,984.4,49.13693901,0.085838755,0.00071114,0.000323647,0.002519823,5572,0.38,0.46,0.864535923,0.567770815,0.040962025,0.24,5.412166069,0.410134215,10.32299505,537.3695246,75.50519842,9.3,1,0.150998825,0.854650168,0.215,74.22542332,565.9485957,81.90600082,9.937888199,0.163185752,0.168006915,0.125,268.5,0.193,0.137118046,,19.97655211,0.375328533,0.10701255,0.034750144,0.000716647,0.886388889,0.073953677,2.786626307,2.829906142,50905,0.648013346,51.68756964,50.10809253,8.187111522,16.71365018,19.67711232,21.11111111,218.4432777,0.646475101,0.119120851,0.739802752,43257,0.232794692,0.171995284,0.250156044,0.008622882,0.005293941,0.000693529,0.035878586,0.683218901,0.001371608,0.507732853,0.400119645
AR,Mississippi County,14111.86833,0.304679432,6.154669831,5.526700018,0.112043547,0.270354453,0.429,5.9,0.363,0.717491394,0.144001725,0.25,1245.3,63.0902909,0.079111973,0.00043648,0.000393594,0.001205382,7728,0.34,0.45,0.811493156,0.461647325,0.051330799,0.3,5.044355785,0.430852503,11.8819564,987.169087,112.9986421,9,0,0.160672854,0.826809299,0.232,71.2615432,689.6557188,105.0444155,10.37735849,0.187895479,0.181985287,0.184,241.3,0.216,0.072484024,12.89812897,22.02775497,0.405899223,0.099506683,0.034460636,0.000614991,0.911245353,0.108518086,2.563090046,2.535289536,39990,0.803228677,56.15377849,53.34971924,22.6952627,15.0786457,33.70967895,28.36734694,86.88849155,0.563609738,0.109861147,0.725974739,40651,0.26095299,0.150451403,0.353127844,0.004673932,0.00477233,0.000344395,0.044057957,0.58084672,0.010463302,0.51305011,0.362672117
AR,Monroe County,18262.77291,0.320691037,6.030775571,5.579882899,0.116941529,0.282298556,0.435,5.9,0.326,0.57000859,0.135616094,0.363636364,903.3,59.64467005,0.086855819,0.000434783,0.000596926,0.000149232,4403,0.32,0.27,0.788553259,0.478576616,0.043100326,0.408,5.959159602,0.570751523,10.14492754,370.994941,110.6257446,8.9,1,0.136636637,0.782472067,0.326,69.71217019,749.7989149,188.0984952,,0.191032457,0.187561628,0.19,327.2,0.223,0.063405944,,33.65137179,0.395421084,0.105984709,0.036029912,0.00104462,,,2.246373761,2.08348826,34289,1,18.10554928,17.94801722,,,,36.66666667,70.97779052,0.598859886,0.085649645,0.570057006,6701,0.204894792,0.24056111,0.397701836,0.006566184,0.008058499,0,0.025966274,0.542904044,0.001511944,0.531860916,0.689777887
AR,Montgomery County,7741.919657,0.258206227,5.397906613,5.488753175,0.071906355,0.266066753,0.237,6.1,0.269,0.979445557,0.177918163,0.25,302.7,40.87677725,0.129393468,0.000224115,0.000222568,0.000222568,4099,0.27,0.31,0.797966203,0.415723645,0.046464647,0.31,4.315242355,0.23637477,5.602868669,218.5075931,107.4354268,8.6,1,0.116731518,0.809179503,0.359,77.54087032,395.224108,,,0.167672237,0.176781878,0.098,89.8,0.187,0.111948259,,25.40247039,0.350915669,0.152308327,0.061127596,0.000890274,,,2.873404619,2.738831714,39591,0.769676885,,32.77432415,,,,,13.47567519,0.81326585,0.083639446,0.604954715,8986,0.185065658,0.269975518,0.004896506,0.014133096,0.013020254,0.000333853,0.045292678,0.904073002,0.013353637,0.504006232,1
AR,Nevada County,9332.011297,0.277370149,5.511781438,5.334841242,0.104072398,0.25459934,0.434,5.4,0.46,0.403578971,0.14974023,0.133333333,840.6,44.49938195,0.079223181,0.000360317,,0.000848279,5053,0.36,0.4,0.903849444,0.528604119,0.039595849,0.383,4.37453038,0.428571429,6.005284651,194.3079209,95.55433458,9.3,1,0.120289855,0.839936102,0.516,75.64235698,506.242358,,,0.169980639,0.171172384,0.153,172.1,0.212,0.143345723,,23.57577084,0.387187445,0.097195461,0.034769071,0.000727097,0.933403361,,2.482120081,2.447615481,36528,1,1.837246616,3.055380635,,,,27.77777778,3.073387431,0.669414189,0.076674216,0.616426259,8252,0.228429472,0.209888512,0.305259331,0.004362579,0.005210858,0.000242366,0.047140087,0.623364033,0,0.504604944,0.691786151
AR,Newton County,10846.5772,0.241330177,5.198961145,5.153791182,0.062857143,0.252594036,0.395,5.8,0.286,0.591476591,0.170768143,0.153846154,242.7,42.40766074,0.090156718,,,0.000257965,3735,0.39,0.27,0.864827104,0.621870883,0.035082459,0.311,5.322708599,0.143042071,3.843689942,316.0756053,114.6935134,8,1,0.165079365,0.819781767,0.441,76.06135544,445.6202812,,,0.159314601,0.16935938,0.127,,0.157,0.213205545,,28.98393203,0.359979738,0.106236661,0.045747423,0.000773894,,,2.386003914,2.332356517,37648,0.714161599,,10.95044065,,36.81842071,33.13368166,,7.375670182,0.841961853,0.110250738,0.596389646,7753,0.192957565,0.27241068,0.004256417,0.012769251,0.003740488,0.000128982,0.019476332,0.935379853,0,0.494776216,1
AR,Ouachita County,11414.98707,0.287061064,5.524501665,5.241524041,0.10723719,0.251822087,0.408,5.7,0.335,0.415811639,0.142080973,0.392857143,833.8,42.07603588,0.080958058,0.000508345,0.000427679,0.001710718,4486,0.33,0.5,0.86043956,0.561586221,0.051636512,0.276,5.151395224,0.496500921,17.79208676,619.6704231,78.7850342,9.5,0,0.160758862,0.884036305,0.244,73.61518671,563.7924532,93.69875849,,0.176589329,0.173430018,0.186,247.2,0.199,0.13610737,,23.05754928,0.395075945,0.099872726,0.033376841,0.000384912,0.9135,,2.650347744,2.594024375,46393,0.701055409,20.76789466,21.0853525,7.094630547,12.96925428,10.05766394,22,49.78221502,0.691240422,0.106122449,0.672913647,23382,0.222992045,0.210974254,0.397613549,0.004747242,0.005089385,0.000384912,0.025575229,0.547301343,0.002010544,0.527457018,0.563514548
AR,Perry County,9220.814933,0.256792344,5.477778515,5.404786758,0.08203125,0.250029037,0.361,6.8,0.295,0.461081857,0.172021306,0.294117647,260.9,31.40646336,0.083903273,0.000193199,,,4390,0.34,0.47,0.848455599,0.59228039,0.040935673,0.251,4.176445005,0.233538191,8.693972179,518.590998,104.9032559,9.3,1,0.077235772,0.818670971,0.624,76.05586931,442.5519468,,,0.169019981,0.175640542,0.123,103.2,0.176,0.062736307,,30.52757195,0.365443065,0.097910347,0.049048626,0.000573888,0.933057851,,2.968336799,2.672720778,50560,0.622878693,,4.476590676,,19.32797263,,,0.171456857,0.764449291,0.073022312,0.677753544,10455,0.22553802,0.204878049,0.020181731,0.009851746,0.003634625,0.000191296,0.030989957,0.917455763,0,0.503778097,1
AR,Phillips County,15855.6454,0.333048257,6.071290795,5.630285828,0.12745098,0.270866767,0.449,3,0.361,0.127085536,0.124362431,0.157894737,1330,75.57762902,0.082315567,0.000554662,0.000393657,0.000618603,7190,0.3,0.26,0.802733561,0.531185567,0.060040759,0.499,6.023305608,0.550114607,12.75722447,1191.939051,134.5952989,8.8,0,0.175079872,0.831661781,0.19,71.13875645,643.8128253,104.9703459,13.21138211,0.194000884,0.186499959,0.207,313.9,0.256,0.310328857,,30.03003003,0.401409464,0.105823355,0.031855359,0.00067484,0.878032787,,2.597764692,2.292336859,31521,1,34.65960909,34.29577392,39.78978979,17.47259681,49.53106998,,76.7592368,0.481897128,0.16274837,0.653841015,17782,0.257338882,0.195028681,0.616859746,0.004049038,0.004498932,0.000112473,0.019907772,0.344224497,0.000580821,0.530817681,0.479661718
AR,Pike County,7736.603818,0.253158399,5.316098535,5.360548909,0.078457447,0.249821488,0.287,6.3,0.319,0.507129572,0.161376191,0,177.1,31.39013453,0.131092437,0.000281083,0.000373204,0.000279903,5705,0.27,0.33,0.873887043,0.580592105,0.038588235,0.239,4.172326149,0.193825043,11.24332428,141.746685,83.68512079,9,1,0.121668598,0.797110965,0.437,75.91546865,454.2672942,,,0.165692688,0.171684117,0.169,66.2,0.182,0.109857678,,23.69231579,0.354675027,0.15722449,0.061111111,0.000373204,0.927173913,,2.836880151,2.852394012,44426,0.724686596,47.32251521,14.18328081,,,,16.36363636,0,0.787850467,0.07112553,0.670093458,10718,0.215711887,0.204795671,0.033215152,0.011849226,0.007930584,0.000373204,0.065870498,0.870498227,0.013062267,0.501959321,1
AR,Poinsett County,14034.63582,0.283629966,5.978931197,5.890627995,0.095978062,0.275885731,0.413,5.3,0.329,0.33836391,0.155252729,0.294117647,558.9,51.01649405,0.089524402,0.000166847,0.00017001,0.002847671,6855,0.4,0.46,0.803339062,0.448794128,0.034050005,0.329,4.17519909,0.374626078,10.42796363,347.7036157,118.611081,9.2,1,0.14654718,0.823914399,0.351,71.40278531,684.4078785,52.42005941,,0.181146893,0.184724228,0.21,85.8,0.193,0.190709033,18.14223512,27.36303611,0.360513046,0.112186954,0.035494881,0.000595036,0.84723127,,2.708863729,2.712761167,40536,0.92524296,57.64401819,27.46986993,,27.16341806,22.55281117,,56.3874022,0.629225278,0.102952823,0.739554902,23528,0.237121727,0.183653519,0.081179871,0.004292758,0.003442707,0.000425026,0.033236994,0.862419245,0.001430807,0.516363482,0.711385917
AR,Polk County,9450.354629,0.271762725,5.683657618,5.471323317,0.072472594,0.251553319,0.359,5.1,0.296,0.604878521,0.15889315,0.153846154,238.6,43.58180519,0.122178478,0.000748167,0.000450812,0.000901623,4610,0.28,0.36,0.849213691,0.529886914,0.041743628,0.289,4.457913492,0.207753266,13.46700584,296.8166415,103.4619976,8.3,1,0.172456576,0.769230769,0.247,75.51272471,472.2335006,,,0.17466321,0.178892979,0.137,77.2,0.196,0.204679711,,29.75536836,0.367214679,0.152630119,0.050684346,0.001202164,0.955122951,0.160599572,3.054854668,2.915903282,39722,0.762391574,,36.97941775,,29.03766491,27.8551532,5.454545455,57.68951008,0.766832464,0.132803487,0.69283028,19964,0.227409337,0.236275296,0.005209377,0.021037868,0.009567221,0.000500902,0.065818473,0.877830094,0.011578113,0.511771188,0.733859259
AR,Pope County,7812.56271,0.246827006,5.125221708,5.019508541,0.079626579,0.234720615,0.347,7,0.293,0.680846585,0.162110073,0.289473684,374.4,27.63492512,0.106146689,0.000625,0.000468223,0.002278687,4864,0.35,0.48,0.844793956,0.527340677,0.04333368,0.199,4.960235799,0.261945686,13.75,372.4306249,70.51611528,9.5,1,0.14301145,0.840159878,0.187,77.31101938,417.631746,44.77354917,4.17877907,0.15624214,0.162439747,0.146,101,0.168,0.06158037,9.900628951,12.36444077,0.337184287,0.132547743,0.042225335,0.000702335,0.920845839,0.061827957,3.152561533,2.984423972,47519,0.595122914,43.08407185,33.49875646,5.170584321,17.73294877,17.23727263,12.46153846,126.5285425,0.68926879,0.114345779,0.748881704,64072,0.226479586,0.161708703,0.031292921,0.010160445,0.012267449,0.000889624,0.096016981,0.833858784,0.021647122,0.50402672,0.54493636
AR,Prairie County,9161.999496,0.249954856,5.307858656,5.231751301,0.085621971,0.249136831,0.36,5.7,0.504,0.406769937,0.16587086,0.333333333,375.8,43.9862543,0.096486888,0.000123854,0.000124039,0.000248077,5202,0.37,0.33,0.832050853,0.629069767,0.04350251,0.221,4.558661034,0.231751825,16.10106515,169.8101765,51.31212432,9,0,0.112244898,0.748444444,0.421,77.04258725,500.0134314,,,0.162078916,0.169351455,0.132,158.8,0.172,0.19659735,,,0.36648424,0.113611049,0.049457177,0.000496155,,,2.985841063,2.818300868,46205,0.713445378,14.32719155,15.09651958,,,,11.42857143,6.616826691,0.73940678,0.068353694,0.578919492,8062,0.204663855,0.239146614,0.113743488,0.004341355,0.001364426,0.000744232,0.019970231,0.849044902,0,0.497767303,1
