state,County,premature_death_raw_value,poor_or_fair_health_raw_value,poor_physical_health_days_raw_value,poor_mental_health_days_raw_value,low_birthweight_raw_value,adult_smoking_raw_value,adult_obesity_raw_value,food_environment_index_raw_value,physical_inactivity_raw_value,access_to_exercise_opportunities_raw_value,excessive_drinking_raw_value,alcohol-impaired_driving_deaths_raw_value,sexually_transmitted_infections_raw_value,teen_births_raw_value,uninsured_raw_value,primary_care_physicians_raw_value,dentists_raw_value,mental_health_providers_raw_value,preventable_hospital_stays_raw_value,mammography_screening_raw_value,flu_vaccinations_raw_value,high_school_completion_raw_value,some_college_raw_value,unemployment_raw_value,children_in_poverty_raw_value,income_inequality_raw_value,children_in_single-parent_households_raw_value,social_associations_raw_value,injury_deaths_raw_value,air_pollution_-_particulate_matter_raw_value,drinking_water_violations_raw_value,severe_housing_problems_raw_value,driving_alone_to_work_raw_value,long_commute_-_driving_alone_raw_value,life_expectancy_raw_value,premature_age-adjusted_mortality_raw_value,child_mortality_raw_value,infant_mortality_raw_value,frequent_physical_distress_raw_value,frequent_mental_distress_raw_value,diabetes_prevalence_raw_value,hiv_prevalence_raw_value,food_insecurity_raw_value,limited_access_to_healthy_foods_raw_value,drug_overdose_deaths_raw_value,insufficient_sleep_raw_value,uninsured_adults_raw_value,uninsured_children_raw_value,other_primary_care_providers_raw_value,high_school_graduation_raw_value,disconnected_youth_raw_value,reading_scores_raw_value,math_scores_raw_value,school_segregation_raw_value,school_funding_adequacy_raw_value,gender_pay_gap_raw_value,median_household_income_raw_value,living_wage_raw_value,children_eligible_for_free_or_reduced_price_lunch_raw_value,residential_segregation_-_black/white_raw_value,child_care_cost_burden_raw_value,child_care_centers_raw_value,homicides_raw_value,suicides_raw_value,firearm_fatalities_raw_value,motor_vehicle_crash_deaths_raw_value,juvenile_arrests_raw_value,voter_turnout_raw_value,census_participation_raw_value,traffic_volume_raw_value,homeownership_raw_value,severe_housing_cost_burden_raw_value,broadband_access_raw_value,population_raw_value,%_below_18_years_of_age_raw_value,%_65_and_older_raw_value,%_non-hispanic_black_raw_value,%_american_indian_or_alaska_native_raw_value,%_asian_raw_value,%_native_hawaiian_or_other_pacific_islander_raw_value,%_hispanic_raw_value,%_non-hispanic_white_raw_value,%_not_proficient_in_english_raw_value,%_female_raw_value,%_rural_raw_value
MN,Redwood County,6158.084428,0.142,3.177609247,4.556417862,0.066171004,0.192,0.376,8.3,0.252,0.459902755,0.190650627,0.071428571,169.2,13.20233344,0.068468924,0.000455551,0.0003906,0.0004557,1069,0.56,0.39,0.930073303,0.646916566,0.026461295,0.133,4.118053626,0.115055714,21.47598594,69.61227278,6.3,0,0.091054313,0.780292575,0.196,79.31088916,343.0154152,,,0.099,0.153,0.088,79,0.065,0.116646649,,0.293,0.080629302,0.042882517,0.000976499,0.939772727,,3.146229865,3.293260806,0.190310128,368.9299,0.82999329,66582,,0.348562426,,0.288576492,4.048582996,,,,19.65004211,28.33333333,0.730833701,0.711,17.98177243,0.800658436,0.087794068,0.82617284,15361,0.249397826,0.215220363,0.00911399,0.052665842,0.02688627,0.000585899,0.042965953,0.855673459,0.006235278,0.497037953,0.701264182
MN,Renville County,7107.810996,0.147,3.359024805,4.53273054,0.088065844,0.187,0.382,8.5,0.237,0.550499219,0.181543698,0.2,314.9,24.38209753,0.075969401,0.000273823,0.000619621,0.00020654,2013,0.54,0.31,0.913712505,0.625956535,0.035969451,0.139,4.074084025,0.152944624,27.3822563,83.77279719,6.3,0,0.088723051,0.802252638,0.253,78.09614461,358.2956628,67.81959986,,0.101,0.151,0.088,57.4,0.067,0.092988959,,0.303,0.085799552,0.053428571,0.000481928,,,3.053219994,3.336650204,0.089535748,-2386.141,0.789331125,66568,,0.343085106,,0.288637183,6.703910615,,21.63173958,15.10656999,18.56048765,22,0.741944318,0.697,15.86745272,0.788121171,0.086879746,0.806671205,14525,0.230086059,0.219552496,0.006746988,0.016936317,0.008950086,0.000344234,0.101755594,0.858450947,0.005767013,0.484612737,1
MN,Rice County,5539.564577,0.131,2.844036244,4.418020831,0.058279743,0.173,0.375,9,0.222,0.844151005,0.192774344,0.285714286,243.8,6.353861193,0.063621533,0.0008623,0.000576131,0.002023843,2675,0.47,0.55,0.924694945,0.618602022,0.025885995,0.107,4.172892762,0.183279967,10.40706491,62.01150958,7.4,0,0.116885918,0.702635965,0.323,79.84943573,275.0712127,35.4037443,6.359300477,0.092,0.142,0.086,106.7,0.057,0.06332842,10.92798458,0.287,0.075581232,0.03482687,0.000620448,0.820486787,,3.082331243,3.167477686,0.127661422,-387.8225,0.818143142,77962,,0.381018842,60.62737042,0.288063416,6.172839506,,11.22417173,6.890167731,8.390146096,10.29850746,0.730522006,0.759,47.58107123,0.755039759,0.105617089,0.903073286,67693,0.208943318,0.167875556,0.067362947,0.007312425,0.022040684,0.001462485,0.092166103,0.796241857,0.025064591,0.482871198,0.321877282
MN,Rock County,7713.168732,0.128,3.033371405,4.500239084,0.065502183,0.175,0.353,9.3,0.216,0.576669415,0.196515605,0.285714286,144.6,8.640291041,0.052974948,0.000929752,0.000314564,0.001887386,2273,0.57,0.6,0.939734895,0.75403784,0.016805325,0.102,4.627895165,0.117963576,23.76033058,72.03389831,5.6,0,0.077694236,0.806267806,0.307,77.29785689,387.9691036,,,0.092,0.148,0.082,86.4,0.056,0.04217364,,0.288,0.060202551,0.037743507,0.000733983,0.931889764,,3.576547499,3.708972553,0.029977426,2323.6835,0.902336075,69835,,0.188741722,,0.275134245,1.550387597,,,,19.58893376,6.666666667,0.748571429,0.768,2.822583736,0.771093551,0.078830593,0.881468264,9537,0.240012583,0.205620216,0.009856349,0.009017511,0.008178673,0.000838838,0.034602076,0.925238545,0.000767628,0.502883506,0.504534213
MN,Roseau County,8340.252176,0.129,3.04219424,4.207866026,0.065108514,0.182,0.358,8.7,0.227,0.595003588,0.190539534,0,104.9,9.207009207,0.056260163,0.000524315,0.000588543,0.000392362,1705,0.57,0.53,0.929366968,0.647148058,0.025528169,0.12,3.88775448,0.214246575,14.41866562,72.352237,6,1,0.113636364,0.720489691,0.153,77.09047328,391.8574184,,,0.093,0.147,0.085,,0.059,0.09046139,,0.3,0.063457581,0.039519359,0.000653937,0.846966527,,3.369799881,3.27399538,0.074858433,2582.997,0.812892648,71794,,0.213182674,,0.312811656,1.165501166,,26.56923452,15.78594262,,10,0.741938326,0.61,18.60387445,0.803703069,0.113227513,0.802503,15292,0.235809574,0.1942192,0.006343186,0.021579911,0.027857703,0.000196181,0.019814282,0.907271776,0.005671601,0.477112216,1
MN,St. Louis County,7826.322105,0.136,3.227426217,5.135474962,0.071947397,0.183,0.346,8.1,0.224,0.81016426,0.211213357,0.402439024,391.6,10.89259981,0.051839639,0.001235051,0.000977287,0.003448069,4064,0.45,0.48,0.948941307,0.770663891,0.032704641,0.135,4.614156408,0.228339472,14.65995923,95.02841821,6.1,0,0.13481387,0.771091551,0.197,77.66377642,374.3088039,44.79885315,5.966767372,0.095,0.162,0.088,92.5,0.085,0.091498136,27.81547948,0.317,0.060038231,0.027923751,0.002170078,0.823399158,0.033490805,3.190388605,3.321513137,0.087561195,2672.4171,0.768786038,63141,,0.302080257,71.28882365,0.355680144,7.693865155,2.290696551,22.0731174,12.94473701,10.73764008,18.50574713,0.747349006,0.661,55.43704029,0.718906749,0.11800036,0.861990528,199532,0.183704869,0.214231301,0.015280757,0.023956057,0.011386645,0.000526231,0.019575807,0.905934888,0.003216548,0.495960548,0.392876228
MN,Scott County,4283.759197,0.103,2.502807805,3.927105952,0.065601966,0.124,0.333,9.8,0.181,0.951420545,0.200584229,0.230769231,274.7,4.935860928,0.041422719,0.000489339,0.000465959,0.001261973,2232,0.51,0.56,0.949051375,0.78610945,0.022649035,0.05,3.845576962,0.160412875,7.176971057,50.79217023,6.8,1,0.10181242,0.740100317,0.414,81.57203526,220.8358262,26.19664569,3.32468375,0.077,0.123,0.073,105.1,0.032,0.042730248,12.14208447,0.273,0.04823257,0.026381969,0.000427129,0.899460038,0.03937097,3.271414668,3.568195576,0.098570908,2134.5152,0.794124528,115687,,0.199024907,51.42457846,0.311677198,5.573905863,1.357223044,9.769688878,4.958602371,5.719725686,9.583333333,0.854651445,0.811,64.16644743,0.834572,0.083994747,0.936846871,154520,0.256206316,0.12597722,0.067046337,0.010950039,0.069188455,0.001158426,0.059875744,0.772877297,0.020620518,0.497217189,0.181020089
MN,Sherburne County,5242.950523,0.112,2.866393565,3.979903046,0.059805452,0.16,0.382,9.6,0.192,0.850632312,0.204436143,0.280701754,319,6.939090208,0.044712073,0.000373458,0.000406649,0.00224153,2382,0.49,0.51,0.944025549,0.699672546,0.028800151,0.063,3.355236908,0.175549331,8.175707047,60.1158259,6.6,0,0.096218359,0.781004338,0.509,79.39721671,286.983978,42.94494994,3.448685932,0.083,0.138,0.075,78.9,0.041,0.038695809,13.89251261,0.269,0.052083854,0.028479713,0.00057526,0.885553423,0.05926202,3.191728372,3.367092472,0.095576522,3719.812667,0.802094003,97999,,0.170529077,72.97009704,0.249849488,4.728132388,,14.32287103,6.382159599,9.240463692,9.25,0.80103709,0.79,34.28259808,0.833503011,0.093130488,0.926728526,100824,0.255941046,0.12419662,0.045187654,0.006466714,0.016662699,0.000505832,0.033444418,0.878699516,0.010749631,0.482643022,0.509286604
MN,Sibley County,6396.593572,0.134,3.142978783,4.74665319,0.055938038,0.181,0.375,9.5,0.226,0.60373416,0.200599094,0.090909091,187.7,8.615384615,0.064724919,0.000134075,0.000334336,0.000601805,5557,0.5,0.36,0.931501585,0.651717286,0.032062392,0.099,3.615678142,0.074722709,16.08902594,77.96327661,6.5,1,0.103906899,0.820718161,0.414,80.49919832,279.1970666,,,0.095,0.149,0.083,39.7,0.059,0.008019395,,0.294,0.073632297,0.043056744,0.000468071,0.877985075,,2.938168786,3.23212139,0.066449626,-2901.7885,0.805561371,75596,,0.266203704,40.95520625,0.254166887,4.624277457,,,,18.25238242,26.875,0.777195402,0.708,1.686416202,0.812988779,0.09206626,0.824379463,14955,0.223938482,0.1963223,0.00855901,0.006486125,0.008826479,0.000534938,0.092611167,0.873553995,0.012279083,0.487729856,1
MN,Stearns County,5990.270527,0.137,3.080972317,4.663465231,0.063690224,0.17,0.408,8.6,0.229,0.775118136,0.220145151,0.298507463,436,8.272344201,0.054732351,0.000975168,0.000816683,0.004002369,1783,0.6,0.47,0.927066848,0.719630423,0.027174825,0.113,4.289532365,0.203536453,13.21195115,66.07119171,5.5,0,0.126059589,0.762849916,0.23,80.4721574,296.8000883,44.55895207,5.112547043,0.095,0.152,0.09,101.3,0.073,0.07351221,14.10612787,0.308,0.06474001,0.030859395,0.002107166,0.829172152,0.053910539,3.080404617,3.317906122,0.265537243,-27.697776,0.8295328,72378,,0.347798422,66.61641398,0.338293404,6.506309148,1.982878743,13.31121549,8.008629298,9.193346901,22.14285714,0.719306427,0.74,73.69357942,0.674593862,0.122890837,0.879621213,160405,0.23247405,0.163199402,0.09486612,0.005205573,0.023334684,0.001390231,0.041226894,0.818677722,0.015538007,0.492441009,0.379886539
MN,Steele County,5683.43483,0.133,2.960666589,4.563160699,0.062937063,0.179,0.405,9.1,0.229,0.70207988,0.198173558,0.4,174,14.13083201,0.05107144,0.000589039,0.000855661,0.002914594,1654,0.56,0.58,0.926500337,0.666101886,0.028365484,0.1,4.158479857,0.197166213,15.26145278,68.37272905,7.3,0,0.115604988,0.823328713,0.196,80.52293233,287.689098,35.3660385,,0.093,0.15,0.084,61.2,0.057,0.051229764,,0.293,0.059156792,0.033080489,0.001069576,0.872602996,,3.082993134,3.184251536,0.079504576,2018.993667,0.789458819,75474,,0.344527188,48.30011843,0.324416355,4.039497307,,12.60808914,5.969047774,5.817471029,14.88372093,0.79012715,0.771,39.55952985,0.774365465,0.097482993,0.864832456,37398,0.240280229,0.192871277,0.03596449,0.005508316,0.010615541,0.000775443,0.08615434,0.851061554,0.014448324,0.499304776,0.297492381
MN,Stevens County,5576.371074,0.135,3.087320648,4.539003728,0.061915888,0.175,0.341,9.1,0.232,0.723916865,0.213528858,0.2,185.6,5.284015852,0.061474845,0.000618557,0.000933901,0.001764035,4138,0.6,0.43,0.936030429,0.733212341,0.021873247,0.083,4.437979452,0.081565299,23.71134021,45.21446041,5.9,0,0.13568521,0.742799597,0.098,81.24982765,292.1460728,,,0.094,0.147,0.087,,0.068,0.034411529,,0.286,0.069943657,0.041195111,0.001245201,0.869318182,,3.415184192,3.760830491,0.05299622,160.3089,0.808698365,69171,,0.215770171,26.02151736,0.277775368,7.181328546,,,,,14.44444444,0.69372442,0.744,16.32827853,0.677988415,0.087837838,0.888888889,9637,0.223202241,0.181176715,0.012763308,0.017329044,0.017121511,0.0006226,0.092871226,0.840821833,0.03272927,0.492061845,0.479888326
MN,Swift County,8355.02975,0.151,3.407620036,4.711863724,0.066073698,0.199,0.377,8.3,0.253,0.584061801,0.182414057,0.692307692,235.9,15.47491996,0.080100956,0.000410299,0.000410046,0.001025115,1081,0.51,0.3,0.931155705,0.669865643,0.030385016,0.112,4.688845789,0.294957608,17.43768592,89.47020855,6,0,0.093050648,0.76486014,0.275,78.59702597,403.0275327,,,0.104,0.156,0.094,,0.087,0.072930958,,0.294,0.091630455,0.05451448,0.001025115,0.965983607,,2.94169533,3.354722452,0.119751658,940.2471,0.750239973,67166,,0.372767857,,0.286067356,5.464480874,,,,28.91844997,22,0.742918455,0.682,20.62939615,0.737361579,0.126410835,0.799229658,9755,0.223782676,0.237416709,0.008508457,0.007175807,0.009226038,0.011071246,0.064787289,0.882726807,0.013746076,0.490620195,1
MN,Todd County,7891.155143,0.161,3.387780043,4.797164466,0.051166966,0.21,0.397,8,0.259,0.469915288,0.179611557,0.230769231,281.3,21.49393488,0.08683068,0.000832112,0.000469888,0.000313259,1782,0.5,0.22,0.890268915,0.502545729,0.031978681,0.146,3.832230052,0.14967462,18.6234497,83.2457771,5.7,0,0.135490394,0.745566413,0.332,80.7724607,329.2811012,54.49167056,,0.107,0.162,0.094,23.9,0.081,0.113845607,,0.301,0.093950231,0.070449782,0.000391573,0.902199074,0.109025916,2.788367192,2.940986578,0.218452329,-5772.187,0.779632562,66300,,0.443162538,,0.289803922,5.977286312,,17.4676703,9.698537137,15.67762165,16.92307692,0.72800659,0.6,13.90193357,0.834852053,0.091828138,0.764615542,25538,0.238507322,0.236745242,0.004542251,0.008497142,0.005051296,0.002584384,0.084305741,0.888440755,0.028497629,0.478972512,0.994220568
MN,Traverse County,8543.510366,0.141,3.300614326,4.624420866,0.041984733,0.194,0.381,9,0.239,0.596726191,0.176001649,0,152.2,16,0.060504202,,0.000610687,,403,0.51,0.14,0.938487826,0.600303951,0.025030525,0.188,4.705380602,0.163661581,21.30249544,140.3294692,5.8,1,0.088050315,0.704907584,0.195,76.34780056,459.9915672,,,0.1,0.154,0.088,,0.07,0.037058224,,0.305,0.068102445,0.040057225,0.001221374,,,3.034523166,3.199234122,0.208157641,-527.7885,0.808693333,63913,,0.387681159,,0.300627415,,,,,,,0.715547025,0.547,0.192044109,0.794836008,0.076923077,0.793440335,3275,0.219847328,0.255877863,0.009160305,0.062900763,0.00610687,0.000610687,0.051603053,0.85740458,0.01024,0.487938931,1
MN,Wabasha County,5638.7533,0.12,2.878076934,4.100963313,0.051186018,0.166,0.367,9.5,0.22,0.898630009,0.19778599,0.375,195.3,11.45311382,0.051411715,0.000790367,0.000784929,0.000323206,1456,0.58,0.47,0.94517714,0.71790468,0.025976161,0.082,4.033490973,0.168357436,19.52670975,73.12715795,7.9,0,0.120044053,0.755314337,0.418,81.39333589,254.4276549,48.92367906,,0.087,0.142,0.076,65.9,0.055,0.021517714,,0.281,0.058335429,0.034623218,0.001015791,0.93161157,,3.29365292,3.503400003,0.029943348,3138.506667,0.773158255,78953,,0.217256886,,0.284447709,7.731958763,,10.19655582,,13.9495028,14.54545455,0.782761706,0.728,13.45355184,0.814497779,0.111160466,0.845812114,21658,0.216132607,0.237602733,0.006602641,0.004201681,0.006556469,0.000738757,0.033613445,0.939652784,0.008120079,0.49759904,0.811801562
MN,Wadena County,7139.023194,0.154,3.615815922,4.794731579,0.066030814,0.208,0.407,8.6,0.257,0.325062211,0.172515605,0.272727273,310.4,21.32622459,0.059991019,0.000493758,0.000768854,0.00370448,1657,0.53,0.22,0.924775928,0.665793781,0.041364535,0.144,4.701236233,0.195253506,18.33956408,104.1847543,5.2,0,0.133913044,0.782437746,0.253,77.10077651,372.214252,,,0.108,0.163,0.092,78.1,0.094,0.022513305,,0.298,0.070641955,0.039190241,0.002795834,0.786592742,,3.068233831,3.477131287,0.048605725,-796.704,0.757174474,57527,,0.416510903,,0.333999687,3.211991435,,21.46268486,18.81113619,20.67311668,27.05882353,0.767316342,0.646,25.98158085,0.722706662,0.083378747,0.823508894,14307,0.263297686,0.20472496,0.010065003,0.009715524,0.005032502,0.000139792,0.024463549,0.932131125,0.001138347,0.498706927,0.718450053
MN,Waseca County,5781.925069,0.134,3.149648878,4.240224819,0.06681191,0.175,0.363,8.3,0.222,0.832560101,0.194064902,0.142857143,215.8,10.7301143,0.057541709,0.000263158,0.000582226,0.000582226,992,0.6,0.58,0.929248166,0.644562334,0.034810861,0.099,3.904939834,0.183214859,15.78947368,70.4826997,7.1,0,0.122597747,0.817333192,0.267,79.49137628,299.8498684,,,0.095,0.15,0.083,49.9,0.061,0.126930875,,0.298,0.066647432,0.036849073,0.000317578,0.841778524,,3.173360683,3.186703653,0.052081631,1307.824033,0.784747912,71519,,0.288373612,,0.268655882,6.523765145,,,,7.602250266,24.28571429,0.747141316,0.759,22.32164464,0.814093154,0.101942416,0.854130522,18893,0.224845181,0.192928598,0.020324988,0.007304293,0.009103901,0.000741015,0.070237654,0.880273117,0.008509685,0.51003017,0.514392661
MN,Washington County,4663.211103,0.098,2.661958708,4.303472302,0.065184802,0.125,0.309,9.5,0.172,0.946002512,0.207817074,0.244444444,247.6,4.906511073,0.034012198,0.001043136,0.000771985,0.00320392,1836,0.48,0.6,0.961967771,0.810386437,0.022764509,0.056,3.700306492,0.143697142,7.346027269,54.79885173,8,0,0.100735947,0.720507619,0.381,81.50633535,231.3909906,35.21590194,3.98468226,0.076,0.13,0.073,101,0.035,0.061060722,14.87180256,0.272,0.039241448,0.022257897,0.000964076,0.909934471,0.032622062,3.305268221,3.54873189,0.070969468,5035.541,0.805234465,107649,,0.18143498,47.49685453,0.334949698,7.948400547,1.37329814,12.2558104,6.536340151,4.943873305,9.935064935,0.876345103,0.808,74.49274507,0.814602133,0.096577164,0.936230566,275912,0.237448897,0.167654905,0.055213256,0.005922178,0.07754284,0.000735742,0.049744121,0.788758735,0.011503643,0.501728812,0.133663218
MN,Watonwan County,6439.897215,0.157,3.326602758,4.387952444,0.052540913,0.181,0.365,9.2,0.262,0.714831601,0.181796767,0.571428571,296.4,31.38832998,0.10682832,0.000538842,0.000541761,0.000632054,1504,0.57,0.5,0.878255122,0.556369556,0.025306749,0.311,4.556478042,0.148485954,19.75752133,86.01127297,6.5,0,0.107551487,0.778098537,0.271,79.19600891,343.6400352,,,0.101,0.147,0.094,65.8,0.072,0.011010797,,0.284,0.120119621,0.077867415,0.001173815,0.865811966,0.277894737,2.985807037,3.199485868,0.02961685,-6811.269667,0.705013689,61295,,0.466735967,,0.313467656,3.601440576,,,,,17.27272727,0.705220339,0.691,2.429832941,0.799581493,0.082756976,0.806091607,11075,0.251828442,0.213002257,0.006862303,0.013814898,0.013002257,0.000541761,0.280993228,0.691647856,0.075228475,0.498148984,1
MN,Wilkin County,7817.567094,0.133,3.147069381,4.45100791,0.052313883,0.183,0.39,8.6,0.227,0.567783584,0.195839097,0.285714286,203.3,11.3735783,0.045777427,0.000312744,0.000314961,0.002677165,2366,0.5,0.52,0.933333333,0.700538358,0.022385862,0.121,3.767909458,0.123110151,14.07349492,108.4840943,5.9,0,0.0625,0.776043326,0.225,76.77074413,371.8647794,,,0.095,0.15,0.085,,0.078,0.056798929,,0.278,0.052157291,0.029871012,0.000472441,,,3.109561857,3.328234294,0.045886403,-1672.489333,0.784209033,71924,,0.337016575,,0.267143096,4.22832981,,,,22.6783082,58.33333333,0.701431493,0.724,15.85606411,0.803524559,0.06587057,0.811023622,6350,0.226614173,0.197007874,0.007401575,0.022834646,0.00519685,0.000314961,0.040944882,0.911811024,0.002137455,0.47007874,0.479557332
MN,Winona County,5224.171889,0.13,3.018887657,4.654088322,0.075881612,0.168,0.386,9.2,0.223,0.925167603,0.206403456,0.095238095,304.3,4.934021802,0.05263018,0.000362684,0.000666963,0.002485953,2037,0.55,0.39,0.931495809,0.72663659,0.021808398,0.124,4.548346895,0.123143214,12.49244409,64.60639643,8.2,0,0.125610069,0.76068787,0.21,80.63133044,271.0363089,31.54574133,,0.093,0.15,0.088,62.1,0.065,0.030245435,13.28030067,0.289,0.059349846,0.03127734,0.000848862,0.855,,3.15845705,3.289369161,0.06049499,1686.553,0.814182593,65699,,0.274250995,59.50861905,0.341831687,9.671993272,,10.30203346,6.341732165,6.494790049,15.23809524,0.668544716,0.734,71.67124836,0.687162998,0.117945625,0.906158793,49478,0.173450827,0.189174987,0.01853349,0.005093173,0.027345487,0.000161688,0.034419338,0.90185537,0.006674808,0.499939367,0.403414467
MN,Wright County,4863.278906,0.112,2.819762338,4.271761549,0.054121633,0.154,0.34,9.7,0.185,0.795941615,0.213446813,0.315789474,197.5,5.494013317,0.044390322,0.000393524,0.000398641,0.001283758,1850,0.5,0.52,0.949278564,0.748397265,0.025875588,0.049,3.295531348,0.123545508,9.527425869,51.14492599,5.5,0,0.092982992,0.794369694,0.514,80.10255383,268.6906708,26.84820028,2.925877763,0.085,0.136,0.073,65.6,0.04,0.029097661,9.68189085,0.27,0.051666919,0.029594261,0.000527016,0.909389045,0.034797216,3.412076098,3.636550311,0.049267958,4112.067333,0.782884246,95259,,0.131332421,65.49298678,0.235757251,4.433653542,1.148265024,13.00734691,6.915370275,6.889590143,13.44086022,0.848571576,0.771,42.07602378,0.831628593,0.081460343,0.91176756,148003,0.269345892,0.138044499,0.024702202,0.004695851,0.017972609,0.00047972,0.036188456,0.898860158,0.005133486,0.48974683,0.391680876
MN,Yellow Medicine County,6053.782816,0.139,3.216066307,4.652719059,0.050377834,0.192,0.38,8.5,0.238,0.464525609,0.188291602,0.375,148.8,15.92193118,0.063357826,0.000531293,0.000421674,0.001054185,957,0.51,0.38,0.925892317,0.654021938,0.028196982,0.125,3.954856449,0.184151283,25.50207204,68.23539142,6.1,0,0.100244499,0.783807063,0.289,80.68290483,316.2839707,,,0.098,0.153,0.087,,0.064,0.094507041,,0.305,0.072841198,0.041027953,0.000843348,,,3.047146609,3.213337385,0.092822549,-829.886535,0.722291539,67543,,0.347119646,,0.362509809,4.830917874,,,,,10,0.748037889,0.699,6.726893247,0.829059829,0.081558442,0.835093012,9486,0.231709888,0.21884883,0.006852203,0.038794012,0.006852203,0.00073793,0.056504322,0.878347038,0.007889766,0.490723171,1
MS,Mississippi,12697.46147,0.209,3.731889649,4.670144623,0.120456746,0.203,0.394,4,0.302,0.5767697,0.156712125,0.186006826,750,28.64634976,0.14331294,0.000533227,0.000515636,0.002160502,3423,0.4,0.4,0.862268978,0.617381904,0.03928526,0.264,5.332295114,0.362993683,12.45438505,99.90224395,9,0.256097561,0.141928984,0.836006866,0.337,72.52806566,601.0725925,84.53920995,8.726700369,0.11842241,0.152364666,0.137,399.8,0.163,0.113741429,19.86978376,0.353365152,0.175898937,0.065047068,0.001539426,0.886363553,0.089944705,2.997091054,2.995309012,0.277930066,-11395.64,0.75578466,52788,,0.996373279,51.62505338,0.170564801,6.425381425,14.71844804,14.61739021,25.58611582,25.41666809,,0.586988274,,41.11510673,0.691595862,0.130536446,0.800234377,2940057,0.230628522,0.172629306,0.373676089,0.006426406,0.011625285,0.00068264,0.035672438,0.560325871,0.00713587,0.514031191,0.537095289
MS,Adams County,13186.50876,0.273,4.252637408,4.871825789,0.136938509,0.228,0.443,5.3,0.367,0.586532602,0.12600889,0.347826087,681.9,36.39268596,0.165345023,0.00076543,0.00052802,0.001232047,3185,0.45,0.45,0.825189637,0.53837124,0.051581647,0.447,6.287019699,0.469301008,14.26483891,128.3697048,8.4,0,0.139263253,0.9020572,0.2,72.05215716,623.1534064,113.1605749,9.51986755,0.142,0.172,0.159,477.8,0.185,0.15403407,13.37643518,0.373,0.200618321,0.071316204,0.001795269,0.9,0.210978836,2.447927645,2.676417206,0.033852236,-25188.25,0.834528382,39547,,1,54.16573556,0.201785218,7.492507493,27.0513556,12.07005313,40.15667687,23.32013414,38.51851852,0.610019951,0.576,56.12819312,0.650025822,0.14478504,0.813048718,28408,0.203076598,0.21381301,0.545128133,0.006441847,0.005843424,0.00024641,0.067269783,0.366481273,0.040950308,0.493874965,0.364784346
MS,Alcorn County,12760.18572,0.221,4.068533252,5.136605124,0.118567455,0.22,0.387,6.2,0.304,0.525331031,0.155690668,0.210526316,395.9,35.31550247,0.147407299,0.000436694,0.000584727,0.003186762,4218,0.35,0.42,0.818978769,0.505479133,0.035934088,0.248,5.164283375,0.28600483,10.18952517,106.4028169,8.3,0,0.10403833,0.87960688,0.268,72.37023561,601.5008681,94.71015906,10.48714479,0.131,0.177,0.114,179,0.179,0.078058532,13.8643695,0.331,0.1776216,0.072378324,0.00216349,0.934060774,,3.063121212,2.799657081,0.171275509,-4226.1655,0.740062796,49627,,0.994140625,47.37141289,0.163701211,5.5,10.89417862,21.53812266,25.77800204,26.45729093,17.69230769,0.557957958,0.605,28.2501729,0.659105546,0.108598315,0.731949911,34204,0.222400889,0.191147234,0.12364051,0.004940943,0.006665887,0.000438545,0.03777336,0.814875453,0.002437464,0.508946322,0.641220495
MS,Amite County,14426.8897,0.264,4.375992996,5.007796126,0.117441861,0.238,0.419,5.5,0.359,0.263757862,0.119530916,0.260869565,411.5,23.38435374,0.156694538,0.000158265,0.000237737,0.000158491,3796,0.37,0.2,0.875410554,0.56525497,0.052386496,0.282,5.521974714,0.440384615,13.45255994,85.60537537,8.4,0,0.131117267,0.79189044,0.495,73.07973863,637.6311935,,,0.146,0.184,0.147,276.4,0.217,0.068106303,,0.361,0.186423054,0.078967643,0.000871701,0.725,,2.600740147,2.29963353,0.004704619,-32470.71,0.51683688,45433,,0.996613996,22.93790372,0.16622279,4.784688995,,,16.15195762,29.90430622,,0.736917563,0.438,0.311621149,0.809393212,0.089902653,0.687521426,12619,0.203185672,0.260797211,0.384737301,0.00412077,0.002535859,0.000237737,0.016800063,0.58475315,0.003245402,0.513669863,1
MS,Attala County,12944.07639,0.257,4.332087883,4.959462188,0.139375,0.23,0.432,5.3,0.336,0.351221421,0.122083698,0.157894737,676.4,30.51643193,0.159126927,0.000507271,0.000342681,0.000399794,2977,0.47,0.45,0.840846995,0.529578189,0.042528401,0.33,6.948602403,0.487299465,12.96358922,95.85509354,9.2,0,0.152394775,0.830816149,0.355,71.78137596,629.3056283,80.98805426,15.2998776,0.141,0.181,0.145,313.9,0.184,0.154084511,,0.375,0.198812129,0.072492773,0.001028043,0.875,,3.036035758,3.173462459,0.132441284,-14036.58,0.736062454,44404,,0.9953125,33.72698545,0.156900279,5.249343832,12.4282463,10.11027066,20.933871,38.83826968,17.72727273,0.647559633,0.529,13.7793274,0.752020282,0.148371937,0.771193155,17509,0.250099949,0.194471415,0.43697527,0.004169284,0.004968873,0.000171341,0.023987664,0.52156034,0.001969326,0.519789822,0.62457376
